advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
FDP	FDP	21289227249	Facebook	rd2	Last 2 days	1219	1	6222436	1741300	86256	2271
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rd2	Last 2 days	77	1	6021528	2666428	9942	2139
European Greens	European Greens	141366725876424	Facebook	rd2	Last 2 days	41	1	5593811	2517000	38586	9400
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rd2	Last 2 days	203	1	5511672	2313587	21749	4269
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	rd2	Last 2 days	42	1	5129632	2129666	7532	1033
România în primul rând	Future Innovation	770704223323599	Facebook	rd2	Last 2 days	43	1	4474672	2064368	4939	1067
sp.a	sp.a	57253967150	Facebook	rd2	Last 2 days	195	1	4141627	1369428	18439	2832
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd2	Last 2 days	100	1	4107132	1714480	13316	3148
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rd2	Last 2 days	72	1	3509964	1347500	14364	3800
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd2	Last 2 days	205	1	3248819	972424	20726	2921
SPÖ	SPÖ	77393060080	Facebook	rd2	Last 2 days	545	1	3064369	1017377	24014	3178
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd2	Last 2 days	756	1	2902081	956996	46631	4378
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rd2	Last 2 days	17	1	2755933	1253179	4745	1978
Partito Democratico		77034286895	Facebook	rd2	Last 2 days	78	1	2528099	1101093	8550	1654
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd2	Last 2 days	133	1	2267244	790666	10778	613
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	rd2	Last 2 days	4	1	2204996	1101000	2581	581
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rd2	Last 2 days	40	1	2130913	862907	4513	1013
Fidesz	Fidesz	9844779306	Facebook	rd2	Last 2 days	17	1	2099987	1010000	7119	3559
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	rd2	Last 2 days	13	1	1937826	841833	2571	471
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	rd2	Last 2 days	73	1	1934330	628547	3246	769
Open Vld	Open Vld	53668151866	Facebook	rd2	Last 2 days	167	1	1917374	737395	12430	2283
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	rd2	Last 2 days	96	1	1850806	861192	8339	1498
DIE LINKE	DIE LINKE	47694585682	Facebook	rd2	Last 2 days	179	1	1825974	621443	9808	412
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rd2	Last 2 days	24	1	1721479	752260	1318	504
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	rd2	Last 2 days	54	1	1711951	683666	9208	1775
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	rd2	Last 2 days	127	1	1687760	454301	18078	4939
European Parliament		178362315106	Facebook	rd2	Last 2 days	16	1	1603989	736666	8456	2050
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rd2	Last 2 days	36	1	1603895	624833	1669	389
Facebook Brussels	Facebook	287739491272583	Facebook	rd2	Last 2 days	16	1	1502139	644714	14874	3725
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rd2	Last 2 days	17	1	1497814	696241	12239	3197
IKEA	IKEA	112961202185776	Facebook	rd2	Last 2 days	60	1	1459959	454000	6893	733
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rd2	Last 2 days	5	1	1437176	610256	5849	1470
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rd2	Last 2 days	7	1	1414510	662258	7816	1564
John Crombez	sp.a	264131406977201	Facebook	rd2	Last 2 days	19	1	1410237	630000	5096	930
DéFI	DéFI	173518112695794	Facebook	rd2	Last 2 days	133	1	1394379	312145	7764	615
Centerpartiet	Centerpartiet	12690894340	Facebook	rd2	Last 2 days	122	1	1355554	494503	16595	4085
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	rd2	Last 2 days	23	1	1327318	569666	10473	2816
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	rd2	Last 2 days	1204	1	1285420	276696	28759	825
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	rd2	Last 2 days	17	1	1283321	490666	1622	654
Campact e.V.	Campact e.V.	82734241364	Facebook	rd2	Last 2 days	25	1	1272758	513680	8302	1850
Kyriakos Mitsotakis		34848567724	Facebook	rd2	Last 2 days	8	1	1266661	566666	2894	866
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	rd2	Last 2 days	174	1	1242542	430190	23488	2764
Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	rd2	Last 2 days	39	1	1229885	489795	2177	333
Romania #nuepsd	Future Innovation	293215748279337	Facebook	rd2	Last 2 days	4	1	1167531	563766	439	162
Greenpeace Deutschland		22541752487	Facebook	rd2	Last 2 days	184	1	1143488	316629	7380	854
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	rd2	Last 2 days	11	1	1109518	452142	1121	142
