age_code_filter	age_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
35_44	35-44	European Parliament		178362315106	Facebook	1211	1	37194341	16784244	218123	55488
35_44	35-44	Podemos	Unidas Podemos	269212336568846	Facebook	318	1	26607687	11814851	161181	42103
35_44	35-44	Ciudadanos	Ciudadanos	74078667754	Facebook	5487	1	24541498	7388377	256502	17228
35_44	35-44	People's Vote UK	People's Vote	748608695327755	Facebook	3425	1	20503748	7156915	265199	48517
35_44	35-44	Kialo		729627343834501	Facebook	744	1	17123698	6884707	117340	29227
35_44	35-44	Partido Popular	Partido Popular	72249031214	Facebook	1296	1	16189316	6146499	92874	13436
35_44	35-44	Britain's Future	Britain's Future	1625300137516491	Facebook	3881	1	13450441	4230055	155262	22947
35_44	35-44	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	3489	1	9706618	3326794	140581	18188
35_44	35-44	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	184	1	9553000	4323406	25679	5754
35_44	35-44	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	2286	1	8022566	2749630	89337	10390
35_44	35-44	sp.a	sp.a	57253967150	Facebook	305	1	7902976	3210611	33436	7867
35_44	35-44	Conservatives	The Conservative Party	8807334278	Facebook	1923	1	7881647	3063805	85502	11608
35_44	35-44	The Labour Party	The Labour Party	25749647410	Facebook	603	1	7448783	2980373	59175	12551
35_44	35-44	CDU	CDU	78502295414	Facebook	3170	1	7055402	1701055	68250	1536
35_44	35-44	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	80	1	6863200	3087492	14287	4161
35_44	35-44	Best For Britain	Best for Britain	1863944713844924	Facebook	818	1	6352125	2689300	80619	19468
35_44	35-44	Rädda Barnen		72659261793	Facebook	549	1	6250981	1971382	55058	13910
35_44	35-44	PSOE	PSOE	189318235003	Facebook	331	1	5924152	2374182	19441	3654
35_44	35-44	SPD	SPD	47930567748	Facebook	5994	1	5463865	1834521	89471	7131
35_44	35-44	FDP	FDP	21289227249	Facebook	2114	1	5268560	1574556	43408	2272
35_44	35-44	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	109	1	4854428	2001494	11964	2820
35_44	35-44	European Greens	European Greens	141366725876424	Facebook	87	1	4828105	2159699	31866	7957
35_44	35-44	Partito Democratico		77034286895	Facebook	137	1	4816942	2177848	16572	4356
35_44	35-44	Greenpeace France		39435457457	Facebook	129	1	4647791	2079023	22776	5240
35_44	35-44	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	136	1	4624163	2002355	7511	1932
