country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BG	Bulgaria	sofia_city_province	Sofia City Province	2411	645	4406158	1400020	21878	1927
BG	Bulgaria	plovdiv_province	Plovdiv Province	1860	525	350429	112488	1060	65
BG	Bulgaria	varna_province	Varna Province	1820	520	291809	81896	1113	36
BG	Bulgaria	burgas_province	Burgas Province	1708	502	225433	56053	712	17
BG	Bulgaria	blagoevgrad_province	Blagoevgrad Province	1605	485	115718	32354	983	11
BG	Bulgaria	ruse_province	Ruse Province	1532	445	89593	28559	987	7
BG	Bulgaria	pazardzhik_province	Pazardzhik Province	1438	416	66693	17341	245	6
BG	Bulgaria	yambol_province	Yambol Province	1263	369	57256	12679	111	1
BG	Bulgaria	stara_zagora_province	Stara Zagora Province	1573	451	48111	17980	255	14
BG	Bulgaria	veliko_tarnovo_province	Veliko Tarnovo Province	1531	445	44643	19209	253	6
BG	Bulgaria	vratsa_province	Vratsa Province	1298	386	35483	14989	321	2
BG	Bulgaria	pleven_province	Pleven Province	1485	446	30352	11237	111	8
BG	Bulgaria	haskovo_province	Haskovo Province	1445	426	26031	8717	188	4
BG	Bulgaria	sofia_province	Sofia Province	1374	394	15213	5611	49	6
BG	Bulgaria	sliven_province	Sliven Province	1345	403	13533	5094	42	3
BG	Bulgaria	pernik_province	Pernik Province	1341	388	11228	3865	41	4
BG	Bulgaria	lovech_province	Lovech Province	1259	368	10371	3004	116	1
BG	Bulgaria	montana_province	Montana Province	1264	357	10228	2968	119	1
BG	Bulgaria	kyustendil_province	Kyustendil Province	1285	370	6910	2373	46	1
BG	Bulgaria	smolyan_province	Smolyan Province	1267	368	3886	1477	10	0
BG	Bulgaria	vidin_province	Vidin Province	1211	347	3129	1134	12	0
