advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rw3	Last 3 weeks	IE	Ireland	19	1	6111945	2725894	43287	8600
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	rw3	Last 3 weeks	IE	Ireland	171	1	5341442	1621576	29270	4002
Fine Gael	Fine Gael	264172043210	Facebook	rw3	Last 3 weeks	IE	Ireland	5	1	1199995	470000	7095	1700
Referendum Commission		580832208630212	Facebook	rw3	Last 3 weeks	IE	Ireland	2	1	1099995	499998	3498	699
Fianna Fáil	Fianna Fáil	222629035132	Facebook	rw3	Last 3 weeks	IE	Ireland	31	1	901791	283479	3657	500
Sean Kelly MEP		340786422717552	Facebook	rw3	Last 3 weeks	IE	Ireland	34	1	852966	341000	6166	700
Matt Carthy	Carthy Matt	580216935345125	Facebook	rw3	Last 3 weeks	IE	Ireland	22	1	794977	245999	3778	399
Alice Mary Higgins for Europe	Alice Mary Higgins	1055105841226515	Facebook	rw3	Last 3 weeks	IE	Ireland	26	1	727974	160000	3374	200
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	rw3	Last 3 weeks	IE	Ireland	14	1	724986	211000	2686	599
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	rw3	Last 3 weeks	IE	Ireland	3	1	599999	300000	2832	566
Anne Rabbitte TD	Rabbitte Anne Marie	1426461550915658	Facebook	rw3	Last 3 weeks	IE	Ireland	8	1	559789	204898	1591	199
Women for Election	Women for Election	115885998520125	Facebook	rw3	Last 3 weeks	IE	Ireland	10	1	479989	191999	2589	399
Cllr. Éilis Ryan for Europe		787376334669425	Facebook	rw3	Last 3 weeks	IE	Ireland	8	1	414992	146000	1991	300
Leo Varadkar T.D.	Fine Gael	178974912140818	Facebook	rw3	Last 3 weeks	IE	Ireland	2	1	399998	200000	1998	1000
Andrew Doyle	Andrew Doyle	200875073325354	Facebook	rw3	Last 3 weeks	IE	Ireland	9	1	389991	113181	1210	99
Saoirse McHugh for MEP	Green Party Ireland	2242183922693730	Facebook	rw3	Last 3 weeks	IE	Ireland	9	1	324990	70999	890	0
