advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	DK	Denmark	36	1	1430943	320995	18486	3762
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	DK	Denmark	9	1	329990	74999	2676	696
Mette Abildgaard	Mette Abildgaard	309867232515766	Facebook	DK	Denmark	13	1	309986	74000	2421	723
Nikolaj Villumsen	Nikolaj Villumsen	529124290474705	Facebook	DK	Denmark	16	1	130984	59000	961	187
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	DK	Denmark	5	1	119994	26999	1070	294
Mona Juul	Mona Juul	2079067062409423	Facebook	DK	Denmark	3	1	64997	16000	280	133
Enhedslisten	Enhedslisten	223040066022	Facebook	DK	Denmark	2	1	59997	14999	803	200
Lise Müller	Müller Lise	145989963343	Facebook	DK	Denmark	3	1	55997	11000	213	80
European Parliament	European Parliament	178362315106	Facebook	DK	Denmark	1	1	49996	9999	498	99
Margrete Auken	SF	36730930417	Facebook	DK	Denmark	6	1	44993	17999	400	80
Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	DK	Denmark	9	1	41990	10999	387	66
Mette Thiesen	Mette Thiesen	718327901589937	Facebook	DK	Denmark	9	1	41969	10991	560	147
Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	DK	Denmark	13	1	36986	6000	333	40
Morten Østergaard	Radikale Venstre	252520351444054	Facebook	DK	Denmark	4	1	29996	12000	213	40
Mia Tang	Mia Tang	358828094665364	Facebook	DK	Denmark	4	1	24996	8000	213	40
Zenia Stampe	Zenia Stampe	127344360615074	Facebook	DK	Denmark	4	1	20991	6998	213	40
Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	DK	Denmark	4	1	19995	4000	213	40
JØP - Stem på klima og højt ansvarligt afkast	Demokratisk Erhvervsnetværk	290304768567003	Facebook	DK	Denmark	4	1	16996	6000	160	26
