audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f55_64	female (55-64)	DK	Denmark	Venstre, Danmarks Liberale Parti		21465928829	Facebook	314	1	723585	247109	5317	1405
f55_64	female (55-64)	DK	Denmark	Red Barnet		67571270393	Facebook	66	1	391080	139228	6917	1849
f55_64	female (55-64)	DK	Denmark	Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	59	1	295220	102810	3872	1029
f55_64	female (55-64)	DK	Denmark	Lizette Risgaard		547601668763372	Facebook	71	1	249558	92764	2859	745
f55_64	female (55-64)	DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	135	1	222055	82679	3704	1019
f55_64	female (55-64)	DK	Denmark	SF	SF	74796954245	Facebook	45	1	186851	48998	1770	447
f55_64	female (55-64)	DK	Denmark	Pia Olsen Dyhr	SF	49348971479	Facebook	52	1	179457	53156	1440	400
f55_64	female (55-64)	DK	Denmark	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	22	1	158567	58676	2348	815
f55_64	female (55-64)	DK	Denmark	SE Energi & Klima		169900309711559	Facebook	42	1	132654	45622	681	210
f55_64	female (55-64)	DK	Denmark	Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	12	1	124854	54266	1563	459
f55_64	female (55-64)	DK	Denmark	Røde Kors		65929129383	Facebook	26	1	121548	30209	1421	467
f55_64	female (55-64)	DK	Denmark	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	30	1	100929	40686	1417	401
f55_64	female (55-64)	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	299	1	100606	23360	1091	244
f55_64	female (55-64)	DK	Denmark	World Animal Protection Danmark		33588644626	Facebook	5	1	88280	37066	1015	236
f55_64	female (55-64)	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	118	1	86686	20552	346	63
f55_64	female (55-64)	DK	Denmark	Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	17	1	85567	28718	899	229
f55_64	female (55-64)	DK	Denmark	Folkekirkens Nødhjælp		276770505228	Facebook	61	1	75012	15105	587	130
f55_64	female (55-64)	DK	Denmark	Oxfam IBIS	Oxfam IBIS	144965885963	Facebook	30	1	74844	16523	831	199
f55_64	female (55-64)	DK	Denmark	Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	74	1	66073	16068	599	158
f55_64	female (55-64)	DK	Denmark	Naser Khader		1995019340791443	Facebook	14	1	65552	20660	708	181
f55_64	female (55-64)	DK	Denmark	Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	32	1	65335	17837	606	135
f55_64	female (55-64)	DK	Denmark	Enhedslisten	Enhedslisten	223040066022	Facebook	22	1	63347	21291	415	133
f55_64	female (55-64)	DK	Denmark	Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	74	1	54628	16804	520	105
f55_64	female (55-64)	DK	Denmark	Karina Lorentzen Dehnhardt	Dehnhardt Karina Lorentzen	116061635098137	Facebook	17	1	52788	17064	393	122
