advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	m	male	BG	Bulgaria	52	1	2439528	1106015	4716	1107
Kialo		729627343834501	Facebook	m	male	BG	Bulgaria	256	1	1965803	763218	11092	2659
Демократична България	Демократична България	995342840629890	Facebook	m	male	BG	Bulgaria	35	1	1571403	592156	3429	457
Приоритети	БЗНС	1163987410423594	Facebook	m	male	BG	Bulgaria	56	1	678099	235980	2398	65
Крум Дончев/Krum Donchev		155516354469476	Facebook	m	male	BG	Bulgaria	8	1	624492	298585	505	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	m	male	BG	Bulgaria	50	1	550096	222847	1770	358
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	m	male	BG	Bulgaria	51	1	513033	236063	1076	291
Valeri Simeonov		1967166133516609	Facebook	m	male	BG	Bulgaria	21	1	441947	105870	1545	0
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	m	male	BG	Bulgaria	39	1	434361	108713	1954	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	m	male	BG	Bulgaria	25	1	423985	164392	1321	171
Volen Siderov		48268614826	Facebook	m	male	BG	Bulgaria	22	1	422750	92411	1287	0
Бареков и Байрактаров без цензура - ТВ предаване		405986069871245	Facebook	m	male	BG	Bulgaria	10	1	402610	139177	768	176
Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	m	male	BG	Bulgaria	23	1	312488	63972	1059	0
Път на младите	Път на младите	2051476654950711	Facebook	m	male	BG	Bulgaria	16	1	269715	93389	947	107
ПП ГЕРБ - София		336639303182606	Facebook	m	male	BG	Bulgaria	1	1	267003	106801	237	47
European Greens	European Greens	141366725876424	Facebook	m	male	BG	Bulgaria	9	1	255557	113908	827	220
Партия на ЗЕЛЕНИТЕ	Mitrakiev Boyan	1438204226503681	Facebook	m	male	BG	Bulgaria	12	1	241939	50987	797	0
European Commission		107898832590939	Facebook	m	male	BG	Bulgaria	3	1	240826	120413	675	169
informo.bg	informo.bg	262524054082832	Facebook	m	male	BG	Bulgaria	6	1	214747	98832	432	60
Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	m	male	BG	Bulgaria	17	1	200582	48482	833	0
България на Труда и Разума - БТР		709384432421964	Facebook	m	male	BG	Bulgaria	8	1	199136	41530	390	0
За Петър Чобанов	Chobanov Petar	762986410409232	Facebook	m	male	BG	Bulgaria	24	1	158542	35967	1055	0
Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	m	male	BG	Bulgaria	9	1	150978	46233	442	0
EU Environment		305608429284	Facebook	m	male	BG	Bulgaria	2	1	137813	66239	662	128
Европейски парламент в България		163350039852	Facebook	m	male	BG	Bulgaria	1	1	128595	51438	1285	257
