advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partito Democratico		77034286895	Facebook	200k_500k	200k - 500k	IT	Italy	14	1	6999985	2799999	20185	4299
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	200k_500k	200k - 500k	IT	Italy	12	1	5999983	2399998	20987	5099
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	200k_500k	200k - 500k	IT	Italy	8	1	3999975	1599993	9491	2499
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	200k_500k	200k - 500k	IT	Italy	7	1	3499991	1399999	8992	2399
European Parliament		178362315106	Facebook	200k_500k	200k - 500k	IT	Italy	8	1	3072519	1229010	4770	1889
Save the Children Italia		46590675335	Facebook	200k_500k	200k - 500k	IT	Italy	6	1	2999993	1199999	13493	3599
WeWorld Onlus		299584710061488	Facebook	200k_500k	200k - 500k	IT	Italy	6	1	2999928	1199973	8093	2199
Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	200k_500k	200k - 500k	IT	Italy	5	1	2499994	999999	2494	499
Stefano Maullu		150618724962388	Facebook	200k_500k	200k - 500k	IT	Italy	4	1	1999921	799970	1995	399
Kialo		729627343834501	Facebook	200k_500k	200k - 500k	IT	Italy	29	1	1852770	741109	8791	2271
Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	200k_500k	200k - 500k	IT	Italy	3	1	1499987	599996	1496	299
European Greens		141366725876424	Facebook	200k_500k	200k - 500k	IT	Italy	3	1	1499982	599994	6996	1999
Roberto Rosso		1735684256653359	Facebook	200k_500k	200k - 500k	IT	Italy	2	1	999998	400000	5998	1500
Lara Comi	Lara Comi	155619044465389	Facebook	200k_500k	200k - 500k	IT	Italy	2	1	999998	400000	1997	1000
Petizioni.it		1410474395723679	Facebook	200k_500k	200k - 500k	IT	Italy	2	1	999998	400000	5998	1500
Treedom		316091912308	Facebook	200k_500k	200k - 500k	IT	Italy	2	1	999997	399999	997	199
Enel Energia		1589410777971706	Facebook	200k_500k	200k - 500k	IT	Italy	2	1	999997	399999	9997	1999
CIWF Italia		576664002355828	Facebook	200k_500k	200k - 500k	IT	Italy	2	1	999997	400000	9998	1999
Sportello Amianto Nazionale		1354625791215832	Facebook	200k_500k	200k - 500k	IT	Italy	2	1	999995	399998	997	199
Amref Health Africa - Italia		48677844864	Facebook	200k_500k	200k - 500k	IT	Italy	2	1	999994	399998	197	0
Forza Italia		172265396249029	Facebook	200k_500k	200k - 500k	IT	Italy	2	1	999983	399994	9997	1999
Riparte il futuro		476098022442147	Facebook	200k_500k	200k - 500k	IT	Italy	2	1	999979	399992	997	199
Evitas.it		663358997180553	Facebook	200k_500k	200k - 500k	IT	Italy	2	1	999937	399975	5997	1499
EPP - European People's Party		48034275355	Facebook	200k_500k	200k - 500k	IT	Italy	5	1	797162	318865	1077	384
Carlo Calenda	Siamo Europei	131887960826264	Facebook	200k_500k	200k - 500k	IT	Italy	1	1	500000	200000	4999	1000
Angelo Ciocca	Angelo Ciocca	479212098810360	Facebook	200k_500k	200k - 500k	IT	Italy	1	1	499999	200000	999	500
Gun Rights		782628375218149	Facebook	200k_500k	200k - 500k	IT	Italy	1	1	499999	200000	999	500
Più Europa	Più Europa	126662574668084	Facebook	200k_500k	200k - 500k	IT	Italy	1	1	499999	200000	999	500
Achille Variati	Achille Variati	478212418874107	Facebook	200k_500k	200k - 500k	IT	Italy	1	1	499999	200000	499	100
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	200k_500k	200k - 500k	IT	Italy	1	1	499999	199999	999	500
UNICEF Italia		40433567307	Facebook	200k_500k	200k - 500k	IT	Italy	1	1	499999	200000	499	100
