advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU Christlich Demokratische Union		AR68737343799951360	Google	5k_10k	5k - 10k	11577	1	8712560	0	57380	1535
CDU	CDU	78502295414	Facebook	5k_10k	5k - 10k	597	1	5969403	2985000	59103	0
COALICION CANARIA		AR489541609348661248	Google	5k_10k	5k - 10k	5236	1	3940482	0	19736	3
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	5k_10k	5k - 10k	368	1	3679632	1840000	38032	400
SPD	SPD	47930567748	Facebook	5k_10k	5k - 10k	259	1	2589741	1295000	28441	700
FDP	FDP	21289227249	Facebook	5k_10k	5k - 10k	184	1	1839816	920000	18616	100
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	5k_10k	5k - 10k	183	1	1829817	915000	27907	1735
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	5k_10k	5k - 10k	2424	1	1824241	0	9121	0
mmb media agentur d.o.o.		AR524572049809604608	Google	5k_10k	5k - 10k	1434	1	1079192	0	5565	18
Conservatives	The Conservative Party	8807334278	Facebook	5k_10k	5k - 10k	79	1	789921	395000	14142	1272
DIE LINKE	DIE LINKE	47694585682	Facebook	5k_10k	5k - 10k	73	1	729927	365000	7227	0
HLAS		AR312619193323225088	Google	5k_10k	5k - 10k	927	1	697637	0	3996	56
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	5k_10k	5k - 10k	873	1	656997	0	3284	0
Katarina Barley	SPD	1522202731410785	Facebook	5k_10k	5k - 10k	65	1	649935	325000	6435	0
The Labour Party	The Labour Party	25749647410	Facebook	5k_10k	5k - 10k	52	1	519948	260000	6420	115
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	5k_10k	5k - 10k	690	1	519276	0	2596	0
KUKIZ'15	Komitet Wyborczy Wyborców Kukiz'15	328170794051845	Facebook	5k_10k	5k - 10k	49	1	489951	245000	2524	348
Ciudadanos Andalucía	Ciudadanos	522336804500176	Facebook	5k_10k	5k - 10k	37	1	369963	185000	4863	300
Open Vld		AR369049153717665792	Google	5k_10k	5k - 10k	487	1	366504	0	2442	67
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	5k_10k	5k - 10k	34	1	339966	170000	3366	0
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	5k_10k	5k - 10k	34	1	339966	170000	3766	100
Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	5k_10k	5k - 10k	33	1	329967	165000	3267	0
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	5k_10k	5k - 10k	32	1	319968	160000	9683	1504
Sloboda a Solidarita		AR242125929453715456	Google	5k_10k	5k - 10k	404	1	304040	0	1587	7
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	5k_10k	5k - 10k	30	1	299970	150000	8517	1981
Koen Van den Heuvel	Koen Van den Heuvel	1953990651532264	Facebook	5k_10k	5k - 10k	30	1	299970	150000	3370	100
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	5k_10k	5k - 10k	29	1	289971	145000	4488	897
Gwendolyn Rutten	Gwendolyn Rutten	149158155084	Facebook	5k_10k	5k - 10k	29	1	289971	145000	3271	100
Spoločnými Silami Za Rozkvet Gemera	Horváth Csaba	106240706496397	Facebook	5k_10k	5k - 10k	28	1	279972	140000	2772	0
Greenpeace España	Greenpeace España	133044800622	Facebook	5k_10k	5k - 10k	25	1	249975	125000	2475	0
Det Konservative Folkeparti		AR40969452518375424	Google	5k_10k	5k - 10k	319	1	240071	0	2521	146
38 Degrees	38 Degrees	200006375787	Facebook	5k_10k	5k - 10k	24	1	239976	120000	2749	0
Moderaterna	Moderaterna	7719591155	Facebook	5k_10k	5k - 10k	23	1	229977	115000	9906	2037
FDP Bremen	FDP Bremen	152934608113175	Facebook	5k_10k	5k - 10k	23	1	229977	115000	2677	100
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	5k_10k	5k - 10k	305	1	229535	0	1147	0
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	5k_10k	5k - 10k	300	1	225772	0	4161	124
Maggie De Block	Maggie De Block	1410219772556421	Facebook	5k_10k	5k - 10k	22	1	219978	110000	3778	400
Compromís	Compromís	194053080624605	Facebook	5k_10k	5k - 10k	22	1	219978	110000	2178	0
QuoteSearch.com	QuoteSearch	2235255886787452	Facebook	5k_10k	5k - 10k	22	1	219978	110000	4371	462
Kálmán Olga Hivatalos oldala	Kálmán Olga Hivatalos oldala	1878531865537365	Facebook	5k_10k	5k - 10k	22	1	219978	110000	618	207
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	5k_10k	5k - 10k	21	1	209979	105000	2079	0
Amnesty International UK	Amnesty International UK	7624294394	Facebook	5k_10k	5k - 10k	21	1	209979	105000	2868	115
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	5k_10k	5k - 10k	20	1	199980	100000	526	235
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	5k_10k	5k - 10k	20	1	199980	100000	2380	100
