advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Gouvernement	Gouvernement	392341217527576	Facebook	rm2	Last 2 months	FR	France	40	1	13898117	6149178	89249	19597
European Parliament	European Parliament	178362315106	Facebook	rm2	Last 2 months	FR	France	13	1	4764576	2128533	33019	7166
Greenpeace France	Greenpeace France	39435457457	Facebook	rm2	Last 2 months	FR	France	16	1	3535510	1505796	14782	3399
Make.org	Make.org	122037308191612	Facebook	rm2	Last 2 months	FR	France	6	1	1459131	637765	19827	4233
Avaaz	Avaaz	8340223883	Facebook	rm2	Last 2 months	FR	France	3	1	1005898	500950	5196	999
GRDF	GRDF	314443337102	Facebook	rm2	Last 2 months	FR	France	1	1	999896	499948	4998	999
Agence française pour la biodiversité	Agence française pour la biodiversité	500437833654583	Facebook	rm2	Last 2 months	FR	France	1	1	999827	499914	4998	999
Cogito	Cogito	2059332547662115	Facebook	rm2	Last 2 months	FR	France	12	1	849866	319954	2787	399
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rm2	Last 2 months	FR	France	35	1	511973	213948	2938	365
European Free Alliance	European Free Alliance	46708306425	Facebook	rm2	Last 2 months	FR	France	3	1	507150	203583	5142	1031
Le mouvement	~ le mouvement	1030528233746321	Facebook	rm2	Last 2 months	FR	France	1	1	499971	199988	4998	999
Jam		299724236866849	Facebook	rm2	Last 2 months	FR	France	1	1	499960	199984	4449	890
EcoTree	EcoTree	386108291584856	Facebook	rm2	Last 2 months	FR	France	1	1	499935	199974	498	99
VoteEuropa - France	Jules Nicolas André Bejot 	2031732090462417	Facebook	rm2	Last 2 months	FR	France	7	1	304762	60953	2690	499
Fille Unique	Sébastien Jean-Pierre Paul Henri Gourdon	268836617151334	Facebook	rm2	Last 2 months	FR	France	2	1	299943	149972	1497	599
WWF-France	WWF-France	145392792632	Facebook	rm2	Last 2 months	FR	France	22	1	261966	66997	2577	99
Subventions énergétiques 2019	Primes Energetiques	1815507421886752	Facebook	rm2	Last 2 months	FR	France	7	1	210985	41998	2292	399
CARE France	CARE France	93745060700	Facebook	rm2	Last 2 months	FR	France	6	1	116985	25997	593	0
Déclic	OFAJ	472408162883256	Facebook	rm2	Last 2 months	FR	France	4	1	105982	20997	395	0
Débat public sur le Pngmdr	Commission nationale du débat public	323422558353215	Facebook	rm2	Last 2 months	FR	France	2	1	99997	19999	197	0
Sciences Po	Sciences Po	212218225479739	Facebook	rm2	Last 2 months	FR	France	2	1	99993	19999	597	99
Il est encore temps	Il est encore temps	353979872007801	Facebook	rm2	Last 2 months	FR	France	1	1	99992	49996	498	99
upply	Upply	248039519074498	Facebook	rm2	Last 2 months	FR	France	2	1	99985	19997	597	99
LE MONDE OUKA. Sauvons le climat	SAS MONDOUKA	341110826085002	Facebook	rm2	Last 2 months	FR	France	25	1	76971	12999	2474	0
Eurolapins	Pulse of Europe France	755726434768654	Facebook	rm2	Last 2 months	FR	France	4	1	65808	15960	794	99
