advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	100k_200k	100k - 200k	RO	Romania	49	1	9799839	4899944	35496	7731
România în primul rând	Future Innovation	770704223323599	Facebook	100k_200k	100k - 200k	RO	Romania	25	1	4999948	2499986	5247	1491
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	100k_200k	100k - 200k	RO	Romania	19	1	3799976	1899997	9660	2563
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	100k_200k	100k - 200k	RO	Romania	19	1	3799821	1899920	18274	3781
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	100k_200k	100k - 200k	RO	Romania	15	1	2999976	1499995	12393	2731
Romania #nuepsd	Future Innovation	293215748279337	Facebook	100k_200k	100k - 200k	RO	Romania	14	1	2799986	1400000	2938	1470
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	100k_200k	100k - 200k	RO	Romania	12	1	2399973	1199992	10082	2206
European Parliament		178362315106	Facebook	100k_200k	100k - 200k	RO	Romania	13	1	860967	430486	2850	550
RMDSZ	RMDSZ	102601499822802	Facebook	100k_200k	100k - 200k	RO	Romania	4	1	799995	399999	839	420
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	100k_200k	100k - 200k	RO	Romania	4	1	799994	399999	1574	441
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	100k_200k	100k - 200k	RO	Romania	4	1	799993	399998	419	84
PSD Galati	Partidul Social Democrat Galati	1585170161775563	Facebook	100k_200k	100k - 200k	RO	Romania	4	1	799988	399996	4201	840
Departamentul Fonduri Europene al PSD	Partidul Social Democrat	1030472763816931	Facebook	100k_200k	100k - 200k	RO	Romania	4	1	799980	399992	419	84
Calin Popescu Tariceanu		227922987222524	Facebook	100k_200k	100k - 200k	RO	Romania	3	1	599997	300000	419	147
Vasile Cristian Lungu		167669676772029	Facebook	100k_200k	100k - 200k	RO	Romania	3	1	599997	300000	2310	525
Tikaboo Romania		617570241716349	Facebook	100k_200k	100k - 200k	RO	Romania	3	1	599997	300000	3150	630
Declic	Declic	686190454826244	Facebook	100k_200k	100k - 200k	RO	Romania	3	1	599996	299999	2310	525
Winkler Gyula		1560147330888040	Facebook	100k_200k	100k - 200k	RO	Romania	3	1	599996	299999	629	315
Partidul Social Democrat Departamentul pentru Politici Fiscal Bugetare		2006803969624108	Facebook	100k_200k	100k - 200k	RO	Romania	3	1	599994	299998	314	63
Viorel Catarama	Dreapta Liberală - DL	795022763862618	Facebook	100k_200k	100k - 200k	RO	Romania	3	1	599989	299996	314	63
USR Arad	Uniunea Salvați Romania	1210260295704425	Facebook	100k_200k	100k - 200k	RO	Romania	3	1	599687	299845	3149	629
Kialo		729627343834501	Facebook	100k_200k	100k - 200k	RO	Romania	28	1	487276	243639	1814	537
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	100k_200k	100k - 200k	RO	Romania	10	1	445910	222956	952	182
USR Sector 5	Uniunea Salvați România	1460571894265803	Facebook	100k_200k	100k - 200k	RO	Romania	2	1	399998	200000	209	42
Silvia Dinică		1128229287275038	Facebook	100k_200k	100k - 200k	RO	Romania	2	1	399998	200000	419	210
