advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	u	unknown	SI	Slovenia	151	1	18940	4738	110	0
European Parliament	European Parliament	178362315106	Facebook	u	unknown	SI	Slovenia	23	1	18835	8464	75	15
European Greens	European Greens	141366725876424	Facebook	u	unknown	SI	Slovenia	6	1	12982	5450	146	32
Stranka LMŠ	Stranka LMŠ	1688472281270558	Facebook	u	unknown	SI	Slovenia	11	1	12166	4940	28	5
Franc Bogovič	Slovenska ljudska stranka (SLS)	288826994603012	Facebook	u	unknown	SI	Slovenia	33	1	9146	2080	26	0
Tanja Fajon	Socialni demokrati (SD)	73452413740	Facebook	u	unknown	SI	Slovenia	20	1	5042	1217	19	0
Evropski parlament Slovenija	Evropski parlament Slovenija	183314631692914	Facebook	u	unknown	SI	Slovenia	21	1	3231	716	20	1
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	u	unknown	SI	Slovenia	11	1	2947	1257	8	1
Časopis Slovenec	Slovenska ljudska stranka (SLS)	240130223029252	Facebook	u	unknown	SI	Slovenia	6	1	2338	488	6	0
Povežimo se	Povežimo se	1212524292238625	Facebook	u	unknown	SI	Slovenia	13	1	2158	441	9	0
Janez Janša	SDS - Slovenska demokratska stranka	32585228571	Facebook	u	unknown	SI	Slovenia	4	1	1666	821	9	1
SDS - Slovenska demokratska stranka	SDS - Slovenska demokratska stranka	30790585231	Facebook	u	unknown	SI	Slovenia	11	1	1636	368	6	0
Milan Zver	SDS - Slovenska demokratska stranka	279397488827904	Facebook	u	unknown	SI	Slovenia	6	1	1578	338	8	0
SAB - Stranka Alenke Bratušek	SAB - Stranka Alenke Bratušek	242210245976248	Facebook	u	unknown	SI	Slovenia	3	1	1205	241	2	0
Patricija Šulin	SDS - Slovenska demokratska stranka	1541413339429015	Facebook	u	unknown	SI	Slovenia	9	1	1158	453	7	0
Igor Šoltes	DeSUS - Demokratična stranka upokojencev Slovenije	1391043027849612	Facebook	u	unknown	SI	Slovenia	4	1	811	188	2	0
Levica	Levica	285304408294792	Facebook	u	unknown	SI	Slovenia	11	1	783	154	8	0
Urša Zgojznik	Lista Povežimo se	2264632877141356	Facebook	u	unknown	SI	Slovenia	6	1	733	208	6	0
European Commission	European Commission	107898832590939	Facebook	u	unknown	SI	Slovenia	22	1	721	343	1	0
Neva Grašič	Socialni demokrati (SD)	2235496013147745	Facebook	u	unknown	SI	Slovenia	4	1	705	172	4	0
Matjaž Nemec	Socialni demokrati (SD)	642148249206716	Facebook	u	unknown	SI	Slovenia	6	1	673	177	4	0
Zeleni Slovenije	Škof Nejc	259753617393616	Facebook	u	unknown	SI	Slovenia	1	1	444	88	4	0
DOM - Domovinska liga		571044543390810	Facebook	u	unknown	SI	Slovenia	2	1	362	97	1	0
Stranka SMC		1510216172561389	Facebook	u	unknown	SI	Slovenia	1	1	337	67	0	0
Mojca Erjavec - Ravne	Mojca Erjavec	154346651925224	Facebook	u	unknown	SI	Slovenia	6	1	286	86	4	0
