advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	rd2	Last 2 days	LV	Latvia	35	1	456179	159861	1475	14
Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	rd2	Last 2 days	LV	Latvia	27	1	212815	47023	1388	0
Eiropas Parlaments Latvijā	Eiropas Parlaments Latvijā	380325297593	Facebook	rd2	Last 2 days	LV	Latvia	3	1	146855	57809	417	142
Mamikins.lv	Andrejs Mamikins	587293021433280	Facebook	rd2	Last 2 days	LV	Latvia	3	1	115474	40238	258	28
Jaunā konservatīvā partija	Jaunā konservatīvā partija	595950207185585	Facebook	rd2	Last 2 days	LV	Latvia	5	1	72283	30857	426	50
Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	rd2	Last 2 days	LV	Latvia	6	1	69130	26666	394	33
Ijabs Ivars		345347539390006	Facebook	rd2	Last 2 days	LV	Latvia	1	1	66666	33333	166	33
European Greens		141366725876424	Facebook	rd2	Last 2 days	LV	Latvia	10	1	54444	25315	255	28
Aleksejs Loskutovs		541229793055345	Facebook	rd2	Last 2 days	LV	Latvia	10	1	27673	7326	305	2
Sandra Kalniete	Sandra Kalniete	363128980541199	Facebook	rd2	Last 2 days	LV	Latvia	1	1	24999	4999	49	0
Andis Kudors	Jaunā konservatīvā partija	378991322688846	Facebook	rd2	Last 2 days	LV	Latvia	1	1	24999	5000	49	0
Inese Ikstena Eiropas Parlamenta deputāta kandidāte		2214339072152669	Facebook	rd2	Last 2 days	LV	Latvia	4	1	23130	4626	81	0
Dmitrijs Golubevs	Dmitrijs Golubevs	603479506715383	Facebook	rd2	Last 2 days	LV	Latvia	5	1	19331	7000	186	11
Finanšu ministrija	Latvijas Republikas Finanšu ministrija	524714174238878	Facebook	rd2	Last 2 days	LV	Latvia	1	1	16666	3333	33	0
Krišjānis Feldmans	Jaunā konservatīvā partija	731540813660862	Facebook	rd2	Last 2 days	LV	Latvia	3	1	16498	3166	156	0
Kaspars Ģirģens “KPV LV”	Ģirģens Kaspars	773797506103713	Facebook	rd2	Last 2 days	LV	Latvia	5	1	15748	4449	108	0
Jānis Grasbergs	Jānis Grasbergs	329580341010027	Facebook	rd2	Last 2 days	LV	Latvia	1	1	15384	7692	76	15
Rihards Kols	Rihards Kols	960297957323800	Facebook	rd2	Last 2 days	LV	Latvia	2	1	14999	4999	82	0
Attīstībai / Par	partiju apvienība "Attīstībai/Par!"	634097313600056	Facebook	rd2	Last 2 days	LV	Latvia	1	1	12499	2500	24	0
Inese Vaidere	Vaidere Inese	779811265442970	Facebook	rd2	Last 2 days	LV	Latvia	1	1	8333	1666	16	0
Agnese Villere Eiropas Parlamenta kandidāte	Jaunā konservatīvā partija	1086674038184163	Facebook	rd2	Last 2 days	LV	Latvia	2	1	5544	909	108	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	rd2	Last 2 days	LV	Latvia	4	1	5082	1980	5	0
Roberts Zīle		508959865842254	Facebook	rd2	Last 2 days	LV	Latvia	1	1	4999	1000	99	0
Uģis ROTBERGS, dabas advokāts	Rotbergs Ugis	1470597813212092	Facebook	rd2	Last 2 days	LV	Latvia	1	1	4999	1000	98	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd2	Last 2 days	LV	Latvia	13	1	3984	1406	6	0
