day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d133	2019-05-13	DK	Denmark	1998	287	3437188	1070914	29374	7522
d132	2019-05-12	DK	Denmark	2199	313	4404497	1340532	37461	9412
d131	2019-05-11	DK	Denmark	2262	335	5091697	1599937	47688	12189
d130	2019-05-10	DK	Denmark	2638	349	6104375	1859496	58981	15108
d129	2019-05-09	DK	Denmark	2386	334	5054678	1510051	53625	13326
d128	2019-05-08	DK	Denmark	2268	316	5494177	1722945	52140	12906
d127	2019-05-07	DK	Denmark	2135	292	5013134	1622721	46725	11738
d126	2019-05-06	DK	Denmark	1839	255	2529568	833725	23807	5870
d125	2019-05-05	DK	Denmark	1745	258	1906081	643458	17692	4037
d124	2019-05-04	DK	Denmark	1762	268	2008456	628649	17334	4124
d123	2019-05-03	DK	Denmark	1789	280	2399182	702879	19297	4815
d122	2019-05-02	DK	Denmark	1789	274	2236840	680892	18717	4641
d121	2019-05-01	DK	Denmark	1782	275	2032647	607286	18428	4396
d120	2019-04-30	DK	Denmark	1999	285	1846220	560802	16417	4121
d119	2019-04-29	DK	Denmark	1928	273	2065396	615557	17552	4252
d118	2019-04-28	DK	Denmark	1817	254	1959191	592521	17098	4363
d117	2019-04-27	DK	Denmark	1775	253	1752909	555965	15258	3918
d116	2019-04-26	DK	Denmark	1779	255	1760479	586825	15133	3911
d115	2019-04-25	DK	Denmark	1710	263	1367814	393051	12416	2955
d114	2019-04-24	DK	Denmark	1597	265	1238506	347020	11034	2612
d113	2019-04-23	DK	Denmark	1585	265	1418056	451958	11797	2893
d112	2019-04-22	DK	Denmark	1535	269	989257	294584	8471	2302
d111	2019-04-21	DK	Denmark	1529	259	989502	300333	8948	2295
d110	2019-04-20	DK	Denmark	1520	260	1012539	299675	9014	2421
d109	2019-04-19	DK	Denmark	1536	277	1045318	324382	10240	2715
d108	2019-04-18	DK	Denmark	1505	279	1316950	451322	11582	3296
