advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	wallonia	Wallonia	BE	Belgium	131	1	4936841	1759436	57054	12866
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	wallonia	Wallonia	BE	Belgium	113	1	4382597	2074269	17566	3508
Sign for my Future		1345513882259768	Facebook	wallonia	Wallonia	BE	Belgium	72	1	2886801	1319694	18480	4873
DéFI	DéFI	173518112695794	Facebook	wallonia	Wallonia	BE	Belgium	85	1	2875451	661966	15806	2182
European Parliament		178362315106	Facebook	wallonia	Wallonia	BE	Belgium	167	1	2740402	1167661	16878	3980
Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	wallonia	Wallonia	BE	Belgium	62	1	2364413	984550	5415	400
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	wallonia	Wallonia	BE	Belgium	12	1	2277253	939699	9774	3211
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	wallonia	Wallonia	BE	Belgium	96	1	1598902	555148	10324	1809
IKEA	IKEA	112961202185776	Facebook	wallonia	Wallonia	BE	Belgium	78	1	1396662	542392	4992	1130
Mutualité chrétienne (MC)	Mutualité chrétienne (MC)	180233078762668	Facebook	wallonia	Wallonia	BE	Belgium	61	1	1024456	296895	5674	786
Marc Lejeune - 3ème au CDH à la Région	Marc Jean-Marie P Lejeune	1115141181990895	Facebook	wallonia	Wallonia	BE	Belgium	161	1	743334	140894	16334	99
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	wallonia	Wallonia	BE	Belgium	46	1	701748	206556	5609	886
Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	wallonia	Wallonia	BE	Belgium	13	1	647767	280933	1637	583
Facebook Brussels	Facebook	287739491272583	Facebook	wallonia	Wallonia	BE	Belgium	16	1	553664	235380	5419	1326
Greenpeace Belgium		73232790238	Facebook	wallonia	Wallonia	BE	Belgium	83	1	404805	149039	3623	453
Hugues Bayet	Julien Fanuel 	538840262914740	Facebook	wallonia	Wallonia	BE	Belgium	8	1	364697	105852	1189	100
ProDG	ProDG	89846075866	Facebook	wallonia	Wallonia	BE	Belgium	40	1	344411	98651	4696	199
European Greens	European Greens	141366725876424	Facebook	wallonia	Wallonia	BE	Belgium	18	1	341175	167226	1599	477
Marie Arena		109149719130331	Facebook	wallonia	Wallonia	BE	Belgium	21	1	306148	93681	1013	35
FullUp		160098407696881	Facebook	wallonia	Wallonia	BE	Belgium	70	1	305631	74033	6518	240
L'OCCITANE en Provence		161197393938517	Facebook	wallonia	Wallonia	BE	Belgium	5	1	280137	116653	1028	441
Les Wallons ne manquent pas d'air		559852030865205	Facebook	wallonia	Wallonia	BE	Belgium	21	1	269143	71252	1690	0
UNICEF Belgium	UNICEF Belgium	60589646095	Facebook	wallonia	Wallonia	BE	Belgium	17	1	262485	113713	1350	229
PTB	PTB	53838654385	Facebook	wallonia	Wallonia	BE	Belgium	7	1	259437	122728	1085	141
Jan Jambon	Nieuw-Vlaamse Alliantie	60317812912	Facebook	wallonia	Wallonia	BE	Belgium	1	1	258654	103462	2586	517
