advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	d145	2019-05-25	147	1	12515319	5581183	78670	18271
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	d145	2019-05-25	3636	1	12376977	3606233	144367	10011
CDU	CDU	78502295414	Facebook	d145	2019-05-25	5898	1	7838548	1618547	275538	928
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	d145	2019-05-25	13	1	3531660	1723333	25910	9033
Fidesz	Fidesz	9844779306	Facebook	d145	2019-05-25	19	1	3511983	1565000	21204	9007
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	d145	2019-05-25	59	1	3398319	1487500	21962	5192
FDP	FDP	21289227249	Facebook	d145	2019-05-25	1855	1	2844823	845898	33620	1331
European Greens	European Greens	141366725876424	Facebook	d145	2019-05-25	34	1	2731407	1230250	26190	6675
European Commission	European Commission	107898832590939	Facebook	d145	2019-05-25	44	1	2676159	1253333	13309	3299
SPD	SPD	47930567748	Facebook	d145	2019-05-25	616	1	2549064	615000	65480	1350
Moderaterna	Moderaterna	7719591155	Facebook	d145	2019-05-25	118	1	2363614	934348	36299	9588
Open Vld	Open Vld	53668151866	Facebook	d145	2019-05-25	74	1	2358710	974968	23699	5426
Vlaams Belang	Vlaams Belang	56605856504	Facebook	d145	2019-05-25	25	1	2329635	1023428	37422	9030
CD&V	CD&V	52997544531	Facebook	d145	2019-05-25	124	1	2177479	823628	18572	3518
DIE LINKE	DIE LINKE	47694585682	Facebook	d145	2019-05-25	605	1	2149737	584318	20227	442
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	d145	2019-05-25	32	1	2128462	900748	4226	1074
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	d145	2019-05-25	24	1	2037438	898977	31394	10172
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	d145	2019-05-25	46	1	2028231	870416	26089	8504
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	d145	2019-05-25	74	1	1827161	789995	6263	2655
Harald Vilimsky	FPÖ	547597092025909	Facebook	d145	2019-05-25	13	1	1683327	745000	16994	3699
Sebastian Kurz	Volkspartei	105151752909840	Facebook	d145	2019-05-25	15	1	1641658	788333	19158	4233
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	d145	2019-05-25	342	1	1531619	536911	36119	8025
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	d145	2019-05-25	15	1	1524996	704107	3761	1431
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	d145	2019-05-25	14	1	1516662	704523	4642	2154
Miljöpartiet de gröna	Miljöpartiet de gröna	34780126150	Facebook	d145	2019-05-25	43	1	1456135	638896	17718	4228
