advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Future Innovation SRL		AR474748779908562944	Google	d120	2019-04-30	36	1	24415315	2441263	55351	974
AMERISOFT SRL		AR573801583431647232	Google	d120	2019-04-30	79	1	10321524	1030584	978	67
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d120	2019-04-30	74	1	9025768	901086	31119	1873
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	d120	2019-04-30	42	1	7262736	726273	16064	289
Freiheitliche Partei Österreich		AR333020356698701824	Google	d120	2019-04-30	41	1	4778690	477283	32129	4715
Popolari per l'Italia		AR406403961759727616	Google	d120	2019-04-30	5	1	3553113	355311	6120	108
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	d120	2019-04-30	385	1	3497780	320628	4472	172
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	d120	2019-04-30	53	1	2089611	201111	1123	43
mmb media agentur d.o.o.		AR524572049809604608	Google	d120	2019-04-30	631	1	2014904	79047	6317	0
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	d120	2019-04-30	1005	1	1879335	132750	3666	54
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	d120	2019-04-30	12	1	1650000	160000	1050	50
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	d120	2019-04-30	49	1	1634867	161411	9070	206
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	d120	2019-04-30	5	1	1322093	132209	6540	109
Liberal Alliance		AR183859784640888832	Google	d120	2019-04-30	93	1	1184845	110863	25033	632
CDA Doetinchem		AR453512812329697280	Google	d120	2019-04-30	35	1	1103973	109622	174	8
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	d120	2019-04-30	28	1	959230	95769	105	5
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	d120	2019-04-30	48	1	833309	78714	354	10
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	d120	2019-04-30	7	1	781250	78125	1953	39
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	d120	2019-04-30	41	1	775009	76407	181	9
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d120	2019-04-30	32	1	458443	44860	6481	129
HLAS		AR312619193323225088	Google	d120	2019-04-30	356	1	457562	24970	2048	32
Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	d120	2019-04-30	24	1	426952	41964	274	21
Svobodní		AR190231179645943808	Google	d120	2019-04-30	101	1	396123	36355	355	9
UAB "BPN LT"		AR135010682042056704	Google	d120	2019-04-30	32	1	382239	38223	191	11
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	d120	2019-04-30	20	1	360888	36008	202	18
Cink, s.r.o.		AR361287976015101952	Google	d120	2019-04-30	26	1	346662	34333	159	12
Alternativet		AR198061076825243648	Google	d120	2019-04-30	3	1	330000	32500	187	16
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	d120	2019-04-30	167	1	279036	21580	3231	53
Sozialdemokratische Partei Österreich		AR89974685768351744	Google	d120	2019-04-30	7	1	220634	21825	7511	135
Flamesite s.r.o.		AR522320249995919360	Google	d120	2019-04-30	149	1	204266	13900	508	14
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	d120	2019-04-30	74	1	194175	18129	2669	51
Socialdemokratiet		AR237678679797268480	Google	d120	2019-04-30	25	1	183928	18004	3359	96
Bündnis90/ Die Grünen		AR207068276079984640	Google	d120	2019-04-30	29	1	167192	15995	10512	234
DOPRAVA		AR56197688563073024	Google	d120	2019-04-30	6	1	158132	15288	4758	92
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	d120	2019-04-30	4	1	135171	13517	592	17
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	d120	2019-04-30	9	1	104318	10000	94	7
Bündnis 90/Die Grünen Baden-Württemberg		AR17917091730423808	Google	d120	2019-04-30	85	1	101567	0	772	29
Párbeszéd Magyarországért		AR567356246269624320	Google	d120	2019-04-30	7	1	99029	9774	95	8
Fianna Fáil		AR101183107301900288	Google	d120	2019-04-30	22	1	94502	9347	143	12
