advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	d130	2019-05-10	16	1	18256662	1825666	31606	526
Future Innovation SRL		AR474748779908562944	Google	d130	2019-05-10	28	1	18164962	1816496	37691	670
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	d130	2019-05-10	78	1	17410285	1741028	37273	703
AMERISOFT SRL		AR573801583431647232	Google	d130	2019-05-10	92	1	9363019	935643	5843	150
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d130	2019-05-10	82	1	9337775	930946	38271	1997
Det Konservative Folkeparti		AR40969452518375424	Google	d130	2019-05-10	259	1	6533603	632136	29120	614
SOCIALDEMOKRATIET		AR271193993235136512	Google	d130	2019-05-10	65	1	6314441	631367	137785	2417
CDU Christlich Demokratische Union		AR68737343799951360	Google	d130	2019-05-10	2420	1	6281642	361250	54358	4356
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	d130	2019-05-10	31	1	6237499	623500	5609	137
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	d130	2019-05-10	116	1	4018511	387976	10363	305
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d130	2019-05-10	155	1	3591243	351259	47120	1083
Popolari per l'Italia		AR406403961759727616	Google	d130	2019-05-10	5	1	3553113	355311	6120	108
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	d130	2019-05-10	29	1	3362896	334705	2243	66
Freiheitliche Partei Österreich		AR333020356698701824	Google	d130	2019-05-10	38	1	3132927	312628	22943	411
mmb media agentur d.o.o.		AR524572049809604608	Google	d130	2019-05-10	525	1	3035650	231500	4610	55
Open Vld		AR369049153717665792	Google	d130	2019-05-10	73	1	2813611	280694	13545	500
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	d130	2019-05-10	48	1	2788251	278225	19194	351
Slovenska demokratska stranka		AR170068335415787520	Google	d130	2019-05-10	43	1	2785144	277681	3840	123
Partido Popular Regional De Canarias		AR288284801977286656	Google	d130	2019-05-10	123	1	2759583	267500	1535	91
NEA DEMOKRATIA		AR351183464155840512	Google	d130	2019-05-10	3	1	2752500	275000	7637	137
Sloboda a Solidarita		AR242125929453715456	Google	d130	2019-05-10	123	1	2340314	202170	9232	256
Párbeszéd Magyarországért		AR567356246269624320	Google	d130	2019-05-10	14	1	2334585	232996	6783	119
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	d130	2019-05-10	1789	1	2296059	122040	6239	63
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	d130	2019-05-10	2	1	2100000	210000	6050	100
Slovenská ľudová strana Andreja Hlinku		AR443277183708823552	Google	d130	2019-05-10	30	1	1827845	179833	1192	97
