advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	d083	2019-03-24	107	1	1195879	118893	247	0
Partido Popular Regional De Canarias		AR288284801977286656	Google	d083	2019-03-24	62	1	839901	81666	449	20
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	d083	2019-03-24	40	1	754464	74393	179	9
Suomen Keskusta r.p.		AR441112520191639552	Google	d083	2019-03-24	25	1	749852	74300	12330	213
COALICION CANARIA		AR489541609348661248	Google	d083	2019-03-24	7	1	453333	43333	10600	216
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	d083	2019-03-24	2	1	310784	31078	1382	23
Saku Petteri Räty		AR196651502918434816	Google	d083	2019-03-24	16	1	178133	16666	5204	99
Alternativet		AR198061076825243648	Google	d083	2019-03-24	1	1	142857	14285	71	7
Fianna Fáil		AR101183107301900288	Google	d083	2019-03-24	17	1	69147	6106	95	5
Aalborg Venstrevælger forening		AR118173585608015872	Google	d083	2019-03-24	19	1	61818	6000	39	2
Hämeen Uusi Suunta ry		AR330633591832707072	Google	d083	2019-03-24	4	1	46666	4000	233	20
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d083	2019-03-24	1	1	43478	4347	1304	21
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	d083	2019-03-24	5	1	41666	4166	2666	58
Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	d083	2019-03-24	31	1	31632	1250	469	40
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	d083	2019-03-24	29	1	30681	0	160	0
Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	d083	2019-03-24	14	1	13318	800	179	16
Yhteinen hyvä ry		AR296997332115783680	Google	d083	2019-03-24	19	1	11774	400	94	6
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	d083	2019-03-24	6	1	9502	0	47	0
Pirkanmaan Kokoomus ry		AR571246318408695808	Google	d083	2019-03-24	2	1	8000	800	2400	40
Gestion et Action Libérale		AR201311233196949504	Google	d083	2019-03-24	31	1	6672	166	562	12
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d083	2019-03-24	18	1	6121	345	1094	22
Jukka Kopra		AR232680299937398784	Google	d083	2019-03-24	3	1	5237	434	45	4
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	d083	2019-03-24	3	1	4722	0	23	0
Janika Takatalo		AR113027046556303360	Google	d083	2019-03-24	9	1	3649	0	18	0
Michael Aastrup Jensen		AR92226485582036992	Google	d083	2019-03-24	1	1	2941	294	14	1
SPD Berlin		AR257142234632159232	Google	d083	2019-03-24	1	1	2173	217	652	10
Vapaus ry		AR124593908880506880	Google	d083	2019-03-24	1	1	1428	0	7	0
SPÖ-Landesorganisation Burgenland		AR345765070854160384	Google	d083	2019-03-24	5	1	912	0	21	1
Dansk Folkeparti - Århus Lokalforening		AR167070242084749312	Google	d083	2019-03-24	2	1	526	0	2	0
Freiheitliche Partei Österreich		AR333020356698701824	Google	d083	2019-03-24	2	1	417	0	2	0
SPD		AR456734381399080960	Google	d083	2019-03-24	1	1	232	0	1	0
GroenLinks		AR148211418645135360	Google	d083	2019-03-24	1	1	178	0	0	0
