advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	d097	2019-04-07	91	1	9685211	965441	43616	828
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	d097	2019-04-07	156	1	2167784	215512	437	0
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	d097	2019-04-07	52	1	1074226	106298	310	18
Arnora Oy		AR181544213152792576	Google	d097	2019-04-07	1	1	909090	90909	45	4
SOCIALDEMOKRATIET		AR271193993235136512	Google	d097	2019-04-07	12	1	864468	86446	27653	466
Suomen Keskusta r.p.		AR441112520191639552	Google	d097	2019-04-07	27	1	809949	80300	12506	229
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	d097	2019-04-07	6	1	615000	60000	150	0
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	d097	2019-04-07	52	1	597307	56535	20388	392
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	d097	2019-04-07	5	1	406666	40000	233	16
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	d097	2019-04-07	2	1	310784	31078	1382	23
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d097	2019-04-07	19	1	256121	25345	8594	147
Rumilus Design Oy		AR391102333313875968	Google	d097	2019-04-07	31	1	238134	22532	101	0
Petteri Rädyn tukiyhdistys ry		AR427131130332839936	Google	d097	2019-04-07	11	1	189780	18656	9705	169
Jukka Kopra		AR232680299937398784	Google	d097	2019-04-07	12	1	189265	18553	7904	138
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	d097	2019-04-07	58	1	188883	18129	2643	51
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	d097	2019-04-07	16	1	167563	16050	6329	127
Alternativet		AR198061076825243648	Google	d097	2019-04-07	1	1	166666	16666	83	8
Pirkanmaan Kokoomus ry		AR571246318408695808	Google	d097	2019-04-07	11	1	137084	13494	2732	73
Fondation Populaire		AR320938922932699136	Google	d097	2019-04-07	7	1	94973	9460	2362	47
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	d097	2019-04-07	5	1	79235	7923	2826	50
Savo-Karjalan vihreät ry		AR343251587273064448	Google	d097	2019-04-07	24	1	72352	6470	70	0
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d097	2019-04-07	2	1	68478	6847	1316	21
Fianna Fáil		AR101183107301900288	Google	d097	2019-04-07	14	1	65547	6499	60	5
Aalborg Venstrevælger forening		AR118173585608015872	Google	d097	2019-04-07	19	1	61818	6000	39	2
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	d097	2019-04-07	79	1	57052	227	1173	35
Vapaus ry		AR124593908880506880	Google	d097	2019-04-07	19	1	33291	2000	76	0
Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	d097	2019-04-07	36	1	31163	1250	276	19
Teknologia ja tulevaisuus ry		AR340766690994290688	Google	d097	2019-04-07	8	1	28308	2222	73	3
Hämeen Uusi Suunta ry		AR330633591832707072	Google	d097	2019-04-07	3	1	24000	2000	120	10
Yhteinen hyvä ry		AR296997332115783680	Google	d097	2019-04-07	29	1	23001	400	177	8
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	d097	2019-04-07	16	1	19231	1670	48	3
Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	d097	2019-04-07	14	1	13318	800	179	16
HLAS		AR312619193323225088	Google	d097	2019-04-07	46	1	11448	0	165	12
Alternative für Deutschland		AR380456861733748736	Google	d097	2019-04-07	1	1	10000	1000	5	0
Gestion et Action Libérale		AR201311233196949504	Google	d097	2019-04-07	31	1	6672	166	562	12
Saku Petteri Räty		AR196651502918434816	Google	d097	2019-04-07	14	1	5888	0	101	8
Maria Spyraki		AR80818777565954048	Google	d097	2019-04-07	4	1	4997	454	4	0
Janika Takatalo		AR113027046556303360	Google	d097	2019-04-07	10	1	4900	0	24	0
Tėvynės Sąjunga – Lietuvos krikščionys demokratai		AR186518403756851200	Google	d097	2019-04-07	2	1	4500	0	112	10
Michael Aastrup Jensen		AR92226485582036992	Google	d097	2019-04-07	1	1	2941	294	14	1
SPD Berlin		AR257142234632159232	Google	d097	2019-04-07	1	1	2173	217	652	10
Uusmaalaisten puolesta ry		AR139371345157816320	Google	d097	2019-04-07	1	1	2000	0	100	10
Freiheitliche Partei Österreich		AR333020356698701824	Google	d097	2019-04-07	4	1	921	0	4	0
SPÖ-Landesorganisation Burgenland		AR345765070854160384	Google	d097	2019-04-07	5	1	912	0	21	1
ODS		AR230482101315567616	Google	d097	2019-04-07	3	1	671	0	3	0
SPD		AR456734381399080960	Google	d097	2019-04-07	2	1	577	0	2	0
Dansk Folkeparti - Århus Lokalforening		AR167070242084749312	Google	d097	2019-04-07	2	1	526	0	2	0
GroenLinks		AR148211418645135360	Google	d097	2019-04-07	1	1	178	0	0	0
