advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Progresívne Slovensko		AR114793686864232448	Google	d082	2019-03-23	25	1	2690000	265000	1975	150
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	d082	2019-03-23	107	1	1195879	118893	247	0
Partido Popular Regional De Canarias		AR288284801977286656	Google	d082	2019-03-23	62	1	839901	81666	449	20
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	d082	2019-03-23	40	1	754464	74393	179	9
Suomen Keskusta r.p.		AR441112520191639552	Google	d082	2019-03-23	25	1	749852	74300	12330	213
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	d082	2019-03-23	2	1	310784	31078	1382	23
Saku Petteri Räty		AR196651502918434816	Google	d082	2019-03-23	16	1	178133	16666	5204	99
Alternativet		AR198061076825243648	Google	d082	2019-03-23	1	1	142857	14285	71	7
COALICION CANARIA		AR489541609348661248	Google	d082	2019-03-23	4	1	100000	10000	500	50
Fianna Fáil		AR101183107301900288	Google	d082	2019-03-23	16	1	66925	5884	94	5
Aalborg Venstrevælger forening		AR118173585608015872	Google	d082	2019-03-23	19	1	61818	6000	39	2
Hämeen Uusi Suunta ry		AR330633591832707072	Google	d082	2019-03-23	4	1	46666	4000	233	20
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d082	2019-03-23	1	1	43478	4347	1304	21
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	d082	2019-03-23	5	1	41666	4166	2666	58
Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	d082	2019-03-23	31	1	31632	1250	469	40
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	d082	2019-03-23	27	1	13818	0	76	0
Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	d082	2019-03-23	12	1	12238	800	174	16
Yhteinen hyvä ry		AR296997332115783680	Google	d082	2019-03-23	19	1	11774	400	94	6
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	d082	2019-03-23	6	1	9502	0	47	0
Pirkanmaan Kokoomus ry		AR571246318408695808	Google	d082	2019-03-23	2	1	8000	800	2400	40
Gestion et Action Libérale		AR201311233196949504	Google	d082	2019-03-23	31	1	6672	166	562	12
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d082	2019-03-23	18	1	6121	345	1094	22
Jukka Kopra		AR232680299937398784	Google	d082	2019-03-23	2	1	4782	434	43	4
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	d082	2019-03-23	3	1	4722	0	23	0
Janika Takatalo		AR113027046556303360	Google	d082	2019-03-23	9	1	3649	0	18	0
