advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	d140	2019-05-20	15	1	26956666	2695666	24436	483
European Parliament	European Parliament	178362315106	Facebook	d140	2019-05-20	84	1	9308949	4152333	45683	10416
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	d140	2019-05-20	8	1	7216883	721688	78435	1390
CDU	CDU	78502295414	Facebook	d140	2019-05-20	8219	1	6670511	1466064	215716	428
European Commission	European Commission	107898832590939	Facebook	d140	2019-05-20	69	1	4854425	2238619	16737	4267
SPD	SPD	47930567748	Facebook	d140	2019-05-20	524	1	4392154	1240000	58304	1783
Katarina Barley	SPD	1522202731410785	Facebook	d140	2019-05-20	295	1	4072705	1076000	37205	2000
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	d140	2019-05-20	5	1	3999995	1900000	17487	8161
Občanska demokraticka strana		AR386241117529571328	Google	d140	2019-05-20	9	1	3663333	360833	579	29
SOCIALDEMOKRATIET		AR271193993235136512	Google	d140	2019-05-20	39	1	3450986	344830	42407	779
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	d140	2019-05-20	2058	1	3071435	608366	82257	1238
Fidesz	Fidesz	9844779306	Facebook	d140	2019-05-20	16	1	2483324	1124999	11091	4617
Partito Democratico		AR254356072167374848	Google	d140	2019-05-20	8	1	2368333	236666	20258	358
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	d140	2019-05-20	5	1	2299995	1050000	16495	3600
Avaaz	Avaaz	8340223883	Facebook	d140	2019-05-20	42	1	2281421	995428	10192	3089
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	d140	2019-05-20	3	1	2199997	1100000	10997	2500
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	d140	2019-05-20	43	1	2084241	911500	12564	2844
European Greens	European Greens	141366725876424	Facebook	d140	2019-05-20	11	1	2008330	936666	13963	2783
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	d140	2019-05-20	2	1	1999998	1000000	2100	420
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	d140	2019-05-20	27	1	1836657	811666	8899	2430
QuoteSearch.com	QuoteSearch	2235255886787452	Facebook	d140	2019-05-20	39	1	1656961	603000	19627	3587
FDP	FDP	21289227249	Facebook	d140	2019-05-20	1377	1	1636296	483314	19558	556
