advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Open Vld	Open Vld	53668151866	Facebook	rw3	Last 3 weeks	BE	Belgium	118	1	14990429	6326830	162374	40198
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rw3	Last 3 weeks	BE	Belgium	45	1	10135954	4418999	143654	44699
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rw3	Last 3 weeks	BE	Belgium	36	1	9799807	4279921	146462	36199
CD&V	CD&V	52997544531	Facebook	rw3	Last 3 weeks	BE	Belgium	148	1	9124849	3397999	71151	13099
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rw3	Last 3 weeks	BE	Belgium	17	1	9049983	4379999	88483	30600
sp.a	sp.a	57253967150	Facebook	rw3	Last 3 weeks	BE	Belgium	35	1	6914960	3065997	22964	6299
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	rw3	Last 3 weeks	BE	Belgium	44	1	5135956	2142000	12856	3500
Groen	Groen	84920854319	Facebook	rw3	Last 3 weeks	BE	Belgium	147	1	4938828	1830996	45252	7099
Peter Mertens	PVDA	236485149843971	Facebook	rw3	Last 3 weeks	BE	Belgium	50	1	4782897	1912013	41293	11984
John Crombez	sp.a	264131406977201	Facebook	rw3	Last 3 weeks	BE	Belgium	23	1	4199976	1939999	16976	3999
European Parliament	European Parliament	178362315106	Facebook	rw3	Last 3 weeks	BE	Belgium	26	1	2740817	1140937	18923	3929
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	rw3	Last 3 weeks	BE	Belgium	289	1	2552774	673685	40401	3497
Ecolo	Ecolo	38296327361	Facebook	rw3	Last 3 weeks	BE	Belgium	36	1	2178963	926999	11763	2599
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	rw3	Last 3 weeks	BE	Belgium	37	1	2175615	734890	29360	8999
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	rw3	Last 3 weeks	BE	Belgium	7	1	1800755	819898	12191	2699
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	rw3	Last 3 weeks	BE	Belgium	14	1	1769986	680000	16186	3800
Elio Di Rupo	Parti Socialiste (PS)	16301530829	Facebook	rw3	Last 3 weeks	BE	Belgium	16	1	1545621	558406	16936	3390
Koen Geens	CD&V	294055357407926	Facebook	rw3	Last 3 weeks	BE	Belgium	49	1	1503950	596999	26050	6499
Guy D'haeseleer	Vlaams Belang	1070595116362186	Facebook	rw3	Last 3 weeks	BE	Belgium	2	1	1499998	700000	14998	5999
European Youth Forum	European Youth Forum	80161254850	Facebook	rw3	Last 3 weeks	BE	Belgium	2	1	1499997	699999	9997	1999
European Greens	European Greens	141366725876424	Facebook	rw3	Last 3 weeks	BE	Belgium	11	1	1379774	636314	15686	4336
Maggie De Block	Maggie De Block	1410219772556421	Facebook	rw3	Last 3 weeks	BE	Belgium	46	1	1349954	426000	24854	4400
Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	rw3	Last 3 weeks	BE	Belgium	18	1	1217982	515999	32482	8199
Sabine de Bethune	Sabine de Bethune	254157758598438	Facebook	rw3	Last 3 weeks	BE	Belgium	13	1	1209987	515000	5286	999
CDH BW	cdH Brabant wallon	156559267857740	Facebook	rw3	Last 3 weeks	BE	Belgium	26	1	1110974	300000	11473	2499
