advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Greenpeace France		39435457457	Facebook	m	male	FR	France	126	1	8859226	3951894	41359	9629
European Parliament		178362315106	Facebook	m	male	FR	France	68	1	6055895	2758239	36424	8228
Kialo		729627343834501	Facebook	m	male	FR	France	367	1	2506282	1017560	16441	3876
Primes écologique		152399322377561	Facebook	m	male	FR	France	19	1	2473921	1022173	29116	6220
La Prime Énergie		336155273400553	Facebook	m	male	FR	France	27	1	2102116	836012	18833	4199
Agence Isolation Pour Tous		568528630290119	Facebook	m	male	FR	France	25	1	2055826	854479	25400	5884
Médecins du Monde France		265420476920	Facebook	m	male	FR	France	863	1	1983387	660256	29896	2026
Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	m	male	FR	France	61	1	1774281	734429	7502	1608
Route Auto		252868201731333	Facebook	m	male	FR	France	9	1	1754989	830999	8190	1599
Ministère de l'Intérieur		103146727990	Facebook	m	male	FR	France	32	1	1553937	656411	8008	1876
Aides énergétiques pour tous		789578834730248	Facebook	m	male	FR	France	16	1	1490679	608816	17291	3869
Les Energies du Soleil		1684031805239401	Facebook	m	male	FR	France	7	1	1434030	659406	18837	5832
Unis pour les Droits Humains		1642871805813802	Facebook	m	male	FR	France	20	1	1197050	490369	901	19
Dungeon Defenders		107960282569653	Facebook	m	male	FR	France	162	1	1182744	494152	3747	463
2 Min Ecologie		433170297221149	Facebook	m	male	FR	France	68	1	1012283	344473	11410	2071
Le Monde		14892757589	Facebook	m	male	FR	France	34	1	985773	358737	2187	265
Paris Première		140770432659757	Facebook	m	male	FR	France	3	1	948443	474223	3985	780
Mon Energie Verte		252140872017180	Facebook	m	male	FR	France	65	1	889235	313368	11370	2283
Economiser Energie		286272318578056	Facebook	m	male	FR	France	11	1	878222	343093	10470	2036
Mes économies d'énergie		124948231440251	Facebook	m	male	FR	France	11	1	846695	326843	9235	1839
European Commission		107898832590939	Facebook	m	male	FR	France	5	1	837906	418953	4184	837
BonneGueule		140324089470	Facebook	m	male	FR	France	4	1	792647	387705	3874	763
Make.org	Make.org	122037308191612	Facebook	m	male	FR	France	55	1	760490	318386	8130	1745
Pompes à Chaleur		464568377211278	Facebook	m	male	FR	France	40	1	730916	294653	8904	1829
Céréal Bio & Céréal France		1636261843328359	Facebook	m	male	FR	France	5	1	723986	289258	3857	1014
