advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SP	SP	128393027527	Facebook	m	male	NL	Netherlands	159	1	3373939	1311709	37306	7221
European Parliament		178362315106	Facebook	m	male	NL	Netherlands	83	1	3290410	1477855	26815	6786
Europees Parlement Nederland		270788920480	Facebook	m	male	NL	Netherlands	48	1	3089374	1341904	28711	7319
D66	D66	52985377549	Facebook	m	male	NL	Netherlands	45	1	2786299	1107836	18953	4143
Lilian Marijnissen	SP	844559615710915	Facebook	m	male	NL	Netherlands	59	1	2423024	1033332	11975	2753
Facebook	Facebook	726281677519881	Facebook	m	male	NL	Netherlands	5	1	2311423	1155713	11585	2305
Blendle		181375052003138	Facebook	m	male	NL	Netherlands	81	1	2080312	713476	22564	4140
Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	326441484085577	Facebook	m	male	NL	Netherlands	11	1	1772164	765207	9341	1992
Kialo		729627343834501	Facebook	m	male	NL	Netherlands	361	1	1695602	689568	12871	2935
European Commission		107898832590939	Facebook	m	male	NL	Netherlands	9	1	1439637	682567	8503	1677
Vandebron		263935850440177	Facebook	m	male	NL	Netherlands	13	1	1154169	484970	8676	1870
VVD		121264564551002	Facebook	m	male	NL	Netherlands	33	1	1032209	401987	4131	468
Vereniging Eigen Huis		371735371563	Facebook	m	male	NL	Netherlands	15	1	964537	384821	7883	1678
CDA	CDA	320374518118	Facebook	m	male	NL	Netherlands	12	1	960998	426269	5648	1170
Oxfam Novib		115289021825188	Facebook	m	male	NL	Netherlands	32	1	959111	364655	13146	3794
NPO Zapp		205247699486388	Facebook	m	male	NL	Netherlands	6	1	901274	448005	958	310
GroenLinks	GroenLinks	175740570505	Facebook	m	male	NL	Netherlands	49	1	894571	319626	5590	1304
Ben & Jerry's		147006749798	Facebook	m	male	NL	Netherlands	4	1	868313	405839	5755	1303
Stichting De Noordzee		128160633899802	Facebook	m	male	NL	Netherlands	34	1	866065	375153	5247	1028
Henk Jan Ormel	CDA	823537391322678	Facebook	m	male	NL	Netherlands	22	1	748887	275666	4143	763
Shell		444504516075907	Facebook	m	male	NL	Netherlands	1	1	731425	365713	3656	731
Amnesty International Nederland	Amnesty International Nederland	57729029960	Facebook	m	male	NL	Netherlands	42	1	702993	267680	4863	896
Wilde Ganzen		105516159523693	Facebook	m	male	NL	Netherlands	11	1	685198	259997	1817	605
CDA Gelderland		133724653386228	Facebook	m	male	NL	Netherlands	10	1	671973	284624	2126	547
Bas Eickhout	GroenLinks	208578955894331	Facebook	m	male	NL	Netherlands	50	1	613294	207247	6025	1272
