impression_code_filter	impression_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
200k_500k	200k - 500k	European Parliament		178362315106	Facebook	157	1	78499843	31400000	416021	102395
200k_500k	200k - 500k	Podemos	Unidas Podemos	269212336568846	Facebook	90	1	44999910	18000000	296410	67100
200k_500k	200k - 500k	Kialo		729627343834501	Facebook	48	1	23999952	9600000	159735	35694
200k_500k	200k - 500k	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	42	1	20999958	8400000	46458	11100
200k_500k	200k - 500k	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	45	1	17907300	1790730	6088	577
200k_500k	200k - 500k	COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	44	1	17509360	1750936	231800	4277
200k_500k	200k - 500k	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	35	1	17499965	7000000	37811	8194
200k_500k	200k - 500k	People's Vote UK	People's Vote	748608695327755	Facebook	35	1	17499965	7000000	170066	36451
200k_500k	200k - 500k	AMERISOFT SRL		AR573801583431647232	Google	43	1	17111420	1711142	1571	79
200k_500k	200k - 500k	sp.a	sp.a	57253967150	Facebook	27	1	13499973	5400000	48973	14900
200k_500k	200k - 500k	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	25	1	12499975	5000000	120975	24500
200k_500k	200k - 500k	Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	31	1	12336140	1233614	616	0
200k_500k	200k - 500k	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	24	1	11999976	4800000	16698	3907
200k_500k	200k - 500k	The Labour Party	The Labour Party	25749647410	Facebook	23	1	11499977	4600000	90812	20945
200k_500k	200k - 500k	Greenpeace France		39435457457	Facebook	23	1	11499977	4600000	49977	14200
200k_500k	200k - 500k	Best For Britain	Best for Britain	1863944713844924	Facebook	23	1	11499977	4600000	115113	27888
200k_500k	200k - 500k	România în primul rând	Future Innovation	770704223323599	Facebook	22	1	10999978	4400000	13652	3298
200k_500k	200k - 500k	European Greens	European Greens	141366725876424	Facebook	22	1	10999978	4400000	57478	15100
200k_500k	200k - 500k	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	20	1	9999980	4000000	20165	4097
200k_500k	200k - 500k	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	20	1	9999980	4000000	20980	5400
200k_500k	200k - 500k	Partido Popular	Partido Popular	72249031214	Facebook	20	1	9999980	4000000	55480	14100
200k_500k	200k - 500k	Conservatives	The Conservative Party	8807334278	Facebook	19	1	9499981	3800000	82138	18515
200k_500k	200k - 500k	Vlaams Belang	Vlaams Belang	56605856504	Facebook	18	1	8999982	3600000	69982	15500
200k_500k	200k - 500k	Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	22	1	8754680	875468	15937	596
200k_500k	200k - 500k	KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	22	1	8754680	875468	1512	119
200k_500k	200k - 500k	Kyriakos Mitsotakis		34848567724	Facebook	16	1	7999984	3200000	13984	3700
200k_500k	200k - 500k	Partito Democratico		77034286895	Facebook	16	1	7999984	3200000	21184	4500
200k_500k	200k - 500k	European Commission		107898832590939	Facebook	16	1	7999984	3200000	30484	8800
200k_500k	200k - 500k	Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	20	1	7958800	795880	238764	3979
200k_500k	200k - 500k	Ciudadanos	Ciudadanos	74078667754	Facebook	15	1	7499985	3000000	58985	13000
200k_500k	200k - 500k	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	14	1	6999986	2800000	15986	3200
200k_500k	200k - 500k	Kansallinen Kokoomus r.p.		AR210958348219056128	Google	16	1	6367040	636704	61879	1213
