impression_code_filter	impression_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
100k_200k	100k - 200k	European Parliament		178362315106	Facebook	161	1	32199839	16100000	157012	44227
100k_200k	100k - 200k	Podemos	Unidas Podemos	269212336568846	Facebook	68	1	13599932	6800000	62432	24200
100k_200k	100k - 200k	Kialo		729627343834501	Facebook	62	1	12399938	6200000	77050	23465
100k_200k	100k - 200k	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	59	1	11799941	5900000	119006	28929
100k_200k	100k - 200k	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	49	1	9799951	4900000	35497	7731
100k_200k	100k - 200k	Fidesz	Fidesz	9844779306	Facebook	45	1	8999955	4500000	28785	14238
100k_200k	100k - 200k	The Labour Party	The Labour Party	25749647410	Facebook	42	1	8399958	4200000	56075	17820
100k_200k	100k - 200k	Partido Popular	Partido Popular	72249031214	Facebook	40	1	7999960	4000000	37460	12600
100k_200k	100k - 200k	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	38	1	7599962	3800000	19962	4600
100k_200k	100k - 200k	sp.a	sp.a	57253967150	Facebook	35	1	6999965	3500000	25965	7600
100k_200k	100k - 200k	People's Vote UK	People's Vote	748608695327755	Facebook	34	1	6799966	3400000	94850	23490
100k_200k	100k - 200k	Conservatives	The Conservative Party	8807334278	Facebook	31	1	6199969	3100000	48334	16200
100k_200k	100k - 200k	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	31	1	6199969	3100000	39887	11803
100k_200k	100k - 200k	Harald Vilimsky		547597092025909	Facebook	29	1	5799971	2900000	70471	18000
100k_200k	100k - 200k	European Greens	European Greens	141366725876424	Facebook	28	1	5599972	2800000	47972	13800
100k_200k	100k - 200k	PSOE	PSOE	189318235003	Facebook	28	1	5599972	2800000	15772	4900
100k_200k	100k - 200k	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	222	1	5328230	532823	14660	481
100k_200k	100k - 200k	România în primul rând	Future Innovation	770704223323599	Facebook	25	1	4999975	2500000	5247	1491
100k_200k	100k - 200k	38 Degrees	38 Degrees	200006375787	Facebook	24	1	4799976	2400000	15710	4513
100k_200k	100k - 200k	We are the 52%	We are the 52%	466744973727718	Facebook	24	1	4799976	2400000	13858	2777
100k_200k	100k - 200k	Best For Britain	Best for Britain	1863944713844924	Facebook	22	1	4399978	2200000	80399	19209
100k_200k	100k - 200k	The Brexit Party	The Brexit Party	230416667843105	Facebook	21	1	4199979	2100000	79821	19093
100k_200k	100k - 200k	Ciudadanos	Ciudadanos	74078667754	Facebook	21	1	4199979	2100000	28979	8800
100k_200k	100k - 200k	Britain's Future	Britain's Future	1625300137516491	Facebook	20	1	3999980	2000000	12127	2777
100k_200k	100k - 200k	Kyriakos Mitsotakis		34848567724	Facebook	19	1	3799981	1900000	9481	1900
