advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ČSSD	ČSSD	111041662264882	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	1244	1	1338077	351224	6681	1658
European Parliament		178362315106	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	81	1	1253142	570399	5977	1958
HLAS	První prezidentská	320144481956623	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	90	1	373337	94957	457	142
European Commission		107898832590939	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	14	1	359424	164075	1390	329
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	102	1	336231	137167	1013	271
Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	91	1	280646	66160	176	47
ecoFuture & E.ON Energy Globe		104654572907664	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	97	1	271086	95445	1075	39
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	49	1	263764	101740	824	202
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	60	1	241139	70733	487	115
Gambrinus		146991996743	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	3	1	200287	89830	1516	303
Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	37	1	191182	49161	814	178
Andrej Babiš	ANO	214827221987263	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	5	1	183405	91702	571	141
Evropa společně	Evropa společně	535611970260854	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	46	1	173791	61271	449	89
Pavel Poc	Poc Pavel	202974613060409	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	19	1	170307	67238	469	126
Daniel Herman		378072105614553	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	10	1	135355	53146	149	51
Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	13	1	133120	54443	406	99
Kialo		729627343834501	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	345	1	130795	51449	869	207
Tomáš Zdechovský		275042429350706	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	24	1	130753	56517	658	168
KDU-ČSL	KDU-ČSL	251656685576	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	51	1	105588	38875	312	68
Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	22	1	98069	31761	550	124
Roman Kriz	Kriz Roman	382745889213194	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	124	1	93051	21672	325	75
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	8	1	85032	30590	122	38
Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	13	1	68761	19927	366	109
Ing. Jaromír Kohlíček, CSc.	Kohlicek Jaromir	162310277268109	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	23	1	67663	16505	411	94
Olga Sehnalová	Olga Sehnalová	474594005906021	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	21	1	57565	14600	156	38
Tomio Okamura - SPD		179497582061065	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	27	1	56280	23660	222	94
Jan Zahradil		400970967000022	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	15	1	55602	16454	215	47
Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	45	1	55117	15480	101	26
Minidotaznik.cz		432692927273545	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	1	1	51607	20643	91	45
European Greens	European Greens	141366725876424	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	6	1	51308	20804	109	50
Programy do voleb	Štěpán Ryšavý - Programy do voleb	1033702273421005	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	19	1	43923	13806	16	1
Nenechme to tak	ATG Principal GROUP	224923858400165	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	6	1	42819	17430	114	41
Hello Sandy		56274514407	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	20	1	39474	11999	40	6
Refork		1919696668329015	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	2	1	35952	17976	28	6
Humans of Piráti	Česká pirátská strana	1036986463173677	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	30	1	35770	10260	137	27
Greenpeace Česká republika	Greenpeace Česká republika	55876739776	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	8	1	34690	10138	114	22
Greens/EFA in the European Parliament		150527751674751	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	28	1	30268	13990	38	8
Svobodní		43855944703	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	2	1	28598	14299	220	55
Jaromír Štětina, člen EPP frakce Evropského parlamentu		334720110067940	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	4	1	23328	8188	132	21
e.on		356382154550156	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	3	1	20093	9893	107	19
Marek Ženíšek	TOP 09	523450094407778	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	7	1	19481	7053	59	13
Kateřina Konečná	Konecna Katerina	119624098506	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	14	1	17732	5101	81	17
Forexmag		188990765060204	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	5	1	17479	3496	67	13
ODS - Občanská demokratická strana		30575632699	Facebook	moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	6	1	17021	3542	73	14
