advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Podemos	Unidas Podemos	269212336568846	Facebook	cataluna_ES	Cataluña, Spain	187	1	14224517	6406746	78758	21339
PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	cataluna_ES	Cataluña, Spain	87	1	9707021	4077624	63207	15598
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	cataluna_ES	Cataluña, Spain	177	1	8794808	3667996	37722	6199
Partido Popular	Partido Popular	72249031214	Facebook	cataluna_ES	Cataluña, Spain	762	1	8518072	3038947	50791	6827
Ciudadanos	Ciudadanos	74078667754	Facebook	cataluna_ES	Cataluña, Spain	408	1	7476589	2616513	73907	10129
En Comú Podem	En Comú Podem	463627663844039	Facebook	cataluna_ES	Cataluña, Spain	54	1	5402125	2259661	18646	5000
European Parliament		178362315106	Facebook	cataluna_ES	Cataluña, Spain	80	1	4131496	1930373	10466	2636
Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	cataluna_ES	Cataluña, Spain	25	1	2990975	1317000	14075	3500
PSOE	PSOE	189318235003	Facebook	cataluna_ES	Cataluña, Spain	331	1	2949730	1185474	9219	1784
Junts per Catalunya	Junts per Catalunya	386166375144833	Facebook	cataluna_ES	Cataluña, Spain	36	1	2639931	1005165	9826	1578
Un país moderno	Unidas Podemos	577723459314066	Facebook	cataluna_ES	Cataluña, Spain	57	1	2379425	1068871	14161	2995
Barcelona en Comú	Barcelona en Comú	247118052078814	Facebook	cataluna_ES	Cataluña, Spain	247	1	2259232	522775	33729	2353
Greenpeace España	Greenpeace España	133044800622	Facebook	cataluna_ES	Cataluña, Spain	163	1	2106245	762211	6536	821
Kialo		729627343834501	Facebook	cataluna_ES	Cataluña, Spain	377	1	1472863	544909	7572	1865
Save the Children España	Save the Children España	57845333112	Facebook	cataluna_ES	Cataluña, Spain	19	1	1141035	530796	5831	1330
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	cataluna_ES	Cataluña, Spain	20	1	1133962	499256	2968	790
Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	cataluna_ES	Cataluña, Spain	233	1	942854	361208	7541	1494
Ayuda LGTB		315021912539118	Facebook	cataluna_ES	Cataluña, Spain	51	1	910062	380398	5577	1133
Òmnium Cultural		161916260510295	Facebook	cataluna_ES	Cataluña, Spain	12	1	771023	362388	3520	652
Apodemia		115927088504184	Facebook	cataluna_ES	Cataluña, Spain	22	1	768041	344155	367	23
Ingredientes que Suman		586540488142205	Facebook	cataluna_ES	Cataluña, Spain	13	1	682424	318026	1813	388
Respeto LGTB		2315084548728652	Facebook	cataluna_ES	Cataluña, Spain	284	1	609945	225073	5879	308
ACNUR Comite español		94118672764	Facebook	cataluna_ES	Cataluña, Spain	36	1	594641	249335	2760	463
Amnistía Internacional España		78151799929	Facebook	cataluna_ES	Cataluña, Spain	38	1	593599	255524	3910	635
España Ciudadana		349800235527721	Facebook	cataluna_ES	Cataluña, Spain	18	1	504361	220786	2457	575
