advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	HR	Croatia	32	1	6464212	2953596	22161	4165
Kialo		729627343834501	Facebook	HR	Croatia	319	1	1619001	679340	7638	1934
Valter Flego	Valter Flego	441675022557503	Facebook	HR	Croatia	42	1	1535919	386987	4413	178
Ruža Tomašić		1434305366791182	Facebook	HR	Croatia	37	1	1358488	355704	3516	0
MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	HR	Croatia	36	1	1298963	423999	4952	445
Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	HR	Croatia	12	1	899109	299645	1767	177
GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	HR	Croatia	7	1	754992	250999	972	89
European Greens		141366725876424	Facebook	HR	Croatia	7	1	751860	325931	1757	651
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	HR	Croatia	14	1	629985	218999	2301	267
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	HR	Croatia	31	1	580366	272105	1340	390
pametno.org	pametno.org	144815235686385	Facebook	HR	Croatia	18	1	557780	179946	1607	0
Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	HR	Croatia	18	1	551982	122000	1586	0
Zoran Bahtijarević		2195720960680577	Facebook	HR	Croatia	4	1	549841	259922	1595	299
Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	HR	Croatia	11	1	445012	187511	1679	177
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	HR	Croatia	45	1	416951	111999	3965	0
Greenpeace Hrvatska		359170097532754	Facebook	HR	Croatia	7	1	414976	145996	1027	89
Electrolux Hrvatska		1229501663771543	Facebook	HR	Croatia	3	1	399997	200000	297	0
Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	HR	Croatia	13	1	304987	70000	1145	0
Građani za Mislava Kolakušića		374159272978399	Facebook	HR	Croatia	4	1	299862	119933	708	89
Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	HR	Croatia	3	1	254997	111000	620	89
Jozo Radoš		446717938731095	Facebook	HR	Croatia	9	1	226986	50999	2069	299
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	HR	Croatia	53	1	225095	95720	1071	231
Domagoj Maroević	HDZ - Hrvatska demokratska zajednica	377283356332665	Facebook	HR	Croatia	4	1	209996	75000	352	0
HSLS Split		436749753018950	Facebook	HR	Croatia	1	1	199998	99999	444	89
Klub zastupnika EPP-a		378351268934576	Facebook	HR	Croatia	1	1	199998	99999	98	0
Stjepan Čuraj		1528272037424751	Facebook	HR	Croatia	3	1	199870	69936	674	99
Ranko Ostojić		414575348695604	Facebook	HR	Croatia	14	1	198196	44605	1226	0
Željana Zovko		1203134436474667	Facebook	HR	Croatia	19	1	184151	49306	1487	0
Nova ljevica	Markovina Dragan	706769699498076	Facebook	HR	Croatia	13	1	179986	50999	1145	0
HRAST - pokret za uspješnu Hrvatsku - službene stranice		1481525755446572	Facebook	HR	Croatia	10	1	165841	38199	809	0
Ivan Prskalo - Kandidat Mosta za EU Izbore		413937162730005	Facebook	HR	Croatia	3	1	159997	65000	264	0
Dominik Vuletić		1858121814431190	Facebook	HR	Croatia	4	1	159961	34993	352	0
Miro Bulj	MOST nezavisnih lista	1252295741481540	Facebook	HR	Croatia	3	1	149997	30000	264	0
Greens/EFA in the European Parliament		150527751674751	Facebook	HR	Croatia	6	1	140200	60655	203	38
Give A Vote		2186129244970085	Facebook	HR	Croatia	3	1	107801	53109	506	101
European Youth Event		919232861444360	Facebook	HR	Croatia	7	1	106485	48453	308	72
Privredni.		1062000377172732	Facebook	HR	Croatia	2	1	104998	51000	176	0
Nizar Shoukry		386356528829118	Facebook	HR	Croatia	3	1	104886	20977	264	0
Krešo Beljak		52929105855	Facebook	HR	Croatia	2	1	100997	49999	597	99
Marijana Petir		1418903245032313	Facebook	HR	Croatia	1	1	99998	49999	98	0
MakeUp Eraser Croatia		130338117828161	Facebook	HR	Croatia	2	1	99998	20000	198	0
HSS Hrvatska		236043376446622	Facebook	HR	Croatia	1	1	99998	49999	98	0
HKS - Hrvatska konzervativna stranka	HKS - Hrvatska konzervativna stranka	789855157727222	Facebook	HR	Croatia	6	1	94993	30999	528	0
Faktograf.hr	Faktograf.hr	1487935214842281	Facebook	HR	Croatia	13	1	84986	28999	1145	0
Bornfight		2050766478536116	Facebook	HR	Croatia	10	1	80990	20999	990	0
Educiraj = Recikliraj		360491234496513	Facebook	HR	Croatia	3	1	69936	19987	343	0
Marijana Balić	HDZ - Hrvatska demokratska zajednica	1274752085892321	Facebook	HR	Croatia	4	1	69888	16978	350	0
Nenad Matić - Zelena lista		157025101623973	Facebook	HR	Croatia	7	1	66206	19242	553	0
Saša Poljanec-Borić		1914254365351413	Facebook	HR	Croatia	4	1	65995	15999	708	89
Nacionalni Portal		2081777548773198	Facebook	HR	Croatia	3	1	64996	15999	297	0
Antun Babić kandidat za predsjednika države		1106971599482775	Facebook	HR	Croatia	4	1	61995	14999	352	0
Stjepan Adanić	HDZ - Hrvatska demokratska zajednica	408695383042330	Facebook	HR	Croatia	2	1	59997	14999	176	0
Bulešić 4 EU		2550012408361701	Facebook	HR	Croatia	2	1	59340	14711	171	0
Satirikon		1240942162719935	Facebook	HR	Croatia	5	1	57995	11000	440	0
EPP - European People's Party		48034275355	Facebook	HR	Croatia	4	1	51487	21443	167	47
Hns Osječko-baranjska Županija		208799152545268	Facebook	HR	Croatia	10	1	50983	12998	881	0
Ivan Lovrinović		941907929204784	Facebook	HR	Croatia	1	1	49999	10000	88	0
Ekonomska klinika		759896740773225	Facebook	HR	Croatia	1	1	49999	10000	99	0
Izdali smo SDP, radimo za HDZ		1613986695597154	Facebook	HR	Croatia	1	1	49999	10000	88	0
Dubravka Suica	HDZ - Hrvatska demokratska zajednica	195096520662445	Facebook	HR	Croatia	1	1	49998	9999	88	0
Mreža Antifašistkinja Zagreba		787731051321372	Facebook	HR	Croatia	1	1	49998	9999	98	0
Neovisni za Hrvatsku NHR - Sesvete		537156370085526	Facebook	HR	Croatia	1	1	49998	9999	88	0
Davor Bernardić		389724134384503	Facebook	HR	Croatia	1	1	49998	9999	88	0
Tomislav Tolušić		1564808330472057	Facebook	HR	Croatia	1	1	49998	9999	88	0
Predstavništvo Europske komisije u Hrvatskoj		480559052058396	Facebook	HR	Croatia	1	1	49995	9999	98	0
Branko Hrg		943428295688012	Facebook	HR	Croatia	1	1	49976	9995	88	0
Paziš li na okoliš? Pazin		1174904562665804	Facebook	HR	Croatia	1	1	49971	9994	88	0
INA		258640607530666	Facebook	HR	Croatia	1	1	49963	9992	98	0
Marina Gradišer	Demokrati	343303249641233	Facebook	HR	Croatia	1	1	49962	9992	88	0
HSLS - Hrvatska socijalno-liberalna stranka		326373464600	Facebook	HR	Croatia	1	1	49962	9992	88	0
Ruža Kovačević Bilić	Hrvatska narodna stranka - liberalni demokrati (HNS)	2268602929863854	Facebook	HR	Croatia	1	1	49930	9986	88	0
European Commission		107898832590939	Facebook	HR	Croatia	7	1	48703	24348	148	35
Game of Sultans		185311195624361	Facebook	HR	Croatia	6	1	46737	20137	956	236
Gong	Gong	135611546456409	Facebook	HR	Croatia	5	1	39993	16999	440	0
Sanja Radolović		508755779649081	Facebook	HR	Croatia	5	1	34994	12999	494	0
Medjimurje.info	Taradi Gorkic	948966671820077	Facebook	HR	Croatia	4	1	34969	15986	352	0
Tuxy		870667836405958	Facebook	HR	Croatia	3	1	33982	13777	115	30
The Epoch		218371925673146	Facebook	HR	Croatia	6	1	33570	11744	67	0
Guardian Weekly		64525551258	Facebook	HR	Croatia	10	1	32209	12541	62	18
VINNIA		325664361187493	Facebook	HR	Croatia	5	1	31925	13963	57	0
Mladen Novak - kandidat za EP		270846540028647	Facebook	HR	Croatia	7	1	27975	7992	616	0
Stranka europskih socijalista		1927927220797184	Facebook	HR	Croatia	3	1	24996	10999	296	0
Create.Refresh	Create.Refresh	1736881926615141	Facebook	HR	Croatia	4	1	24868	11114	69	11
EPP Group in the European Parliament		291699857688	Facebook	HR	Croatia	2	1	23621	9491	27	4
Alberto Alemanno		179635265973968	Facebook	HR	Croatia	2	1	22682	10877	23	0
Dalija Orešković - START		1984286805018866	Facebook	HR	Croatia	5	1	21995	7000	495	0
Europeana.eu		10261403667	Facebook	HR	Croatia	2	1	21079	8858	18	3
Pametno Varaždin	Carev Dario	1814540012096003	Facebook	HR	Croatia	5	1	20995	4000	451	0
Europe Together		140105536131109	Facebook	HR	Croatia	1	1	19999	10000	99	19
Predrag Mišić		301664597159836	Facebook	HR	Croatia	2	1	19997	10000	176	0
Gordan Maras		451079008266520	Facebook	HR	Croatia	2	1	19997	9999	197	0
Euractiv Hrvatska		241773003204028	Facebook	HR	Croatia	2	1	19983	9992	197	0
Center for European Integration Studies (ZEI)		144159745724379	Facebook	HR	Croatia	1	1	18908	9454	18	9
DRH Lindersvold		512374155442078	Facebook	HR	Croatia	3	1	18811	7833	53	10
Wholesome Culture		1664959567149320	Facebook	HR	Croatia	4	1	16621	7245	33	6
MarketsCube		294693984421347	Facebook	HR	Croatia	4	1	15996	3000	352	0
Cecilia Malmström		258966159416	Facebook	HR	Croatia	1	1	15605	6242	31	15
Mirela Holy	Buzan Sinisa	469706743110415	Facebook	HR	Croatia	2	1	14998	6000	176	0
Institut za razvoj tržišta rada		693895180969699	Facebook	HR	Croatia	2	1	14998	6000	198	0
SDP Split		111289382263907	Facebook	HR	Croatia	3	1	14997	3000	264	0
