advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	18_24	18-24	BG	Bulgaria	43	1	3825119	1725091	5349	1400
European Greens		141366725876424	Facebook	18_24	18-24	BG	Bulgaria	36	1	1108030	509995	2534	720
Kialo		729627343834501	Facebook	18_24	18-24	BG	Bulgaria	218	1	808269	304971	4296	980
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	18_24	18-24	BG	Bulgaria	59	1	405479	163134	1158	238
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	18_24	18-24	BG	Bulgaria	37	1	370649	144324	833	127
Крум Дончев/Krum Donchev		155516354469476	Facebook	18_24	18-24	BG	Bulgaria	8	1	358205	171542	296	0
Демократична България	Демократична България	995342840629890	Facebook	18_24	18-24	BG	Bulgaria	17	1	342882	136981	513	116
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	18_24	18-24	BG	Bulgaria	55	1	329366	152619	616	161
Движение ВОЛЯ		289082018098560	Facebook	18_24	18-24	BG	Bulgaria	1	1	232831	116415	116	23
European Youth Event		919232861444360	Facebook	18_24	18-24	BG	Bulgaria	7	1	190939	90418	339	115
European Commission		107898832590939	Facebook	18_24	18-24	BG	Bulgaria	3	1	151456	75728	446	109
EU Environment		305608429284	Facebook	18_24	18-24	BG	Bulgaria	2	1	119301	57158	571	110
Път на младите	Път на младите	2051476654950711	Facebook	18_24	18-24	BG	Bulgaria	18	1	104835	41800	389	47
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	18_24	18-24	BG	Bulgaria	29	1	102908	36683	712	27
сТУденти		710941585944818	Facebook	18_24	18-24	BG	Bulgaria	25	1	94742	26680	1987	0
Valeri Simeonov		1967166133516609	Facebook	18_24	18-24	BG	Bulgaria	13	1	85745	19724	288	0
Радан Кънев	Радан Кънев	1461853244069926	Facebook	18_24	18-24	BG	Bulgaria	19	1	83337	30076	203	0
ПП ГЕРБ - София		336639303182606	Facebook	18_24	18-24	BG	Bulgaria	1	1	73671	29468	65	13
Volen Siderov		48268614826	Facebook	18_24	18-24	BG	Bulgaria	22	1	73416	15484	196	0
Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	18_24	18-24	BG	Bulgaria	27	1	69487	18752	155	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	18_24	18-24	BG	Bulgaria	5	1	64877	25455	74	14
Greens/EFA in the European Parliament		150527751674751	Facebook	18_24	18-24	BG	Bulgaria	15	1	53608	22477	84	15
Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	18_24	18-24	BG	Bulgaria	20	1	53123	14353	218	0
Европейски парламент в България		163350039852	Facebook	18_24	18-24	BG	Bulgaria	1	1	52703	21081	526	105
Arte		656089814494677	Facebook	18_24	18-24	BG	Bulgaria	6	1	49457	21947	122	19
