advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	f	Facebook	RO	Romania	76	1	26810626	11803852	61185	17081
Partidul Naţional Liberal		181375448581167	Facebook	f	Facebook	RO	Romania	95	1	18172234	7774539	26664	7257
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	f	Facebook	RO	Romania	95	1	17647000	8197617	57861	13551
România în primul rând	Future Innovation	770704223323599	Facebook	f	Facebook	RO	Romania	64	1	16395628	7270856	17719	4328
Romania #nuepsd	Future Innovation	293215748279337	Facebook	f	Facebook	RO	Romania	31	1	11159808	5164931	7893	3277
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	f	Facebook	RO	Romania	77	1	10075674	4315888	34335	8677
European Commission		107898832590939	Facebook	f	Facebook	RO	Romania	13	1	5796982	2883496	14924	3962
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	f	Facebook	RO	Romania	35	1	4864966	2256000	14006	3991
RMDSZ	RMDSZ	102601499822802	Facebook	f	Facebook	RO	Romania	144	1	4833853	1437999	5747	861
European Parliament		178362315106	Facebook	f	Facebook	RO	Romania	71	1	3872239	1648885	15972	2317
Kialo		729627343834501	Facebook	f	Facebook	RO	Romania	270	1	2606097	1042026	13978	3200
George Simion		2212856535602171	Facebook	f	Facebook	RO	Romania	21	1	2525966	1017993	5248	1407
Winkler Gyula		1560147330888040	Facebook	f	Facebook	RO	Romania	20	1	2452980	1090000	3021	777
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	f	Facebook	RO	Romania	17	1	2419975	1049996	3715	861
Viorel Catarama	Dreapta Liberală - DL	795022763862618	Facebook	f	Facebook	RO	Romania	17	1	2275974	1060995	2139	399
Litere.net	litere.net	1504323906337545	Facebook	f	Facebook	RO	Romania	12	1	2259986	1031999	1909	483
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	f	Facebook	RO	Romania	33	1	2206283	1038356	5533	1523
Silvia Dinică		1128229287275038	Facebook	f	Facebook	RO	Romania	10	1	2119971	879992	4031	987
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	f	Facebook	RO	Romania	10	1	1849980	829996	2098	483
