advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alfred Sant	Alfred Sant	537789116260209	Facebook	f	Facebook	MT	Malta	141	1	5637835	2056989	24858	2999
Roberta Metsola		406824526101449	Facebook	f	Facebook	MT	Malta	479	1	5466413	1676411	57349	2099
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	f	Facebook	MT	Malta	18	1	5099982	2160000	19782	5700
David Casa	David Casa	193035580892638	Facebook	f	Facebook	MT	Malta	108	1	4385444	1247909	14291	899
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	f	Facebook	MT	Malta	148	1	3998851	1159999	16752	800
Joe Sammut		433245190070343	Facebook	f	Facebook	MT	Malta	83	1	3115568	1191959	13643	1648
Josef Caruana		166617437361908	Facebook	f	Facebook	MT	Malta	71	1	2808876	878983	12628	1399
European Parliament		178362315106	Facebook	f	Facebook	MT	Malta	36	1	1761691	742577	6871	901
Adrian Delia	Partit Nazzjonalista	1442808799090985	Facebook	f	Facebook	MT	Malta	28	1	1713969	639998	7171	1100
Francis Zammit Dimech	Francis Zammit Dimech	117406495021568	Facebook	f	Facebook	MT	Malta	145	1	1686854	395999	14354	0
Alex Agius Saliba	Alex Agius Saliba	656955664383156	Facebook	f	Facebook	MT	Malta	49	1	1582932	693990	10150	1099
Frank Psaila		458318884361628	Facebook	f	Facebook	MT	Malta	94	1	1211615	324866	8930	88
PD Martin Cauchi Inglott		181379916072401	Facebook	f	Facebook	MT	Malta	54	1	1176922	378989	6545	299
David Stellini	David Stellini	1911257335785088	Facebook	f	Facebook	MT	Malta	11	1	1059989	482000	3489	599
Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	f	Facebook	MT	Malta	118	1	809881	202999	11681	0
European Parliament Office in Malta	European Parliament Office in Malta	116353271736965	Facebook	f	Facebook	MT	Malta	12	1	735987	305999	2387	300
Miriam Dalli	Miriam Dalli	277980849002904	Facebook	f	Facebook	MT	Malta	24	1	726976	190000	2776	100
Lorna Vassallo	Lorna Vassallo	690417757823946	Facebook	f	Facebook	MT	Malta	14	1	609975	226997	1785	100
Ian Borg	Ian Borg	151496594943131	Facebook	f	Facebook	MT	Malta	8	1	559992	235000	792	0
Kialo		729627343834501	Facebook	f	Facebook	MT	Malta	354	1	550953	227964	3006	673
Roselyn Borg Knight	Roselyn Borg	446487702156732	Facebook	f	Facebook	MT	Malta	56	1	536941	168999	5792	0
Lovin Malta	Lovin Malta	1700937210129433	Facebook	f	Facebook	MT	Malta	7	1	499993	190000	1893	300
Alternattiva Demokratika - The Green Party	Alternattiva Demokratika - The Green Party	309359272432391	Facebook	f	Facebook	MT	Malta	17	1	379982	117999	1683	0
Peter Agius	Peter Agius	263881160919130	Facebook	f	Facebook	MT	Malta	19	1	371980	82999	1880	0
Live Communications for MEP Elections May 2019	Stephen Florian	962042630582450	Facebook	f	Facebook	MT	Malta	21	1	359979	117000	2079	0
