advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	100_1k	100 - 1k	IT	Italy	203	1	23139796	9910000	104796	23099
Partito Democratico		77034286895	Facebook	100_1k	100 - 1k	IT	Italy	63	1	13649773	6109919	33436	7899
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	100_1k	100 - 1k	IT	Italy	20	1	11499974	5299997	13979	5199
European Parliament		178362315106	Facebook	100_1k	100 - 1k	IT	Italy	33	1	8924037	4091426	18126	5465
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	100_1k	100 - 1k	IT	Italy	33	1	8509915	3694976	17966	4499
Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	100_1k	100 - 1k	IT	Italy	28	1	7799972	3450000	14472	3200
Save the Children Italia		46590675335	Facebook	100_1k	100 - 1k	IT	Italy	31	1	7199971	3110001	21469	7900
WeWorld Onlus		299584710061488	Facebook	100_1k	100 - 1k	IT	Italy	29	1	7049917	3069977	17970	5699
Kialo		729627343834501	Facebook	100_1k	100 - 1k	IT	Italy	291	1	4618546	1936257	22453	5875
Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	100_1k	100 - 1k	IT	Italy	8	1	4099854	1899931	3991	799
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	100_1k	100 - 1k	IT	Italy	32	1	3899953	1639993	19967	6399
Medici Senza Frontiere		65737832194	Facebook	100_1k	100 - 1k	IT	Italy	16	1	3749983	1629999	11983	4799
Roberto Rosso		1735684256653359	Facebook	100_1k	100 - 1k	IT	Italy	29	1	3749146	1669674	16965	4898
Stefano Maullu		150618724962388	Facebook	100_1k	100 - 1k	IT	Italy	14	1	3149911	1329970	7485	1799
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	100_1k	100 - 1k	IT	Italy	31	1	2624208	1105748	4387	1307
VICE Italia		1392630034386716	Facebook	100_1k	100 - 1k	IT	Italy	3	1	2199979	1099991	1496	299
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	100_1k	100 - 1k	IT	Italy	10	1	2099973	949993	5989	1799
European Greens	European Greens	141366725876424	Facebook	100_1k	100 - 1k	IT	Italy	10	1	1962994	881501	4656	1996
Lara Comi	Lara Comi	155619044465389	Facebook	100_1k	100 - 1k	IT	Italy	12	1	1949986	799999	8487	3199
Riparte il futuro		476098022442147	Facebook	100_1k	100 - 1k	IT	Italy	10	1	1949965	859989	4989	999
Petizioni.it		1410474395723679	Facebook	100_1k	100 - 1k	IT	Italy	13	1	1899986	899999	7986	2499
Angelo Ciocca	Angelo Ciocca	479212098810360	Facebook	100_1k	100 - 1k	IT	Italy	12	1	1749988	780000	7488	2400
Oxfam Italia		150200761667597	Facebook	100_1k	100 - 1k	IT	Italy	18	1	1499937	569982	9981	2599
Matteo Gazzini	Matteo Gazzini	204493693449796	Facebook	100_1k	100 - 1k	IT	Italy	22	1	1465486	538144	10485	2101
Antonio Tajani	Antonio Tajani	506531149512596	Facebook	100_1k	100 - 1k	IT	Italy	13	1	1399983	639998	7486	2099
