advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	w011	Week 11	204	1	10336223	4595928	62294	15956
Kialo		729627343834501	Facebook	w011	Week 11	37	1	7210963	3142000	29697	9435
Britain's Future	Britain's Future	1625300137516491	Facebook	w011	Week 11	638	1	4569113	1547273	53399	124
Best For Britain	Best for Britain	1863944713844924	Facebook	w011	Week 11	70	1	3744232	1598665	32821	7057
Ayuda LGTB		315021912539118	Facebook	w011	Week 11	32	1	3696968	1538000	26068	5100
Greenpeace France		39435457457	Facebook	w011	Week 11	19	1	3669981	1666000	25781	5900
Conservatives	The Conservative Party	8807334278	Facebook	w011	Week 11	368	1	2922632	841000	42158	0
People's Vote UK	People's Vote	748608695327755	Facebook	w011	Week 11	206	1	2483726	738973	32779	5122
Vattenfall Sverige		608975645850217	Facebook	w011	Week 11	24	1	2242586	1026666	27370	7851
Right To Vote	Right to Vote	408236463256774	Facebook	w011	Week 11	186	1	2233783	505791	18760	1961
Médecins du Monde France		265420476920	Facebook	w011	Week 11	242	1	2107758	629000	26958	1300
Humble Household		1746853745395190	Facebook	w011	Week 11	13	1	1909987	792000	17309	4246
Asthma UK	Asthma UK	40952091012	Facebook	w011	Week 11	5	1	1654995	761000	12839	2545
Adesso Basta		1062452300584762	Facebook	w011	Week 11	2	1	1599998	800000	7998	1600
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	w011	Week 11	102	1	1444026	421597	15423	1762
38 Degrees	38 Degrees	200006375787	Facebook	w011	Week 11	71	1	1393680	443714	8687	895
We are the 52%	We are the 52%	466744973727718	Facebook	w011	Week 11	36	1	1334225	423339	5352	707
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	w011	Week 11	166	1	1323396	484758	15888	4262
Lingokids		497983453648415	Facebook	w011	Week 11	3	1	1299997	650000	4982	979
The Labour Party	The Labour Party	25749647410	Facebook	w011	Week 11	45	1	1248627	459333	9405	1242
Parlamento Europeo - Oficina en España		161616883888862	Facebook	w011	Week 11	11	1	1235989	452000	2164	274
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	w011	Week 11	2	1	1199998	600000	998	200
Открытые медиа. Инфометр		1246107138782307	Facebook	w011	Week 11	5	1	1159995	535000	717	147
Rädda Barnen		72659261793	Facebook	w011	Week 11	20	1	1140980	427000	10018	2611
Santesano		316620582266150	Facebook	w011	Week 11	1	1	999999	500000	9999	5000
