advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rm6	Last 6 months	RO	Romania	252	1	51254654	22989538	120355	27208
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rm6	Last 6 months	RO	Romania	103	1	43070581	19598843	95027	27187
România în primul rând	Future Innovation	770704223323599	Facebook	rm6	Last 6 months	RO	Romania	95	1	32214276	14080742	33595	8319
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rm6	Last 6 months	RO	Romania	151	1	28862844	12355990	46630	12055
Romania #nuepsd	Future Innovation	293215748279337	Facebook	rm6	Last 6 months	RO	Romania	36	1	13759793	6314927	8837	3718
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	rm6	Last 6 months	RO	Romania	87	1	12970640	5694876	46708	11093
European Parliament		178362315106	Facebook	rm6	Last 6 months	RO	Romania	107	1	12881404	5908737	58846	11294
RMDSZ	RMDSZ	102601499822802	Facebook	rm6	Last 6 months	RO	Romania	265	1	9493731	2766998	14420	2584
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	rm6	Last 6 months	RO	Romania	42	1	9029927	4114985	12996	3403
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	rm6	Last 6 months	RO	Romania	40	1	6225897	2930974	20035	5189
European Commission		107898832590939	Facebook	rm6	Last 6 months	RO	Romania	13	1	5796982	2883496	14924	3962
Declic	Declic	686190454826244	Facebook	rm6	Last 6 months	RO	Romania	27	1	5406864	2320967	11444	3718
Politice.net	politice.net	2546711162025064	Facebook	rm6	Last 6 months	RO	Romania	12	1	3775992	1818002	3611	756
PSD Galati	Partidul Social Democrat Galati	1585170161775563	Facebook	rm6	Last 6 months	RO	Romania	29	1	3514963	1515996	13902	3718
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	rm6	Last 6 months	RO	Romania	15	1	3350968	1429994	3484	756
Litere.net	litere.net	1504323906337545	Facebook	rm6	Last 6 months	RO	Romania	12	1	3209984	1494998	2938	693
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	rm6	Last 6 months	RO	Romania	47	1	2842119	1312613	6189	1607
Viorel Catarama	Dreapta Liberală - DL	795022763862618	Facebook	rm6	Last 6 months	RO	Romania	22	1	2735969	1275995	3630	756
Traian Băsescu	Partidul Mișcarea Populară	361235817223309	Facebook	rm6	Last 6 months	RO	Romania	16	1	2497361	1010549	2523	422
Winkler Gyula		1560147330888040	Facebook	rm6	Last 6 months	RO	Romania	16	1	2301984	1060000	2791	798
Vasile Cristian Lungu - Senator PMP	Partidul Mișcarea Populară	167669676772029	Facebook	rm6	Last 6 months	RO	Romania	20	1	2253972	1079996	10690	2374
Greenpeace Romania		291132089193	Facebook	rm6	Last 6 months	RO	Romania	35	1	2100914	783982	4303	326
USR Sector 5	Uniunea Salvați România	1460571894265803	Facebook	rm6	Last 6 months	RO	Romania	82	1	1990917	689999	3008	441
European Greens		141366725876424	Facebook	rm6	Last 6 months	RO	Romania	14	1	1972728	892755	2412	842
Kialo		729627343834501	Facebook	rm6	Last 6 months	RO	Romania	226	1	1895633	748421	8725	1840
