country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
FI	Finland	uusimaa	Uusimaa	4183	858	12314126	3786674	165120	21461
FI	Finland	southwest_finland	Southwest Finland	3354	663	1806762	518116	34865	2520
FI	Finland	pirkanmaa	Pirkanmaa	2764	579	1613482	457578	24600	2408
FI	Finland	northern_ostrobothnia	Northern Ostrobothnia	2445	488	1437610	425557	17715	1516
FI	Finland	ostrobothnia_region	Ostrobothnia (region)	2465	496	1068539	264385	16047	596
FI	Finland	central_finland	Central Finland	2374	473	671569	160339	11044	784
FI	Finland	lapland_finland	Lapland (Finland)	2226	463	564657	143522	9405	508
FI	Finland	satakunta	Satakunta	2154	449	447155	112696	7531	474
FI	Finland	paijat_hame	Päijät-Häme	2176	458	365471	86347	4276	363
FI	Finland	pohjois_savo	Pohjois-Savo	2166	437	332553	93045	5553	334
FI	Finland	aland_islands	Åland Islands	1752	356	294229	72214	2051	145
FI	Finland	etela_savo	Etelä-Savo	1982	401	283125	74611	3929	243
FI	Finland	kymenlaakso	Kymenlaakso	2092	428	249748	65102	3458	281
FI	Finland	south_karelia	South Karelia	1992	392	226110	52199	2923	274
FI	Finland	southern_ostrobothnia	Southern Ostrobothnia	2005	420	219164	59846	6112	135
FI	Finland	tavastia_proper	Tavastia Proper	2152	453	202466	50887	3806	179
FI	Finland	north_karelia	North Karelia	2060	399	125046	33252	2580	102
FI	Finland	central_ostrobothnia	Central Ostrobothnia	1837	372	96438	19781	1913	18
FI	Finland	kainuu	Kainuu	1613	331	47822	9859	1852	32
