advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	CY	Cyprus	71	1	1674865	466147	6988	0
European Parliament Office in Cyprus		205478755729	Facebook	CY	Cyprus	9	1	1498460	659277	6983	1298
Στηρίζουμε Μαρίνο Κλεάνθους για την Ευρωβουλή		831939610501208	Facebook	CY	Cyprus	24	1	1354761	497519	4728	599
Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	CY	Cyprus	52	1	999880	206983	5146	0
Prof. Dr. Niyazi Kızılyürek		878208312216203	Facebook	CY	Cyprus	16	1	940375	378934	2787	300
Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		270213387069072	Facebook	CY	Cyprus	23	1	752802	161965	2276	0
Nicos Tornaritis - Νίκος Τορναρίτης		115653995162093	Facebook	CY	Cyprus	15	1	702664	143535	1470	0
Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	CY	Cyprus	42	1	645843	144969	4157	0
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	CY	Cyprus	13	1	565932	145986	1686	100
γυρίζουμε		278308089460720	Facebook	CY	Cyprus	6	1	499467	220182	3382	780
European Parliament		178362315106	Facebook	CY	Cyprus	13	1	471945	200150	2624	386
Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS		46620712083	Facebook	CY	Cyprus	20	1	454392	96480	1964	0
UK-Cyprus Enterprise Council	UK-Cyprus Enterprise Council 	1837120569879342	Facebook	CY	Cyprus	7	1	427309	184337	762	40
Παναγιώτης Σεντώνας - Panayiotis Sentonas		436419753766608	Facebook	CY	Cyprus	10	1	284934	62988	989	0
Δημοκρατικό Κόμμα		293704380825571	Facebook	CY	Cyprus	19	1	261946	75989	1880	0
Νικόλας Παπαδόπουλος	Μανωλης Κυριακου	998046016880140	Facebook	CY	Cyprus	12	1	250959	58993	1187	0
Δημήτρης Παπαδάκης	Δημήτρης Παπαδάκης - Demetris Papadakis	1406872809567447	Facebook	CY	Cyprus	9	1	220914	43984	890	0
Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	CY	Cyprus	7	1	214848	42971	692	0
Παρατηρητήριο Τρίτης Ηλικίας Κύπρου		1788557328061678	Facebook	CY	Cyprus	4	1	207711	71538	712	99
Power Beach		484571345318227	Facebook	CY	Cyprus	1	1	199485	99743	98	0
Union of Cypriots - Kıbrıslılar Birliği - Ένωσις Κυπρίων		2000341880290773	Facebook	CY	Cyprus	6	1	171363	40140	318	57
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	CY	Cyprus	29	1	168463	79439	337	100
AKEL Türkçe	ΑΚΕΛ - AKEL	811609932267686	Facebook	CY	Cyprus	4	1	155773	60894	395	0
VoteWatch Europe		355087424564148	Facebook	CY	Cyprus	5	1	149750	62369	266	90
Dr. Eleni Stavrou		822417261217421	Facebook	CY	Cyprus	5	1	129995	35000	495	0
Kialo		729627343834501	Facebook	CY	Cyprus	11	1	129131	45238	325	78
Γραφείο Τύπου και Πληροφοριών - Press and Information Office		620027974738907	Facebook	CY	Cyprus	2	1	126252	48127	479	76
Katerina Christophidou		131599480586562	Facebook	CY	Cyprus	5	1	115988	25998	494	0
Μαρία Παστελλά		408568246617951	Facebook	CY	Cyprus	6	1	110465	21694	536	0
Takis Hadjigeorgiou		610639632353466	Facebook	CY	Cyprus	3	1	104951	20990	296	0
European Greens		141366725876424	Facebook	CY	Cyprus	2	1	87906	40449	334	87
European Commission		107898832590939	Facebook	CY	Cyprus	3	1	84809	42404	250	61
EU Environment		305608429284	Facebook	CY	Cyprus	2	1	78504	37634	376	73
Γυναικεία Οργάνωση Δημοκρατικού Κόμματος - ΓΟΔΗΚ		328991341036445	Facebook	CY	Cyprus	5	1	75988	20996	494	0
Marinos Mousiouttas		306684270037168	Facebook	CY	Cyprus	5	1	74994	17999	494	0
EPP - European People's Party		48034275355	Facebook	CY	Cyprus	2	1	70596	29438	147	64
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	CY	Cyprus	42	1	67830	28626	334	70
Leyla Hüseyin Kıralp		405321523588438	Facebook	CY	Cyprus	5	1	61952	11991	494	0
Yiannos Lakkotrypis		750357328668972	Facebook	CY	Cyprus	3	1	59994	11999	296	0
Hoxton Capital Management		353185345195139	Facebook	CY	Cyprus	8	1	57856	25463	199	58
Ιακώβου Βάκης		250160905888958	Facebook	CY	Cyprus	2	1	54998	11000	198	0
yeniduzen		223172754383571	Facebook	CY	Cyprus	2	1	54920	10984	88	14
Tiny Humans Etc		218868801931921	Facebook	CY	Cyprus	2	1	54894	10979	197	0
Κίνημα Οικολόγων - Συνεργασία Πολιτών		406404342873724	Facebook	CY	Cyprus	1	1	49998	10000	98	0
CARDET		206470649447499	Facebook	CY	Cyprus	1	1	49979	9996	98	0
Nomadic State of Mind Cyprus		301558603282016	Facebook	CY	Cyprus	1	1	49976	9995	98	0
AIPFE Cyprus - Women of Europe		1614268508823327	Facebook	CY	Cyprus	1	1	49969	9994	98	0
AB Bilgi Merkezi		583529045116711	Facebook	CY	Cyprus	1	1	49968	9993	98	0
Adore Nature Cyprus		1849286755152187	Facebook	CY	Cyprus	1	1	49850	9970	98	0
European Youth Event		919232861444360	Facebook	CY	Cyprus	7	1	43603	19732	127	30
LegacyFx		966644110116765	Facebook	CY	Cyprus	3	1	42928	21464	107	44
Μιχάλης Μηνά-Υποψήφιος Ευρωβουλευτής 2019-  Πρόεδρος Κόμμα Δικαιοσύνης		1405721126369385	Facebook	CY	Cyprus	6	1	40977	16992	593	0
Europe Together		140105536131109	Facebook	CY	Cyprus	1	1	40868	20434	204	40
VICE Greece		187580104777775	Facebook	CY	Cyprus	3	1	35998	13274	51	0
Ομάδα Ενημέρωσης		529197344248343	Facebook	CY	Cyprus	6	1	35971	12989	593	0
We Amplify		186008238755917	Facebook	CY	Cyprus	4	1	35125	7025	84	0
EPP Group in the European Parliament		291699857688	Facebook	CY	Cyprus	2	1	27523	11014	27	5
Kleopatra Sidiropoulou		272999270266817	Facebook	CY	Cyprus	8	1	25385	10824	77	0
Ιακώβου Βάκης		332523037613071	Facebook	CY	Cyprus	4	1	20995	6999	395	0
Neoklis Sylikiotis		746047275453494	Facebook	CY	Cyprus	2	1	19995	9998	197	0
Ο Καραγκιόζης Αλογόκριτος		295164867809730	Facebook	CY	Cyprus	4	1	19619	3924	388	0
Guardian Weekly		64525551258	Facebook	CY	Cyprus	9	1	18330	7066	33	5
Create.Refresh	Create.Refresh	1736881926615141	Facebook	CY	Cyprus	4	1	17566	7768	48	8
Council of the European Union		147547541961576	Facebook	CY	Cyprus	4	1	17142	8062	57	10
Give A Vote		2186129244970085	Facebook	CY	Cyprus	1	1	16017	6407	15	3
Cyclamen Project		2243589379200521	Facebook	CY	Cyprus	2	1	14998	6000	198	0
Συμμαχία Πολιτών		470323203056530	Facebook	CY	Cyprus	2	1	14998	6000	198	0
Green Future		2010155732574284	Facebook	CY	Cyprus	2	1	14997	5999	197	0
European Commission - Development & Cooperation - EuropeAid		287842647957979	Facebook	CY	Cyprus	6	1	14701	6377	4	0
Lingokids		497983453648415	Facebook	CY	Cyprus	7	1	13405	6661	13	5
The Good Lobby		1420129598280317	Facebook	CY	Cyprus	7	1	12895	4510	32	0
Cyprus Youth Council.Συμβούλιο Νεολαίας Κύπρου.Kıbrıs Gençlik Konseyi		452945224795346	Facebook	CY	Cyprus	2	1	10998	5000	198	0
Friends of the Earth Cyprus - Φίλοι της Γης Κύπρου		782825568407464	Facebook	CY	Cyprus	1	1	9999	5000	99	0
RPN.com.cy		1683625705013522	Facebook	CY	Cyprus	2	1	9998	2000	198	0
Ανεξάρτητη Φοιτητική ΕΠΑΛΞΗ Πανεπιστημίου Κύπρου		579252218763659	Facebook	CY	Cyprus	1	1	9996	4998	98	0
Krypto Security Cyprus		604503129572525	Facebook	CY	Cyprus	1	1	9992	4996	98	0
Όμιλος Προβληματισμού για τον Εκσυγχρονισμό της Κοινωνίας μας - ΟΠΕΚ		241928809281997	Facebook	CY	Cyprus	1	1	9990	4995	98	0
Cecilia Malmström		258966159416	Facebook	CY	Cyprus	1	1	9513	3805	19	9
OTS Solicitors		940549775965601	Facebook	CY	Cyprus	1	1	9183	4591	10	0
Tuunes		992176580926495	Facebook	CY	Cyprus	6	1	8191	1897	34	0
European Youth		130456876990360	Facebook	CY	Cyprus	5	1	8031	3956	43	6
Νεολαία Δημοκρατικού Κόμματος - ΝΕΔΗΚ Λάρνακας		1152027201616934	Facebook	CY	Cyprus	1	1	7668	3834	75	0
CityChannel		2074154366187575	Facebook	CY	Cyprus	1	1	7424	3712	73	0
Council of Europe - Directorate General Human Rights and Rule of Law		315160671967064	Facebook	CY	Cyprus	9	1	7308	3224	11	0
Europeana.eu		10261403667	Facebook	CY	Cyprus	1	1	7086	3543	3	0
MmosWorld		1262271977168621	Facebook	CY	Cyprus	1	1	6908	3454	4	0
RZT Capital		1917364628557349	Facebook	CY	Cyprus	2	1	5992	998	197	0
Voice Of The Island - TR		846785392333726	Facebook	CY	Cyprus	2	1	5927	985	29	0
Όθων Καίσαρης- Υποψήφιος Ευρωβουλευτής, "Το Ποτάμι"		239548219564033	Facebook	CY	Cyprus	4	1	5706	2719	80	0
Ομολατρεία		294836014540901	Facebook	CY	Cyprus	3	1	5524	1267	35	5
Success Resources		550751965021284	Facebook	CY	Cyprus	1	1	5155	1031	59	11
İNAX Medya		2198024653747919	Facebook	CY	Cyprus	1	1	4999	1000	14	0
Παρατηρητήριο  Ισότητας  Κύπρου		381640725588880	Facebook	CY	Cyprus	1	1	4999	1000	99	0
Kdk Magazine		120770278464488	Facebook	CY	Cyprus	1	1	4999	1000	99	0
Δήμος Κερύνειας - Kyrenia Municipality		372748876431651	Facebook	CY	Cyprus	1	1	4999	999	99	0
MyLife		313200798730582	Facebook	CY	Cyprus	1	1	4999	1000	99	0
BPW Cyprus		1113003065376973	Facebook	CY	Cyprus	1	1	4999	1000	99	0
Δημοκρατικός Συναγερμός		64330641883	Facebook	CY	Cyprus	1	1	4999	1000	99	0
Accept - LGBTI Cyprus		129254657098019	Facebook	CY	Cyprus	1	1	4999	1000	99	0
Τομέας Κοινωνικής Πολιτικής Δημοκρατικού Κόμματος		420675871612712	Facebook	CY	Cyprus	1	1	4998	999	98	0
