country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
MT	Malta	m25_34	male (25-34)	4152	739	7217337	2477852	38147	3535
MT	Malta	m35_44	male (35-44)	4099	732	5666140	1898159	31569	2430
MT	Malta	m18_24	male (18-24)	3837	674	5085213	1736801	26747	2273
MT	Malta	m45_54	male (45-54)	3970	704	3942924	1294167	23183	1634
MT	Malta	f55_64	female (55-64)	3623	684	3857848	1253874	24504	1566
MT	Malta	f25_34	female (25-34)	4385	768	3657589	1316250	18860	2132
MT	Malta	m55_64	male (55-64)	3490	665	3423022	1090658	20614	1305
MT	Malta	f18_24	female (18-24)	4002	693	3405213	1210800	17028	1695
MT	Malta	f35_44	female (35-44)	4321	753	3358984	1182849	18477	1727
MT	Malta	f65_	female (65+)	3349	614	3032034	962061	19336	1141
MT	Malta	f45_54	female (45-54)	4191	729	2966826	1011985	17709	1412
MT	Malta	m65_	male (65+)	3265	600	2658485	836636	16282	987
MT	Malta	m13_17	male (13-17)	1273	164	967315	310213	5271	321
MT	Malta	f13_17	female (13-17)	1291	173	919887	300811	5001	322
MT	Malta	u35_44	unknown (35-44)	3680	649	86798	29021	491	40
MT	Malta	u25_34	unknown (25-34)	3437	645	49958	17291	261	27
MT	Malta	u45_54	unknown (45-54)	3334	594	46416	15350	292	21
MT	Malta	u55_64	unknown (55-64)	2703	529	34372	11192	218	15
MT	Malta	u65_	unknown (65+)	2424	482	22289	7219	139	10
MT	Malta	u18_24	unknown (18-24)	2323	524	11082	3826	62	6
MT	Malta	u13_17	unknown (13-17)	542	133	3596	1184	19	1
