advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
sp.a	sp.a	57253967150	Facebook	f	female	BE	Belgium	421	1	22237969	8919567	107935	23301
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	f	female	BE	Belgium	118	1	12577863	5197878	39866	9752
Vlaams Belang	Vlaams Belang	56605856504	Facebook	f	female	BE	Belgium	66	1	11002011	5047495	72327	16014
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	f	female	BE	Belgium	95	1	8973318	3846200	81728	19103
European Parliament		178362315106	Facebook	f	female	BE	Belgium	174	1	8829474	3805295	58990	12589
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	f	female	BE	Belgium	112	1	6074988	2851392	23135	4703
Sign for my Future		1345513882259768	Facebook	f	female	BE	Belgium	74	1	5588487	2337701	41581	9700
Open Vld	Open Vld	53668151866	Facebook	f	female	BE	Belgium	345	1	4509768	1636043	37528	6149
Groen	Groen	84920854319	Facebook	f	female	BE	Belgium	183	1	4330657	1531777	20224	2856
IKEA	IKEA	112961202185776	Facebook	f	female	BE	Belgium	78	1	3342531	1238666	12988	2355
Peter Mertens	PVDA	236485149843971	Facebook	f	female	BE	Belgium	489	1	3312212	1007175	42258	4340
John Crombez	sp.a	264131406977201	Facebook	f	female	BE	Belgium	83	1	3220803	1309778	18646	3795
Facebook Brussels	Facebook	287739491272583	Facebook	f	female	BE	Belgium	16	1	2716440	1172245	26366	6767
Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	f	female	BE	Belgium	73	1	2667260	1090839	50822	11404
Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	f	female	BE	Belgium	87	1	2016262	806160	4502	317
DéFI	DéFI	173518112695794	Facebook	f	female	BE	Belgium	151	1	1979149	467646	11727	1403
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	f	female	BE	Belgium	107	1	1705069	594537	10765	1953
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	f	female	BE	Belgium	14	1	1440344	599616	6908	2246
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	f	female	BE	Belgium	69	1	1337236	499674	17854	3910
European Greens	European Greens	141366725876424	Facebook	f	female	BE	Belgium	22	1	1254939	548940	8193	2159
CD&V	CD&V	52997544531	Facebook	f	female	BE	Belgium	101	1	1250472	382003	8966	1161
Mutualité chrétienne (MC)	Mutualité chrétienne (MC)	180233078762668	Facebook	f	female	BE	Belgium	61	1	1238615	358193	7009	1003
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	f	female	BE	Belgium	95	1	1007093	314870	3390	208
Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	f	female	BE	Belgium	13	1	1000338	421298	4117	1119
Greenpeace Belgium		73232790238	Facebook	f	female	BE	Belgium	84	1	853320	306567	8794	947
Maurits Vande Reyde	Vande Reyde Maurits Jozef	1797427180478228	Facebook	f	female	BE	Belgium	83	1	846618	238340	6058	383
