week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-12	HU	Hungary	1320	462	53437875	21695215	118239	45245
w018	Week 18	2019-04-29	2019-05-05	HU	Hungary	1214	469	35600796	15170336	81921	33983
w017	Week 17	2019-04-22	2019-04-28	HU	Hungary	1057	341	21335936	8349830	43449	14203
w016	Week 16	2019-04-15	2019-04-21	HU	Hungary	837	285	16214703	6693277	34412	11515
w015	Week 15	2019-04-08	2019-04-14	HU	Hungary	985	405	14880019	6411324	28173	8434
w014	Week 14	2019-04-01	2019-04-07	HU	Hungary	782	340	8013251	3232354	24031	5262
w013	Week 13	2019-03-25	2019-03-31	HU	Hungary	492	234	2823785	1141959	9484	3148
w012	Week 12	2019-03-18	2019-03-24	HU	Hungary	460	198	4801475	1939734	18278	4514
w011	Week 11	2019-03-11	2019-03-17	HU	Hungary	277	120	3953554	1528717	10196	2607
w010	Week 10	2019-03-04	2019-03-10	HU	Hungary	277	118	1678186	608637	6146	1025
w009	Week 9	2019-02-25	2019-03-03	HU	Hungary	162	76	2106122	782201	4994	669
w008	Week 8	2019-02-18	2019-02-24	HU	Hungary	104	57	471602	177135	1256	280
w007	Week 7	2019-02-11	2019-02-17	HU	Hungary	74	49	520350	180251	1165	204
w006	Week 6	2019-02-04	2019-02-10	HU	Hungary	63	38	1084645	446715	2208	805
w005	Week 5	2019-01-28	2019-02-03	HU	Hungary	89	32	461217	169933	1627	143
w004	Week 4	2019-01-21	2019-01-27	HU	Hungary	58	27	52486	17128	273	23
w003	Week 3	2019-01-14	2019-01-20	HU	Hungary	73	33	192345	55706	568	66
w002	Week 2	2019-01-07	2019-01-13	HU	Hungary	51	27	1135572	554811	1474	530
w001	Week 1	2019-01-01	2019-01-06	HU	Hungary	33	16	31229	13044	293	16
