day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d118	2019-04-28	AT	Austria	European Parliament		178362315106	Facebook	4	1	749996	349998	6248	1999
d118	2019-04-28	AT	Austria	SPÖ	SPÖ	77393060080	Facebook	226	1	379632	133755	2248	284
d118	2019-04-28	AT	Austria	kontrast.at	kontrast.at	1079650008770485	Facebook	16	1	369196	159902	1231	520
d118	2019-04-28	AT	Austria	Harald Vilimsky		547597092025909	Facebook	33	1	296506	126258	2706	579
d118	2019-04-28	AT	Austria	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	785	1	222752	43094	4522	135
d118	2019-04-28	AT	Austria	Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	443	1	178690	50102	1878	49
d118	2019-04-28	AT	Austria	Claudia Gamon	NEOS	447992848717452	Facebook	5	1	164994	35999	1295	200
d118	2019-04-28	AT	Austria	Europäisches Parlament Österreich		124468054313069	Facebook	35	1	157271	66337	600	210
d118	2019-04-28	AT	Austria	Andreas Schieder	SPÖ	290881691011354	Facebook	18	1	130457	28342	1074	211
d118	2019-04-28	AT	Austria	Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	126	1	118607	25384	1402	129
d118	2019-04-28	AT	Austria	Die Grünen	Die Grünen	21759893033	Facebook	14	1	102986	27226	828	157
d118	2019-04-28	AT	Austria	OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	5	1	97915	29583	427	66
d118	2019-04-28	AT	Austria	Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	32	1	46216	12817	329	0
d118	2019-04-28	AT	Austria	Maximilian Krauss		590930261019192	Facebook	20	1	39532	8928	584	100
d118	2019-04-28	AT	Austria	HC Strache	FPÖ	74865038590	Facebook	5	1	37495	10499	520	25
d118	2019-04-28	AT	Austria	Wirtschaftskammer		125946327466544	Facebook	77	1	37126	7740	1129	0
d118	2019-04-28	AT	Austria	SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	9	1	36243	11050	314	74
d118	2019-04-28	AT	Austria	Alex Bernhuber	Niederösterreichischer Bauernbund	382872055842390	Facebook	16	1	33161	12583	478	0
d118	2019-04-28	AT	Austria	Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	3	1	31285	13976	34	3
d118	2019-04-28	AT	Austria	GRAS - Grüne & Alternative Student_innen	GRAS - Grüne & Alternative Student_innen	79935247286	Facebook	12	1	28613	7970	370	70
d118	2019-04-28	AT	Austria	Othmar Karas	Volkspartei	395638503864459	Facebook	64	1	25800	3458	1021	33
d118	2019-04-28	AT	Austria	Julia Herr	Sozialistische Jugend Österreich	345172509462824	Facebook	3	1	24999	8750	187	37
d118	2019-04-28	AT	Austria	Thomas Drozda	SPÖ	665544580263664	Facebook	5	1	24443	6388	137	0
d118	2019-04-28	AT	Austria	Dominik Nepp	FPÖ-Wien	135953609780627	Facebook	7	1	24034	10800	183	72
d118	2019-04-28	AT	Austria	LET'S CEE Film Festival	LET'S CEE Film Festival	374807339208829	Facebook	36	1	23834	5211	841	0
