advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Facebook	Facebook	726281677519881	Facebook	1k_5k	1k - 5k	NL	Netherlands	4	1	3999999	2000002	19996	4000
SP	SP	128393027527	Facebook	1k_5k	1k - 5k	NL	Netherlands	10	1	3799990	1600000	49990	10000
European Parliament		178362315106	Facebook	1k_5k	1k - 5k	NL	Netherlands	11	1	3608711	1704127	35047	7010
Europees Parlement Nederland		270788920480	Facebook	1k_5k	1k - 5k	NL	Netherlands	8	1	3099978	1299994	39991	7999
Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	326441484085577	Facebook	1k_5k	1k - 5k	NL	Netherlands	4	1	2999969	1399988	19995	3999
European Commission		107898832590939	Facebook	1k_5k	1k - 5k	NL	Netherlands	4	1	2505337	1202670	15023	3005
D66	D66	52985377549	Facebook	1k_5k	1k - 5k	NL	Netherlands	4	1	2499990	1099997	19995	3999
European Greens		141366725876424	Facebook	1k_5k	1k - 5k	NL	Netherlands	16	1	2003236	864914	23673	4735
Bespaarkiosk.nl		1659811130952704	Facebook	1k_5k	1k - 5k	NL	Netherlands	3	1	1999984	899994	14996	2999
Vereniging Eigen Huis		371735371563	Facebook	1k_5k	1k - 5k	NL	Netherlands	4	1	1999975	799991	19995	3999
Stichting Vluchteling		120034538112114	Facebook	1k_5k	1k - 5k	NL	Netherlands	7	1	1599993	750000	34993	7000
Ben & Jerry's		147006749798	Facebook	1k_5k	1k - 5k	NL	Netherlands	2	1	1499999	700000	9998	2000
CDA	CDA	320374518118	Facebook	1k_5k	1k - 5k	NL	Netherlands	2	1	1499996	699998	9997	1999
Blendle		181375052003138	Facebook	1k_5k	1k - 5k	NL	Netherlands	3	1	1499989	599997	14996	2999
Oxfam Novib		115289021825188	Facebook	1k_5k	1k - 5k	NL	Netherlands	6	1	1499987	649996	29993	5999
Vandebron		263935850440177	Facebook	1k_5k	1k - 5k	NL	Netherlands	2	1	1499969	699985	9997	1999
Shell		444504516075907	Facebook	1k_5k	1k - 5k	NL	Netherlands	1	1	999971	499986	4998	999
Stichting De Noordzee		128160633899802	Facebook	1k_5k	1k - 5k	NL	Netherlands	2	1	999959	399984	9997	1999
Van Hall Larenstein		234952503230870	Facebook	1k_5k	1k - 5k	NL	Netherlands	1	1	999920	499960	4998	999
Kialo		729627343834501	Facebook	1k_5k	1k - 5k	NL	Netherlands	37	1	729050	309474	6373	1415
Jesse Klaver		687496011309020	Facebook	1k_5k	1k - 5k	NL	Netherlands	2	1	699997	299999	9997	1999
Lilian Marijnissen	SP	844559615710915	Facebook	1k_5k	1k - 5k	NL	Netherlands	1	1	499998	199999	4998	999
Amnesty International Nederland	Amnesty International Nederland	57729029960	Facebook	1k_5k	1k - 5k	NL	Netherlands	1	1	499995	199998	4998	999
The Bamboo Brush Society		1152885191422950	Facebook	1k_5k	1k - 5k	NL	Netherlands	1	1	334147	133659	3340	668
Shell		200969413280005	Facebook	1k_5k	1k - 5k	NL	Netherlands	1	1	86264	34505	767	153
