advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Volt Nederland	Volt Nederland	146644665960101	Facebook	0_50	0 - 50	NL	Netherlands	119	1	625926	143551	11744	0
Partij van de Arbeid (PvdA)	Partij van de Arbeid (PvdA)	113895885305052	Facebook	0_50	0 - 50	NL	Netherlands	15	1	489224	106620	1479	0
CDA Zuid-Holland	CDA Zuid-Holland	1523833891223465	Facebook	0_50	0 - 50	NL	Netherlands	47	1	396714	97694	4638	0
Daan Versteeg	Versteeg Daniel R	1010657719133321	Facebook	0_50	0 - 50	NL	Netherlands	42	1	243198	77757	4145	0
D66	D66	52985377549	Facebook	0_50	0 - 50	NL	Netherlands	10	1	240200	56814	986	0
Esther de Lange	Esther de Lange	206205079489175	Facebook	0_50	0 - 50	NL	Netherlands	6	1	210337	44859	592	0
Theo Alkemade	Alkemade Theodoor C W M	298059754467115	Facebook	0_50	0 - 50	NL	Netherlands	9	1	208340	40872	888	0
VVD	VVD	121264564551002	Facebook	0_50	0 - 50	NL	Netherlands	21	1	194371	49844	2072	0
GroenLinks	GroenLinks	175740570505	Facebook	0_50	0 - 50	NL	Netherlands	16	1	174439	48847	1579	0
Agnes Jongerius	Partij van de Arbeid (PvdA)	764061133777036	Facebook	0_50	0 - 50	NL	Netherlands	5	1	169389	39860	493	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	0_50	0 - 50	NL	Netherlands	6	1	162388	48981	270	0
Natuur & Milieu	Natuur & Milieu	156571571036057	Facebook	0_50	0 - 50	NL	Netherlands	2	1	149531	59813	197	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	0_50	0 - 50	NL	Netherlands	16	1	147534	36889	1480	0
Malik Azmani	Malik Azmani	1734459723547461	Facebook	0_50	0 - 50	NL	Netherlands	24	1	137544	39875	2368	0
SP	SP	128393027527	Facebook	0_50	0 - 50	NL	Netherlands	13	1	135563	28909	1282	0
Jacques Michel Bloi - VVD #13 voor Europa	Bloi Jacques M	1435938086636544	Facebook	0_50	0 - 50	NL	Netherlands	3	1	109654	24922	296	0
Kati Piri	PvdA	254626848046622	Facebook	0_50	0 - 50	NL	Netherlands	3	1	109654	24922	296	0
Vera Tax	PvdA	712637722497338	Facebook	0_50	0 - 50	NL	Netherlands	3	1	109073	24773	294	0
Jeroen Janssen - kandidaat Europarlementariër	Van Oosterbosch Benjamin	921841297985499	Facebook	0_50	0 - 50	NL	Netherlands	3	1	104670	20934	296	0
Prove Them Wrong	Prove Them Wrong	435711596958375	Facebook	0_50	0 - 50	NL	Netherlands	3	1	104670	20934	296	0
Eveline Herben	Herben Eveline Marie	350805055554039	Facebook	0_50	0 - 50	NL	Netherlands	20	1	97662	19936	1973	0
College voor de Rechten van de Mens	College voor de Rechten van de Mens	176804439190262	Facebook	0_50	0 - 50	NL	Netherlands	6	1	71769	16947	592	0
De Goede Zaak	DeGoedeZaak	264564577356897	Facebook	0_50	0 - 50	NL	Netherlands	3	1	64794	15950	296	0
Paul Tang	PvdA	208020512703248	Facebook	0_50	0 - 50	NL	Netherlands	3	1	64794	15950	296	0
Jeroen Lenaers	Jeroen Lenaers	316960281776479	Facebook	0_50	0 - 50	NL	Netherlands	7	1	63824	30432	680	0
