advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	77	1	2750363	1079172	12958	2195
Greenpeace Luxembourg		67370457805	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	131	1	1513770	373212	11009	164
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	75	1	1380454	413295	7596	447
déi gréng	déi gréng	21710789873	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	14	1	601261	171814	2464	328
Charles Goerens		441313569220539	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	30	1	583588	147049	2241	132
DP - Demokratesch Partei	DP - Demokratesch Partei	280875378609326	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	15	1	427896	138916	1158	0
Piraten Lëtzebuerg		183148710560	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	39	1	397171	114152	2687	0
déi Lénk	déi Lénk	120444648033670	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	3	1	159081	54980	547	77
European Investment Bank		350888674962511	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	80274	40137	400	80
Jonk Piraten		194441573983035	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	3	1	75771	15007	221	0
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	14	1	54261	9122	1097	0
Julia Elisabetta Pitterman		2235333396715580	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	4	1	47632	9156	350	0
CSV	CSV	56016549775	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	19	1	46869	10142	1412	0
Action Solidarité Tiers Monde - ASTM		161567570579610	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	2	1	42845	9786	116	0
European Greens		141366725876424	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	5	1	41563	8361	413	82
Fondation IDEA asbl		439909732821172	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	39990	7998	79	0
BreakingPlanet		1993767777349037	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	38900	7780	77	0
Marc ANGEL		1404458223105541	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	36287	7257	71	0
Piraten Bezierk Osten		141480992729926	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	35075	7015	350	70
ADR  - Alternativ Demokratesch Reformpartei		115916035102253	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	2	1	34275	6722	132	0
Déi Konservativ		235829416883581	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	34178	6835	341	68
Burelbach Immobilien		243135569564978	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	33313	6662	65	0
JDL Jonk Demokraten		141096935941189	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	32020	6404	63	0
L'Or du Commun		212885115510806	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	25392	5078	50	0
WOOP - World of Possibilities		119609878933569	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	6	1	23220	9249	309	0
