impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
10k_50k	10k - 50k	FR	France	Médecins du Monde France		265420476920	Facebook	52	1	2599524	519915	15003	2477
10k_50k	10k - 50k	FR	France	Parlement européen en France	Parlement européen en France	279757933824	Facebook	41	1	2049809	409970	12058	1999
10k_50k	10k - 50k	FR	France	350.org		12185972707	Facebook	35	1	1403185	280642	5304	707
10k_50k	10k - 50k	FR	France	Maplanèteverte	Ma Planète Verte	340654233462962	Facebook	23	1	1149861	229976	9476	1799
10k_50k	10k - 50k	FR	France	Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	22	1	1099869	219978	2177	0
10k_50k	10k - 50k	FR	France	Subventions énergétiques 2019	Primes Energetiques	1815507421886752	Facebook	19	1	949946	189993	6680	1199
10k_50k	10k - 50k	FR	France	Greenpeace France		39435457457	Facebook	18	1	899850	179973	4981	799
10k_50k	10k - 50k	FR	France	2 Min Ecologie		433170297221149	Facebook	16	1	798319	159667	6373	1198
10k_50k	10k - 50k	FR	France	Kialo		729627343834501	Facebook	182	1	712776	142558	4831	893
10k_50k	10k - 50k	FR	France	Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	14	1	691955	138393	3706	584
10k_50k	10k - 50k	FR	France	UNICEF France		173159234432	Facebook	12	1	599925	119987	4387	799
10k_50k	10k - 50k	FR	France	LIFE		167060196653670	Facebook	13	1	551919	110386	1882	197
10k_50k	10k - 50k	FR	France	Make.org	Make.org	122037308191612	Facebook	12	1	506724	101346	3573	642
10k_50k	10k - 50k	FR	France	SECIB Immobilier		378027698975144	Facebook	10	1	499987	99999	4989	999
10k_50k	10k - 50k	FR	France	Plan International France		100707905881	Facebook	10	1	499888	99979	3389	599
10k_50k	10k - 50k	FR	France	La Prime Énergie		336155273400553	Facebook	10	1	499865	99975	3389	599
10k_50k	10k - 50k	FR	France	Unis pour les Droits Humains		1642871805813802	Facebook	10	1	463520	92705	816	0
10k_50k	10k - 50k	FR	France	Simulation Energétique		562488297524492	Facebook	9	1	449991	89999	4191	1100
10k_50k	10k - 50k	FR	France	Spicee		1541412079456514	Facebook	9	1	433180	86637	857	0
10k_50k	10k - 50k	FR	France	European Parliament		178362315106	Facebook	12	1	400080	80017	3191	599
10k_50k	10k - 50k	FR	France	Cerveau & Psycho		212434006141	Facebook	8	1	399962	79994	2391	399
10k_50k	10k - 50k	FR	France	Consommez Malin		2045469565728527	Facebook	7	1	349993	70000	4493	1500
10k_50k	10k - 50k	FR	France	Mon Energie Verte		252140872017180	Facebook	7	1	349992	69999	3492	699
10k_50k	10k - 50k	FR	France	Agence Isolation Pour Tous		568528630290119	Facebook	7	1	349942	69989	3092	599
10k_50k	10k - 50k	FR	France	Le 1		850828794934579	Facebook	7	1	349941	69989	692	0
10k_50k	10k - 50k	FR	France	foodwatch France		194934737335658	Facebook	7	1	349924	69986	2692	499
10k_50k	10k - 50k	FR	France	1devis.io		1632519900186330	Facebook	7	1	349749	69951	1492	200
10k_50k	10k - 50k	FR	France	Droit au logement pour tous		371289150023085	Facebook	7	1	314089	62819	621	0
10k_50k	10k - 50k	FR	France	The Good Lobby		1420129598280317	Facebook	9	1	302900	60581	599	0
10k_50k	10k - 50k	FR	France	Conseil Solaire		1329380840472696	Facebook	6	1	299969	59995	2193	399
10k_50k	10k - 50k	FR	France	Mon Homéo Mon Choix		1643185362449069	Facebook	6	1	299960	59993	2193	399
10k_50k	10k - 50k	FR	France	Médecins Sans Frontières		154912951193067	Facebook	6	1	299954	59992	1793	299
