advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	0_1k	0 - 1k	IE	Ireland	23	1	21990	0	2179	0
Tom Fox candidate in newly formed Sligo-Drumcliffe electoral area.		248763689345831	Facebook	0_1k	0 - 1k	IE	Ireland	17	1	16983	0	1498	0
Sean Kelly MEP		340786422717552	Facebook	0_1k	0 - 1k	IE	Ireland	17	1	16982	0	1682	0
Cyril Brennan - People Before Profit		164750800796944	Facebook	0_1k	0 - 1k	IE	Ireland	15	1	14984	0	1484	0
Primavera Sound	Influence Digital Ltd	156656398155	Facebook	0_1k	0 - 1k	IE	Ireland	44	1	14017	0	1607	0
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	0_1k	0 - 1k	IE	Ireland	13	1	12987	0	1287	0
Carly Bailey	Bailey Carly	1761504887466495	Facebook	0_1k	0 - 1k	IE	Ireland	8	1	7992	0	792	0
24Bottles		126060760828576	Facebook	0_1k	0 - 1k	IE	Ireland	7	1	6993	0	693	0
Michael Clark	Clark Michael Douglas	376225562978212	Facebook	0_1k	0 - 1k	IE	Ireland	6	1	5994	0	593	0
MarketsCube		294693984421347	Facebook	0_1k	0 - 1k	IE	Ireland	6	1	5994	0	528	0
Alice Mary Higgins for Europe	Alice Mary Higgins	1055105841226515	Facebook	0_1k	0 - 1k	IE	Ireland	5	1	4994	0	494	0
Giving Brush		1945237355733646	Facebook	0_1k	0 - 1k	IE	Ireland	42	1	4405	0	388	0
Michael  O'Dowd for Europe	O'Dowd Michael Joseph	878147035569806	Facebook	0_1k	0 - 1k	IE	Ireland	4	1	3996	0	396	0
Corey Whyte - Sligo Community Activist		1123614794339006	Facebook	0_1k	0 - 1k	IE	Ireland	4	1	3996	0	395	0
Luke Carroll for City Council	Carroll Luke Jeremiah	370159947166480	Facebook	0_1k	0 - 1k	IE	Ireland	4	1	3995	0	396	0
Blaine Gaffney	Blaine O' Gamhna	371962112988652	Facebook	0_1k	0 - 1k	IE	Ireland	4	1	3995	0	396	0
Eoin Barry For Laois Council 2019		469695723432344	Facebook	0_1k	0 - 1k	IE	Ireland	4	1	3995	0	396	0
Sligo - Leitrim Fine Gael	Comiskey Laura	254734251316951	Facebook	0_1k	0 - 1k	IE	Ireland	4	1	3990	0	395	0
China Spotlight		448246645562544	Facebook	0_1k	0 - 1k	IE	Ireland	6	1	3651	0	322	0
VA Lifestyle Design		1497122020511596	Facebook	0_1k	0 - 1k	IE	Ireland	26	1	3227	0	284	0
Ecofil		646749009014548	Facebook	0_1k	0 - 1k	IE	Ireland	3	1	2997	0	297	0
Mark Durkan	Fine Gael	2002340613394109	Facebook	0_1k	0 - 1k	IE	Ireland	3	1	2996	0	275	0
Declan Burke - Fianna Fáil - Tallaght Central	Burke Declan	666587086733858	Facebook	0_1k	0 - 1k	IE	Ireland	3	1	2996	0	296	0
Adrienne Wallace - People Before Profit		1555518121383424	Facebook	0_1k	0 - 1k	IE	Ireland	3	1	2996	0	296	0
Jaganfg	Jagan Muttumula	2224960691073169	Facebook	0_1k	0 - 1k	IE	Ireland	3	1	2996	0	296	0
Conor D. McGuinness		1660385830954198	Facebook	0_1k	0 - 1k	IE	Ireland	3	1	2996	0	296	0
Gianna Care		356509651747037	Facebook	0_1k	0 - 1k	IE	Ireland	3	1	2996	0	296	0
Liam van der Spek	Van Der Spek Liam Nathaniel	863877230431078	Facebook	0_1k	0 - 1k	IE	Ireland	3	1	2995	0	296	0
Zippware Europe		321426618569168	Facebook	0_1k	0 - 1k	IE	Ireland	3	1	2163	0	214	0
World Transformation Movement		372125409639	Facebook	0_1k	0 - 1k	IE	Ireland	4	1	2051	0	126	0
Greens/EFA in the European Parliament		150527751674751	Facebook	0_1k	0 - 1k	IE	Ireland	3	1	2022	0	178	0
Sinéad Halpin	Social Democrats	264861490621865	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	197	0
Dr. Fidelma Healy Eames Independent Candidate, EU elections	Healy Eames Fidelma	395965057626422	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	197	0
Rob Hunter - SocDems	Rob Hunter	1013969075372111	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	197	0
Independent Ireland	Ryan Purcell Walter	758725787550554	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	198	0
Sinéad Gibney	Sinead Gibney	1655751191219071	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	198	0
Cllr. Éilis Ryan for Europe	The Workers' Party of Ireland	787376334669425	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	197	0
Seán Hartigan Green Party Candidate for Limerick City East		559719824510385	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	198	0
Orla Kelly	Orla Kelly	284729489119670	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	197	0
Referendum Commission		580832208630212	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	197	0
Cormac MacGowan	Mac Gowan Cormac	2224427621206563	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	197	0
Sarah Durcan for Dublin Bay South	Sarah Durcan SocDem for South East Inner City	1809875605701733	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	197	0
Donna Sheridan - Local Election Candidate, Castlebar Area	Donna Sheridan	172032100346513	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	197	0
Oliver Moran	The Green Party/An Comhaontas Glas	446108262434465	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	197	0
North Clare Sea Kayaking		143875425760446	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	198	0
Eoin Daly - Green Party		2301507276538084	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	198	0
James Connolly Festival		750474601735219	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	197	0
The Casual Company		974476649397271	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	198	0
Naas Town Fianna Fáil		351923181502365	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	198	0
Dan Boyle - Green Party/ Comhaontas Glas Candidate, Cork City South Central		359145628246402	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	198	0
Neil O'Mahony Renua Galway		729007003966263	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	197	0
Limerick City Ógra Fianna Fáil		121766824522598	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	176	0
Stephen O Loughlin		1405137566226095	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1998	0	198	0
Fintan Brett	Brett Fintan Peter	345949292941023	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1997	0	197	0
Maria Walsh	Fine Gael	883806764992893	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1997	0	197	0
Barry Andrews for Europe	Barry Andrews	188114061407	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1997	0	198	0
Young Greens - Óige Ghlas		121118494789	Facebook	0_1k	0 - 1k	IE	Ireland	2	1	1997	0	197	0
