advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	w016	Week 16	FI	Finland	11	1	234925	71643	2540	480
Greenpeace Suomi	Greenpeace Suomi	9227859351	Facebook	w016	Week 16	FI	Finland	3	1	149997	30000	1096	199
Työehtoshoppailu		1602354766564898	Facebook	w016	Week 16	FI	Finland	1	1	133332	66666	3332	666
K-Supermarket		380462231997295	Facebook	w016	Week 16	FI	Finland	6	1	97044	41363	1876	413
Kialo		729627343834501	Facebook	w016	Week 16	FI	Finland	61	1	81730	33654	499	146
Antton Rönnholm	Antton Rönnholm	575908612596562	Facebook	w016	Week 16	FI	Finland	8	1	80427	28553	890	139
Sosialidemokraatit SDP		108945982480217	Facebook	w016	Week 16	FI	Finland	1	1	69999	35000	349	70
Eurooppalainen Suomi ry	Eurooppalainen Suomi ry	163903613685550	Facebook	w016	Week 16	FI	Finland	4	1	64257	14467	856	171
European Parliament		178362315106	Facebook	w016	Week 16	FI	Finland	37	1	58236	17771	585	127
Finlayson		201736349984	Facebook	w016	Week 16	FI	Finland	1	1	49999	9999	98	0
Petri Sarvamaa	Petri Sarvamaa	164624737027350	Facebook	w016	Week 16	FI	Finland	1	1	49998	9999	98	0
Suomen Lähetysseura	Suomen Lähetysseura	8265674748	Facebook	w016	Week 16	FI	Finland	1	1	49998	10000	98	0
Meteoriitti Matkat		387784495072774	Facebook	w016	Week 16	FI	Finland	1	1	37499	7500	333	66
Piia Kurki	Piia Kurki	270567833058986	Facebook	w016	Week 16	FI	Finland	7	1	35138	11982	227	0
Eurovaaliehdokas Kari Kallonen	Kallonen Kari Markku	2130226653737235	Facebook	w016	Week 16	FI	Finland	2	1	27902	5555	289	55
Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	w016	Week 16	FI	Finland	5	1	25162	7083	437	13
Kristillisdemokraatit		157614802920	Facebook	w016	Week 16	FI	Finland	1	1	24999	5000	49	0
Finnwatch	Finnwatch	127195574005414	Facebook	w016	Week 16	FI	Finland	1	1	22221	4444	221	44
Hanna Holopainen		149856248393583	Facebook	w016	Week 16	FI	Finland	8	1	21266	4185	218	36
Timo Korhonen		146927742017103	Facebook	w016	Week 16	FI	Finland	7	1	15160	2966	274	0
Sameli Sivonen		466817883509788	Facebook	w016	Week 16	FI	Finland	8	1	15112	4507	210	24
Amanda Pasanen		1590714481237792	Facebook	w016	Week 16	FI	Finland	2	1	13739	6869	137	62
Iiris Suomela		394173204662584	Facebook	w016	Week 16	FI	Finland	1	1	12499	2500	124	25
SLC	SLC r.f.	126812894035597	Facebook	w016	Week 16	FI	Finland	4	1	11196	2239	83	10
Vasemmistonuoret		302480422335	Facebook	w016	Week 16	FI	Finland	1	1	9999	5000	99	0
