advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	45_54	45-54	EE	Estonia	8	1	293882	134410	635	175
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	45_54	45-54	EE	Estonia	14	1	275475	94402	744	130
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	45_54	45-54	EE	Estonia	88	1	233035	59378	1559	20
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	45_54	45-54	EE	Estonia	29	1	206904	84695	803	104
Urmas Paet	Paet Urmas	223092011815453	Facebook	45_54	45-54	EE	Estonia	38	1	185067	38927	780	6
Isamaa erakond	Isamaa erakond	321163977576	Facebook	45_54	45-54	EE	Estonia	10	1	178590	75697	803	234
European Parliament		178362315106	Facebook	45_54	45-54	EE	Estonia	15	1	166045	73457	2192	531
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	45_54	45-54	EE	Estonia	27	1	122291	49504	704	78
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	45_54	45-54	EE	Estonia	40	1	85530	21823	1088	105
Toitumisnõustaja Erik Orgu		592673214085550	Facebook	45_54	45-54	EE	Estonia	7	1	69587	25461	297	38
Jaak Madison	Madison Jaak	536519246456733	Facebook	45_54	45-54	EE	Estonia	11	1	56296	12603	316	30
Kialo		729627343834501	Facebook	45_54	45-54	EE	Estonia	338	1	39629	15519	274	67
Yoko Alender		709212302463805	Facebook	45_54	45-54	EE	Estonia	33	1	28473	8719	575	0
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	45_54	45-54	EE	Estonia	37	1	24914	4793	623	11
Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	45_54	45-54	EE	Estonia	3	1	19603	4475	117	15
Triin Saag	Saag Triin	2012394932389774	Facebook	45_54	45-54	EE	Estonia	15	1	17313	5010	145	0
Veriff		959442754113350	Facebook	45_54	45-54	EE	Estonia	3	1	16557	7175	25	5
Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	45_54	45-54	EE	Estonia	9	1	16150	3706	115	0
Keskerakond	Keskerakond	161252453921396	Facebook	45_54	45-54	EE	Estonia	10	1	14545	3518	73	0
Riho Terras		2217643278496367	Facebook	45_54	45-54	EE	Estonia	3	1	13730	3103	90	13
Edasi.org		165505543854570	Facebook	45_54	45-54	EE	Estonia	1	1	13261	2652	26	0
Maria Kaljuste - Maria from Estonia		1587214418196564	Facebook	45_54	45-54	EE	Estonia	1	1	11093	2218	21	0
Riina Solman		2003524753215343	Facebook	45_54	45-54	EE	Estonia	1	1	10176	2035	20	0
Kalle Laanet Page	Reformierakond	141202956796859	Facebook	45_54	45-54	EE	Estonia	1	1	10143	2028	20	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	45_54	45-54	EE	Estonia	19	1	9704	3169	130	0
