age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
45_54	45-54	CZ	Czechia	ČSSD	ČSSD	111041662264882	Facebook	809	1	1647412	445640	8232	2094
45_54	45-54	CZ	Czechia	European Parliament		178362315106	Facebook	64	1	773017	361759	3960	1101
45_54	45-54	CZ	Czechia	Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	51	1	458415	172538	1437	364
45_54	45-54	CZ	Czechia	Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	41	1	450476	120357	2077	471
45_54	45-54	CZ	Czechia	HLAS	První prezidentská	320144481956623	Facebook	186	1	449508	123144	855	241
45_54	45-54	CZ	Czechia	Evropa společně	Evropa společně	535611970260854	Facebook	62	1	379770	104333	1436	270
45_54	45-54	CZ	Czechia	Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	87	1	373731	119261	767	186
45_54	45-54	CZ	Czechia	Pavel Poc	Poc Pavel	202974613060409	Facebook	19	1	338513	137371	954	256
45_54	45-54	CZ	Czechia	Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	103	1	292856	109307	1068	263
45_54	45-54	CZ	Czechia	Gambrinus		146991996743	Facebook	3	1	273512	122748	2067	413
45_54	45-54	CZ	Czechia	Daniel Herman		378072105614553	Facebook	10	1	224095	85997	236	83
45_54	45-54	CZ	Czechia	Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	15	1	205374	78165	686	167
45_54	45-54	CZ	Czechia	Jan Zahradil		400970967000022	Facebook	15	1	204685	61643	819	188
45_54	45-54	CZ	Czechia	Tomáš Zdechovský		275042429350706	Facebook	25	1	176871	77221	921	237
45_54	45-54	CZ	Czechia	Kialo		729627343834501	Facebook	338	1	175790	70276	1228	310
45_54	45-54	CZ	Czechia	Andrej Babiš	ANO	214827221987263	Facebook	5	1	162488	81244	489	107
45_54	45-54	CZ	Czechia	Roman Kriz	Kriz Roman	382745889213194	Facebook	125	1	155648	37178	575	132
45_54	45-54	CZ	Czechia	KDU-ČSL	KDU-ČSL	251656685576	Facebook	51	1	146522	52799	466	107
45_54	45-54	CZ	Czechia	Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	36	1	145920	39321	763	235
45_54	45-54	CZ	Czechia	Ing. Jaromír Kohlíček, CSc.	Kohlicek Jaromir	162310277268109	Facebook	23	1	138164	37103	823	224
45_54	45-54	CZ	Czechia	ecoFuture & E.ON Energy Globe		104654572907664	Facebook	97	1	119837	43175	555	10
45_54	45-54	CZ	Czechia	Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	24	1	108329	34834	682	154
45_54	45-54	CZ	Czechia	Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	39	1	94277	27831	192	50
45_54	45-54	CZ	Czechia	Martin Hrubčík		253207085584079	Facebook	6	1	85474	17095	185	42
45_54	45-54	CZ	Czechia	Tomio Okamura - SPD		179497582061065	Facebook	30	1	82695	30518	340	134
