advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Fidesz	Fidesz	9844779306	Facebook	rm2	Last 2 months	HU	Hungary	18	1	3249981	1479999	14702	6530
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	rm2	Last 2 months	HU	Hungary	65	1	2249929	888998	5501	1799
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	rm2	Last 2 months	HU	Hungary	4	1	800995	349999	1857	928
Jobbik Magyarországért Mozgalom	Országgyűlés Hivatala Jobbik Frakció	287770891404	Facebook	rm2	Last 2 months	HU	Hungary	3	1	699997	300000	1857	928
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	rm2	Last 2 months	HU	Hungary	3	1	499997	250000	1392	649
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rm2	Last 2 months	HU	Hungary	5	1	300995	120000	620	124
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	rm2	Last 2 months	HU	Hungary	23	1	236836	49971	707	159
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	rm2	Last 2 months	HU	Hungary	13	1	219986	55999	944	216
Alfahír	Alfahír Hírportál	525574220799452	Facebook	rm2	Last 2 months	HU	Hungary	5	1	209994	44999	649	139
European Parliament	European Parliament	178362315106	Facebook	rm2	Last 2 months	HU	Hungary	1	1	199999	99999	499	100
Dr. Lukács László György	Országgyűlés Hivatala Jobbik Frakció	490006464353222	Facebook	rm2	Last 2 months	HU	Hungary	1	1	199999	99999	619	309
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	rm2	Last 2 months	HU	Hungary	8	1	194991	51000	619	170
MSZP	MSZP	115388925185513	Facebook	rm2	Last 2 months	HU	Hungary	5	1	165995	66000	342	68
Csárdi Antal	LMP - Lehet Más a Politika	136387873164491	Facebook	rm2	Last 2 months	HU	Hungary	1	1	99999	50000	154	30
Mi Hazánk Mozgalom		620030171664750	Facebook	rm2	Last 2 months	HU	Hungary	2	1	99997	19999	46	18
KDNP és Frakciója	KDNP és Frakciója	230385242742	Facebook	rm2	Last 2 months	HU	Hungary	22	1	73978	13000	195	44
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	rm2	Last 2 months	HU	Hungary	1	1	49999	10000	154	30
Dr. Szoboszlay György Csaba, közszereplő, LMP	Szoboszlay György Csaba	202727753244884	Facebook	rm2	Last 2 months	HU	Hungary	1	1	49999	10000	154	30
Indítsuk Be Magyarországot Alapítvány	Indítsuk Be Magyarországot Alapítvány	422399638586608	Facebook	rm2	Last 2 months	HU	Hungary	1	1	49999	10000	154	30
Semjén Zsolt	Országgyűlés Hivatala KDNP frakció	228731803847927	Facebook	rm2	Last 2 months	HU	Hungary	8	1	24991	6999	51	10
MSZP Budapest	MSZP Budapest	414715951917446	Facebook	rm2	Last 2 months	HU	Hungary	12	1	20988	5000	182	38
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	rm2	Last 2 months	HU	Hungary	4	1	16086	6848	23	0
Jávor Benedek	Párbeszéd Magyarországért	131797633528377	Facebook	rm2	Last 2 months	HU	Hungary	4	1	15995	3000	61	12
Partizán	Gulyás Márton Ferenc	1406386486355924	Facebook	rm2	Last 2 months	HU	Hungary	15	1	14985	0	9	1
European Commission	European Commission	107898832590939	Facebook	rm2	Last 2 months	HU	Hungary	2	1	11676	5838	29	5
