advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kialo		729627343834501	Facebook	50_100	50 - 100	IE	Ireland	282	1	128539	49641	690	136
Mark Durkan	Fine Gael	2002340613394109	Facebook	50_100	50 - 100	IE	Ireland	16	1	86618	42366	388	73
WestJet		124924473551	Facebook	50_100	50 - 100	IE	Ireland	4	1	51831	22595	149	27
350.org		12185972707	Facebook	50_100	50 - 100	IE	Ireland	29	1	37209	11274	254	48
Alex Salmond	Slainte Media	136191876445102	Facebook	50_100	50 - 100	IE	Ireland	3	1	29973	10647	50	0
MarketsCube		294693984421347	Facebook	50_100	50 - 100	IE	Ireland	11	1	21943	4456	217	36
Greens/EFA in the European Parliament		150527751674751	Facebook	50_100	50 - 100	IE	Ireland	46	1	21304	9309	41	4
The Iona Institute		1439329092985535	Facebook	50_100	50 - 100	IE	Ireland	1	1	20771	4154	184	36
The Palestine Institute for Public Diplomacy		158233651450504	Facebook	50_100	50 - 100	IE	Ireland	3	1	19466	9733	86	17
Wholesome Culture		1664959567149320	Facebook	50_100	50 - 100	IE	Ireland	6	1	11612	4737	12	2
USR Diaspora	Uniunea Salvați România - USR	1793510380925494	Facebook	50_100	50 - 100	IE	Ireland	7	1	11390	5508	106	21
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	50_100	50 - 100	IE	Ireland	145	1	10847	2552	44	0
Primavera Sound	Influence Digital Ltd	156656398155	Facebook	50_100	50 - 100	IE	Ireland	69	1	10647	2596	409	0
Trending Today		311683089314196	Facebook	50_100	50 - 100	IE	Ireland	53	1	8908	1861	93	17
Humble Household		1746853745395190	Facebook	50_100	50 - 100	IE	Ireland	31	1	8372	2587	49	9
Orelia Jewellery		404191947424	Facebook	50_100	50 - 100	IE	Ireland	1	1	8363	3345	1	0
InterTradeIreland		141609685900366	Facebook	50_100	50 - 100	IE	Ireland	1	1	7754	1550	17	0
Avaaz	Avaaz	8340223883	Facebook	50_100	50 - 100	IE	Ireland	2	1	6769	1327	30	0
Dose of Society	Dose of Society	323340437359	Facebook	50_100	50 - 100	IE	Ireland	3	1	5918	1161	40	0
Gigadgets News		1457741344288817	Facebook	50_100	50 - 100	IE	Ireland	15	1	5431	1122	51	9
The Fetzer Institute		115153903038	Facebook	50_100	50 - 100	IE	Ireland	11	1	5222	2206	29	5
Veganuary		170911309781648	Facebook	50_100	50 - 100	IE	Ireland	13	1	5035	2198	71	0
European Parliament		178362315106	Facebook	50_100	50 - 100	IE	Ireland	85	1	4940	1469	25	0
Alliance for Choice	Alliance for Choice	683223451811783	Facebook	50_100	50 - 100	IE	Ireland	2	1	4777	955	18	0
rugbystore.co.uk		152642891449022	Facebook	50_100	50 - 100	IE	Ireland	1	1	4425	2212	5	0
