advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
WWF-France	WWF-France	145392792632	Facebook	5k_10k	5k - 10k	FR	France	5	1	49995	25000	495	0
Maplanèteverte	Ma Planète Verte	340654233462962	Facebook	5k_10k	5k - 10k	FR	France	4	1	39994	19999	395	0
La Poste		173022039045	Facebook	5k_10k	5k - 10k	FR	France	4	1	39981	19992	395	0
Greenpeace France	Greenpeace France	39435457457	Facebook	5k_10k	5k - 10k	FR	France	3	1	29989	14996	296	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	5k_10k	5k - 10k	FR	France	2	1	10081	5041	99	0
ATAA Foundation	ATAA Foundation	2039469612804034	Facebook	5k_10k	5k - 10k	FR	France	1	1	9999	5000	98	0
Matthieu Chamussy	Chamussy Matthieu Marie Thierry	531097396924288	Facebook	5k_10k	5k - 10k	FR	France	1	1	9999	5000	99	0
Actions pour l'écologie		872257819482862	Facebook	5k_10k	5k - 10k	FR	France	1	1	9998	4999	98	0
CARE France	CARE France	93745060700	Facebook	5k_10k	5k - 10k	FR	France	1	1	9996	4998	98	0
European Parliament	European Parliament	178362315106	Facebook	5k_10k	5k - 10k	FR	France	1	1	9995	4998	498	99
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	5k_10k	5k - 10k	FR	France	1	1	9995	4998	98	0
Eurolapins	Pulse of Europe France	755726434768654	Facebook	5k_10k	5k - 10k	FR	France	1	1	9992	4996	98	0
I vote Europe		608176689275464	Facebook	5k_10k	5k - 10k	FR	France	1	1	2245	1122	22	0
Gabriela Mirescu		2618888988127707	Facebook	5k_10k	5k - 10k	FR	France	2	1	470	235	4	0
Free Quran Education		388655174641163	Facebook	5k_10k	5k - 10k	FR	France	1	1	420	210	2	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	5k_10k	5k - 10k	FR	France	2	1	358	179	3	0
EH Bildu	EH Bildu	183202371808498	Facebook	5k_10k	5k - 10k	FR	France	3	1	105	52	1	0
Uwe Conradt: Saarbrücken - gemeinsam - voran.	CDU Saarbrücken Stadt	577254072692345	Facebook	5k_10k	5k - 10k	FR	France	6	1	90	45	0	0
Wouter Vermeersch	Vlaams Belang	1819099895078637	Facebook	5k_10k	5k - 10k	FR	France	8	1	82	41	0	0
Markel Olano	EAJ-PNV	898191063533170	Facebook	5k_10k	5k - 10k	FR	France	3	1	77	38	0	0
Marie Christine Marghem	Marie Christine Marghem	341830209277848	Facebook	5k_10k	5k - 10k	FR	France	1	1	28	14	0	0
Denis Itxaso	PSE -EE	107905879550963	Facebook	5k_10k	5k - 10k	FR	France	2	1	24	12	0	0
Hendrik Bogaert	Bogaert Hendrik Frank	277636928983663	Facebook	5k_10k	5k - 10k	FR	France	1	1	23	11	0	0
Natalie Eggermont	PVDA	415595709204858	Facebook	5k_10k	5k - 10k	FR	France	2	1	21	10	0	0
Navarra Suma	Navarra Suma	401519690408274	Facebook	5k_10k	5k - 10k	FR	France	1	1	20	10	0	0
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	5k_10k	5k - 10k	FR	France	4	1	19	9	0	0
Social Media Ads	Alexander Dietrich	561953460655717	Facebook	5k_10k	5k - 10k	FR	France	1	1	19	9	0	0
Kyriakidis David		2786326408074980	Facebook	5k_10k	5k - 10k	FR	France	1	1	18	9	0	0
Tom Vandenkendelaere	Tom Vandenkendelaere	676737302477960	Facebook	5k_10k	5k - 10k	FR	France	1	1	18	9	0	0
CDU Burbach	Andreas Neumüller	565290846903673	Facebook	5k_10k	5k - 10k	FR	France	1	1	17	8	0	0
CDH  Binche		761441187280813	Facebook	5k_10k	5k - 10k	FR	France	1	1	16	8	0	0
Johan Vande Lanotte	Johan Vande Lanotte	326674124027240	Facebook	5k_10k	5k - 10k	FR	France	1	1	14	7	0	0
Catherine Fonck	Catherine Marie Fonck	514448208744860	Facebook	5k_10k	5k - 10k	FR	France	1	1	13	6	0	0
Adeline Bouché	Bouché Adeline Danielle P	474944862932729	Facebook	5k_10k	5k - 10k	FR	France	1	1	13	6	0	0
הכבוד של זוזו		320568938138544	Facebook	5k_10k	5k - 10k	FR	France	1	1	13	6	0	0
PVDA West-Vlaanderen	PVDA	1661103980836335	Facebook	5k_10k	5k - 10k	FR	France	1	1	12	6	0	0
Opaline Meunier	Opaline Meunier	1003984536437712	Facebook	5k_10k	5k - 10k	FR	France	1	1	8	4	0	0
Luisa Boos	Luisa Boos	46262733106	Facebook	5k_10k	5k - 10k	FR	France	1	1	6	3	0	0
Volt Deutschland	Volt Deutschland	134209407129787	Facebook	5k_10k	5k - 10k	FR	France	4	1	5	2	0	0
Nicolas Stilmant - 2e effectif - liste Chambre	Nicolas Stilmant	371323650128015	Facebook	5k_10k	5k - 10k	FR	France	1	1	5	2	0	0
Simon Bultot, 3ème à la Chambre, Liste PS	Simon Fabrice Bultot	2180842748675219	Facebook	5k_10k	5k - 10k	FR	France	1	1	4	2	0	0
Jeremie Vaneeckhout	Sabels Jordy	1373626132778895	Facebook	5k_10k	5k - 10k	FR	France	1	1	3	1	0	0
Nicola Clerici europee 2019 M5S	Nicola Clerici	2340174086227422	Facebook	5k_10k	5k - 10k	FR	France	1	1	2	1	0	0
CD&V Diksmuide	CD&V Diksmuide	625936054280293	Facebook	5k_10k	5k - 10k	FR	France	1	1	2	1	0	0
Studio Gullì		178197619184656	Facebook	5k_10k	5k - 10k	FR	France	1	1	1	0	0	0
Robin De Lille	De Lille Robin Raymond R	768512923515237	Facebook	5k_10k	5k - 10k	FR	France	1	1	1	0	0	0
