impression_code_filter	impression_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
10k_50k	10k - 50k	Britain's Future	Britain's Future	1625300137516491	Facebook	843	1	42149157	8430000	396866	76027
10k_50k	10k - 50k	Ciudadanos	Ciudadanos	74078667754	Facebook	837	1	41849163	8370000	189263	26600
10k_50k	10k - 50k	People's Vote UK	People's Vote	748608695327755	Facebook	728	1	36399272	7280000	365061	76374
10k_50k	10k - 50k	Partido Popular	Partido Popular	72249031214	Facebook	614	1	30699386	6140000	96786	9000
10k_50k	10k - 50k	CDU	CDU	78502295414	Facebook	518	1	25899482	5180000	82882	7900
10k_50k	10k - 50k	Kialo		729627343834501	Facebook	434	1	21699566	4340000	141196	26464
10k_50k	10k - 50k	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	402	1	20099598	4020000	140711	25573
10k_50k	10k - 50k	FDP	FDP	21289227249	Facebook	370	1	18499630	3700000	65030	7100
10k_50k	10k - 50k	European Parliament		178362315106	Facebook	350	1	17499650	3500000	81130	11693
10k_50k	10k - 50k	SPD	SPD	47930567748	Facebook	344	1	17199656	3440000	118956	21500
10k_50k	10k - 50k	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	258	1	12899742	2580000	83713	13539
10k_50k	10k - 50k	Conservatives	The Conservative Party	8807334278	Facebook	200	1	9999800	2000000	77647	14001
10k_50k	10k - 50k	sp.a	sp.a	57253967150	Facebook	192	1	9599808	1920000	55408	9100
10k_50k	10k - 50k	38 Degrees	38 Degrees	200006375787	Facebook	191	1	9549809	1910000	56597	8678
10k_50k	10k - 50k	SPÖ	SPÖ	77393060080	Facebook	175	1	8749825	1750000	52525	8800
10k_50k	10k - 50k	We are the 52%	We are the 52%	466744973727718	Facebook	173	1	8649827	1730000	22596	694
10k_50k	10k - 50k	The Labour Party	The Labour Party	25749647410	Facebook	162	1	8099838	1620000	62532	10993
10k_50k	10k - 50k	Rädda Barnen		72659261793	Facebook	162	1	8099838	1620000	61013	14067
10k_50k	10k - 50k	BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	143	1	7149857	1430000	40157	6500
10k_50k	10k - 50k	Right To Vote	Right to Vote	408236463256774	Facebook	143	1	7149857	1430000	43692	6827
10k_50k	10k - 50k	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	140	1	6999860	1400000	49460	8900
10k_50k	10k - 50k	Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	139	1	6949861	1390000	44034	11220
10k_50k	10k - 50k	Sosialidemokraatit SDP		108945982480217	Facebook	132	1	6599868	1320000	48868	9500
10k_50k	10k - 50k	COALICION CANARIA		AR489541609348661248	Google	4731	1	6566622	306413	19044	0
10k_50k	10k - 50k	Greenpeace Deutschland		22541752487	Facebook	130	1	6499870	1300000	37670	6200
10k_50k	10k - 50k	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	845	1	6453098	592930	5583	0
10k_50k	10k - 50k	ČSSD	ČSSD	111041662264882	Facebook	125	1	6249875	1250000	23700	5545
10k_50k	10k - 50k	PSOE	PSOE	189318235003	Facebook	121	1	6049879	1210000	18379	1600
10k_50k	10k - 50k	Médecins du Monde France		265420476920	Facebook	119	1	5949881	1190000	35638	5978
10k_50k	10k - 50k	Plan International Sverige		382243262003	Facebook	117	1	5849883	1170000	42773	9973
10k_50k	10k - 50k	RMDSZ	RMDSZ	102601499822802	Facebook	97	1	4849903	970000	5715	924
10k_50k	10k - 50k	Claudia Gamon	NEOS	447992848717452	Facebook	95	1	4749905	950000	27305	5300
10k_50k	10k - 50k	Best For Britain	Best for Britain	1863944713844924	Facebook	93	1	4649907	930000	50808	12266
10k_50k	10k - 50k	Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	145	1	4520804	449672	2368	0
10k_50k	10k - 50k	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	1969	1	4292802	286516	8570	0
