country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AT	Austria	m25_34	male (25-34)	10012	1337	25389832	8955287	227527	34256
AT	Austria	m18_24	male (18-24)	9382	1218	21899437	7630271	185834	25825
AT	Austria	f18_24	female (18-24)	9402	1238	17446716	6164178	135582	17292
AT	Austria	f25_34	female (25-34)	10162	1361	16683400	5987952	150302	21601
AT	Austria	m35_44	male (35-44)	9678	1292	15751329	5476859	152517	22991
AT	Austria	m45_54	male (45-54)	9269	1250	12309014	4118269	128953	17908
AT	Austria	f35_44	female (35-44)	9881	1323	10895738	3799250	109742	15548
AT	Austria	f45_54	female (45-54)	9506	1271	9938035	3346827	107137	14188
AT	Austria	m55_64	male (55-64)	8328	1161	7778534	2518832	87160	11033
AT	Austria	f55_64	female (55-64)	8594	1174	7711977	2535943	88498	11058
AT	Austria	m65_	male (65+)	7286	1029	4300339	1374442	50239	6203
AT	Austria	f65_	female (65+)	7357	1040	4184233	1358313	48208	6096
AT	Austria	f13_17	female (13-17)	4116	370	3995941	1331122	30206	3583
AT	Austria	m13_17	male (13-17)	4347	363	3532814	1148395	32737	3540
AT	Austria	u25_34	unknown (25-34)	6833	1124	251282	86527	2353	314
AT	Austria	u35_44	unknown (35-44)	6761	1104	228161	77236	2215	306
AT	Austria	u45_54	unknown (45-54)	5722	1011	108010	35302	1133	147
AT	Austria	u18_24	unknown (18-24)	4792	895	66903	22871	575	72
AT	Austria	u65_	unknown (65+)	4026	812	57604	18401	631	71
AT	Austria	u55_64	unknown (55-64)	4184	854	49069	15427	530	65
AT	Austria	u13_17	unknown (13-17)	1352	246	14259	4670	120	13
