advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
MarketsCube		294693984421347	Facebook	w009	Week 9	IE	Ireland	3	1	59997	12000	620	89
Sean Kelly MEP		340786422717552	Facebook	w009	Week 9	IE	Ireland	5	1	55460	10892	286	0
European Parliament		178362315106	Facebook	w009	Week 9	IE	Ireland	7	1	52773	15555	385	0
Gino Kenny TD		450136775025476	Facebook	w009	Week 9	IE	Ireland	1	1	37499	7500	74	0
Matt Carthy	Carthy Matt	580216935345125	Facebook	w009	Week 9	IE	Ireland	1	1	29999	6000	59	0
Sophie Nicoullaud Green Party		336758200492654	Facebook	w009	Week 9	IE	Ireland	1	1	23332	4666	46	0
How Can I Be Guilty Of Treason When England Is Foreign To Me		460375250834443	Facebook	w009	Week 9	IE	Ireland	2	1	21448	4250	38	0
Cyril Brennan - People Before Profit		164750800796944	Facebook	w009	Week 9	IE	Ireland	2	1	10907	5181	117	0
The Identitarian	The Identitarian	378994452625201	Facebook	w009	Week 9	IE	Ireland	1	1	7052	3526	80	0
Dan Boyle - Green Party/ Comhaontas Glas Candidate, Cork City South Central		359145628246402	Facebook	w009	Week 9	IE	Ireland	3	1	6968	1393	106	6
Advertising Week Europe		957474261104635	Facebook	w009	Week 9	IE	Ireland	4	1	5764	2205	61	18
Cllr. Éilis Ryan for Europe		787376334669425	Facebook	w009	Week 9	IE	Ireland	1	1	4999	1000	99	0
Pearse Doherty		590527104313523	Facebook	w009	Week 9	IE	Ireland	1	1	4999	1000	99	0
Emma Coffey		758533090959869	Facebook	w009	Week 9	IE	Ireland	1	1	4998	999	98	0
350.org		12185972707	Facebook	w009	Week 9	IE	Ireland	4	1	4629	925	13	0
Kialo		729627343834501	Facebook	w009	Week 9	IE	Ireland	3	1	3120	939	12	2
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w009	Week 9	IE	Ireland	6	1	2551	874	15	3
Ami Horowitz		42597808880	Facebook	w009	Week 9	IE	Ireland	3	1	2341	555	20	3
Elect Chris O'Leary		111879862215683	Facebook	w009	Week 9	IE	Ireland	1	1	2272	454	45	0
Yogi Mama		1561673120587004	Facebook	w009	Week 9	IE	Ireland	1	1	2151	430	49	0
Seán Hartigan Green Party Candidate for Limerick City East		559719824510385	Facebook	w009	Week 9	IE	Ireland	2	1	1817	363	36	0
Neasa Hourigan Green Party		1353131934798813	Facebook	w009	Week 9	IE	Ireland	1	1	1817	363	36	0
Million Dollar Vegan	Million Dollar Vegan	554024238384285	Facebook	w009	Week 9	IE	Ireland	4	1	1554	658	24	0
Uplift - People Powered Change		214697488711000	Facebook	w009	Week 9	IE	Ireland	1	1	1538	769	15	0
Sumatran Orangutan Society (SOS)	Sumatran Orangutan Society	352804059518	Facebook	w009	Week 9	IE	Ireland	2	1	1425	707	1	0
