advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	200k_500k	200k - 500k	RO	Romania	39	1	19499142	7799672	35918	7563
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	200k_500k	200k - 500k	RO	Romania	36	1	17999962	7199999	39912	9244
România în primul rând	Future Innovation	770704223323599	Facebook	200k_500k	200k - 500k	RO	Romania	33	1	16499403	6599774	19216	4790
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	200k_500k	200k - 500k	RO	Romania	27	1	13403652	5361471	18883	4345
Romania #nuepsd	Future Innovation	293215748279337	Facebook	200k_500k	200k - 500k	RO	Romania	11	1	5499862	2199949	2308	1155
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	200k_500k	200k - 500k	RO	Romania	8	1	3999909	1599966	7562	1575
European Parliament		178362315106	Facebook	200k_500k	200k - 500k	RO	Romania	10	1	2951950	1180782	9442	2423
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	200k_500k	200k - 500k	RO	Romania	5	1	2499986	999996	3465	756
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	200k_500k	200k - 500k	RO	Romania	4	1	1999986	799996	2415	546
Declic	Declic	686190454826244	Facebook	200k_500k	200k - 500k	RO	Romania	4	1	1999959	799985	5251	1680
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	200k_500k	200k - 500k	RO	Romania	14	1	1557851	623141	1721	445
Video News		329122497569429	Facebook	200k_500k	200k - 500k	RO	Romania	3	1	1499997	600000	1470	420
Traian Băsescu	Partidul Mișcarea Populară	361235817223309	Facebook	200k_500k	200k - 500k	RO	Romania	3	1	1499995	599999	1259	252
Silvia Dinică		1128229287275038	Facebook	200k_500k	200k - 500k	RO	Romania	3	1	1499979	599992	3150	630
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	200k_500k	200k - 500k	RO	Romania	3	1	1499942	599978	2310	525
RMDSZ	RMDSZ	102601499822802	Facebook	200k_500k	200k - 500k	RO	Romania	2	1	999997	399999	1260	315
George Simion	George Simion	2212856535602171	Facebook	200k_500k	200k - 500k	RO	Romania	2	1	999997	399999	2100	420
Departamentul pentru Muncă și Justiție Socială	Partidul Social Democrat	1975738806067717	Facebook	200k_500k	200k - 500k	RO	Romania	2	1	999995	399998	314	126
Siegfried Muresan		731035500293728	Facebook	200k_500k	200k - 500k	RO	Romania	2	1	999981	399993	209	42
Greenpeace Romania		291132089193	Facebook	200k_500k	200k - 500k	RO	Romania	2	1	999962	399985	997	199
Departamentul Fonduri Europene al PSD	Partidul Social Democrat	1030472763816931	Facebook	200k_500k	200k - 500k	RO	Romania	2	1	999931	399973	209	42
European Greens		141366725876424	Facebook	200k_500k	200k - 500k	RO	Romania	8	1	893313	357326	1189	324
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	200k_500k	200k - 500k	RO	Romania	9	1	850051	340021	1192	476
Kialo		729627343834501	Facebook	200k_500k	200k - 500k	RO	Romania	13	1	560342	224137	3763	844
USR Brașov	Uniunea Salvați România	1723480164579572	Facebook	200k_500k	200k - 500k	RO	Romania	1	1	499999	200000	209	105
Stiri.Obiective		569692119874171	Facebook	200k_500k	200k - 500k	RO	Romania	1	1	499999	200000	209	105
Rares Bogdan		204397909629079	Facebook	200k_500k	200k - 500k	RO	Romania	1	1	499999	200000	104	21
Dacian Cioloş	PLUS	107543802616247	Facebook	200k_500k	200k - 500k	RO	Romania	1	1	499999	200000	1050	210
Râsu Plânsu		1769713886444816	Facebook	200k_500k	200k - 500k	RO	Romania	1	1	499999	200000	209	105
Politice.net	politice.net	2546711162025064	Facebook	200k_500k	200k - 500k	RO	Romania	1	1	499999	200000	209	105
Aresel		292847028010932	Facebook	200k_500k	200k - 500k	RO	Romania	1	1	499999	200000	499	100
Dan Barna	Uniunea Salvați România - USR	207255636351408	Facebook	200k_500k	200k - 500k	RO	Romania	1	1	499999	200000	1050	210
Tikaboo Romania		617570241716349	Facebook	200k_500k	200k - 500k	RO	Romania	1	1	499999	200000	1050	210
WWF-Romania		189728367297	Facebook	200k_500k	200k - 500k	RO	Romania	1	1	499999	200000	209	105
Departamentul pentru Afaceri Interne PSD	Partidul Social Democrat	797044747344438	Facebook	200k_500k	200k - 500k	RO	Romania	1	1	499998	199999	209	105
