advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	1k_5k	1k - 5k	RO	Romania	65	1	24229499	11321533	52451	18685
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	1k_5k	1k - 5k	RO	Romania	96	1	16700325	7569826	48449	10322
România în primul rând	Future Innovation	770704223323599	Facebook	1k_5k	1k - 5k	RO	Romania	22	1	6967579	3158652	10733	2147
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	1k_5k	1k - 5k	RO	Romania	28	1	6270985	2763884	13660	2732
European Parliament		178362315106	Facebook	1k_5k	1k - 5k	RO	Romania	12	1	5701338	2771455	29035	5808
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	1k_5k	1k - 5k	RO	Romania	37	1	4296770	1978845	18051	3611
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	1k_5k	1k - 5k	RO	Romania	8	1	2276141	1068394	3903	780
European Commission		107898832590939	Facebook	1k_5k	1k - 5k	RO	Romania	4	1	2197616	1098809	10985	2197
PSD Galati	Partidul Social Democrat Galati	1585170161775563	Facebook	1k_5k	1k - 5k	RO	Romania	10	1	1743226	871615	6491	1928
Declic	Declic	686190454826244	Facebook	1k_5k	1k - 5k	RO	Romania	7	1	1718712	743229	3415	683
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	1k_5k	1k - 5k	RO	Romania	15	1	1579337	743222	7318	1463
Politice.net	politice.net	2546711162025064	Facebook	1k_5k	1k - 5k	RO	Romania	3	1	1393565	696783	1463	292
Romania #nuepsd	Future Innovation	293215748279337	Facebook	1k_5k	1k - 5k	RO	Romania	2	1	929035	464518	975	195
Vasile Cristian Lungu - Senator PMP	Partidul Mișcarea Populară	167669676772029	Facebook	1k_5k	1k - 5k	RO	Romania	9	1	696778	348391	4391	878
Silvia Dinică		1128229287275038	Facebook	1k_5k	1k - 5k	RO	Romania	3	1	696772	278709	1463	292
Litere.net	litere.net	1504323906337545	Facebook	1k_5k	1k - 5k	RO	Romania	2	1	557424	278712	975	195
Tikaboo Romania		617570241716349	Facebook	1k_5k	1k - 5k	RO	Romania	5	1	557423	255486	2439	487
Consiliul Național PSD	Partidul Social Democrat	428923027871330	Facebook	1k_5k	1k - 5k	RO	Romania	2	1	546450	223226	2588	1148
Winkler Gyula		1560147330888040	Facebook	1k_5k	1k - 5k	RO	Romania	1	1	464521	232260	487	97
Viorel Catarama	Dreapta Liberală - DL	795022763862618	Facebook	1k_5k	1k - 5k	RO	Romania	1	1	464520	232260	487	97
George Simion	George Simion	2212856535602171	Facebook	1k_5k	1k - 5k	RO	Romania	2	1	464520	185808	975	195
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	1k_5k	1k - 5k	RO	Romania	2	1	464516	185807	975	195
Custom Resita Festival		2218037274884370	Facebook	1k_5k	1k - 5k	RO	Romania	1	1	464026	232013	487	97
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	1k_5k	1k - 5k	RO	Romania	2	1	427219	213610	2135	427
Kialo		729627343834501	Facebook	1k_5k	1k - 5k	RO	Romania	17	1	413772	184194	3404	875
