advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
WeWorld Onlus		299584710061488	Facebook	w002	Week 2	IT	Italy	22	1	652706	258616	6670	1015
Amref Health Africa - Italia		48677844864	Facebook	w002	Week 2	IT	Italy	20	1	431975	100999	1979	0
Tate		1175315639185483	Facebook	w002	Week 2	IT	Italy	21	1	396951	80994	2078	0
Soluzione Tasse		1678747585696511	Facebook	w002	Week 2	IT	Italy	2	1	149997	59999	597	100
Fazland		392009187483727	Facebook	w002	Week 2	IT	Italy	19	1	142764	55151	1001	195
Bananamia		185686561464778	Facebook	w002	Week 2	IT	Italy	2	1	116665	58333	115	0
AcquaPura Depuratori		328082964703259	Facebook	w002	Week 2	IT	Italy	14	1	115986	21000	1786	100
Sensilab.it		561074557300658	Facebook	w002	Week 2	IT	Italy	2	1	100997	49999	597	99
350.org		12185972707	Facebook	w002	Week 2	IT	Italy	2	1	79165	15833	139	0
Fabrizio Marrazzo		174478206566341	Facebook	w002	Week 2	IT	Italy	2	1	56664	13333	164	0
Sinistra Civica per Zingaretti		160144464607205	Facebook	w002	Week 2	IT	Italy	2	1	49999	10000	99	0
The Fetzer Institute		115153903038	Facebook	w002	Week 2	IT	Italy	1	1	45271	9054	402	80
Stefano Maullu		150618724962388	Facebook	w002	Week 2	IT	Italy	2	1	40499	16500	164	28
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w002	Week 2	IT	Italy	3	1	36072	15414	102	13
Pela Case		119283008140727	Facebook	w002	Week 2	IT	Italy	3	1	23262	4652	30	0
Pasticceria Gastronomia Giuliano		827804860610172	Facebook	w002	Week 2	IT	Italy	2	1	22821	11290	136	22
CAF Mab Copagri		623562751374487	Facebook	w002	Week 2	IT	Italy	2	1	22646	11323	123	20
Alberto Cirio	RedAbissi	1391061901114543	Facebook	w002	Week 2	IT	Italy	1	1	22221	4444	44	0
Prima Gli Immigrati		2266503370252962	Facebook	w002	Week 2	IT	Italy	5	1	17496	3500	346	0
Sartori Voghera		676076519139826	Facebook	w002	Week 2	IT	Italy	1	1	15908	3181	31	0
Keyron Italia		1473993739561073	Facebook	w002	Week 2	IT	Italy	1	1	14285	7142	14	0
AlgoNatural		1388571101463957	Facebook	w002	Week 2	IT	Italy	3	1	10997	2000	297	0
Filippo Mora		228101584508292	Facebook	w002	Week 2	IT	Italy	3	1	10996	2000	297	0
Emanuele Andreani		412268282569972	Facebook	w002	Week 2	IT	Italy	4	1	9496	1499	346	0
Pictografico Web Agency		185073754964789	Facebook	w002	Week 2	IT	Italy	12	1	9452	3671	82	5
