day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d136	2019-05-16	IE	Ireland	491	138	2073883	676339	13951	1702
d135	2019-05-15	IE	Ireland	537	148	2460388	805284	16465	2071
d134	2019-05-14	IE	Ireland	496	144	2013030	654815	13206	1685
d133	2019-05-13	IE	Ireland	463	139	1831142	615705	11410	1694
d132	2019-05-12	IE	Ireland	429	132	1706892	588988	9923	1590
d131	2019-05-11	IE	Ireland	452	136	1747670	614302	9745	1585
d130	2019-05-10	IE	Ireland	580	130	2020642	689682	11879	1733
d129	2019-05-09	IE	Ireland	543	130	1877735	681142	12045	2178
d128	2019-05-08	IE	Ireland	491	135	1359838	473375	8839	1528
d127	2019-05-07	IE	Ireland	487	126	1288991	433184	8838	1333
d126	2019-05-06	IE	Ireland	482	126	1287703	422345	8734	1177
d125	2019-05-05	IE	Ireland	479	128	1117171	387066	8128	1178
d124	2019-05-04	IE	Ireland	486	129	1540537	556628	11842	1882
d123	2019-05-03	IE	Ireland	510	136	1140635	400637	8043	1117
d122	2019-05-02	IE	Ireland	543	138	1136170	392631	7643	1046
d121	2019-05-01	IE	Ireland	518	138	1085815	365725	7279	998
d120	2019-04-30	IE	Ireland	575	157	1161443	411016	8243	1047
d119	2019-04-29	IE	Ireland	556	150	2300702	993997	12171	2077
d118	2019-04-28	IE	Ireland	534	151	1925600	843415	9091	1476
d117	2019-04-27	IE	Ireland	528	152	671463	230450	3715	413
d116	2019-04-26	IE	Ireland	562	156	730046	250696	4062	482
d115	2019-04-25	IE	Ireland	538	155	707531	233051	3679	391
d114	2019-04-24	IE	Ireland	508	153	791016	281502	3922	410
d113	2019-04-23	IE	Ireland	516	155	557866	194937	3062	375
d112	2019-04-22	IE	Ireland	438	146	908753	397683	4840	750
d111	2019-04-21	IE	Ireland	434	140	920750	404596	4654	739
d110	2019-04-20	IE	Ireland	440	154	899383	397752	4612	713
d109	2019-04-19	IE	Ireland	471	165	608274	245257	3054	388
d108	2019-04-18	IE	Ireland	474	164	708010	285462	3637	558
d107	2019-04-17	IE	Ireland	388	161	316436	107981	2007	297
