week_code_filter	week_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w004	Week 4	DK	Denmark	Gitte Willumsen - Folketingskandidat for Venstre		1751959911736210	Facebook	4	1	105508	39346	486	120
w004	Week 4	DK	Denmark	World Animal Protection Danmark		33588644626	Facebook	5	1	72523	30013	863	194
w004	Week 4	DK	Denmark	Folkebevægelsen for asylbørns fremtid		127791457997348	Facebook	2	1	50997	9999	147	66
w004	Week 4	DK	Denmark	Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	30	1	41575	9260	468	95
w004	Week 4	DK	Denmark	Asger Christensen i EU	Christensen Asger Bank Møller	1450750935146684	Facebook	1	1	37499	7499	100	50
w004	Week 4	DK	Denmark	Afrika Kontakt		194452460650048	Facebook	3	1	22331	6333	73	12
w004	Week 4	DK	Denmark	Dyrenes Beskyttelse		200709746630443	Facebook	4	1	19999	4374	200	50
w004	Week 4	DK	Denmark	Dofk		270245093104275	Facebook	1	1	18420	3684	49	24
w004	Week 4	DK	Denmark	Den Blå Planet		167018996755220	Facebook	1	1	15555	7777	52	10
w004	Week 4	DK	Denmark	Røde Kors		65929129383	Facebook	5	1	12173	3347	61	18
w004	Week 4	DK	Denmark	SE Energi & Klima		169900309711559	Facebook	1	1	11290	2258	151	30
w004	Week 4	DK	Denmark	Niels Arbøl - Folketingskandidat for Radikale Venstre		303548033422907	Facebook	2	1	10998	5000	80	13
w004	Week 4	DK	Denmark	Susanna Dyre-Greensite		178957012989198	Facebook	5	1	10004	1541	50	0
w004	Week 4	DK	Denmark	Henrik Noes Piester - kandidat til Europa-Parlamentet 2019		2104859779842952	Facebook	2	1	9998	2000	80	13
w004	Week 4	DK	Denmark	Peter Seier Christensen	Peter Seier Christensen	1104790642968068	Facebook	2	1	8583	1716	22	11
w004	Week 4	DK	Denmark	Alex Salmond	Slainte Media	136191876445102	Facebook	1	1	7313	3656	21	4
w004	Week 4	DK	Denmark	Verner i Folketinget		935600569947728	Facebook	1	1	6363	3181	42	8
w004	Week 4	DK	Denmark	Charlotte Munch - Politiker		210317432480139	Facebook	3	1	6362	1272	60	10
w004	Week 4	DK	Denmark	Mette Annelie Rasmussen		111218712287057	Facebook	2	1	5998	1000	26	0
w004	Week 4	DK	Denmark	Morten Løkkegaard		143232155749217	Facebook	1	1	4999	1000	66	13
w004	Week 4	DK	Denmark	Niels Fuglsang		264009771074617	Facebook	1	1	4999	1000	13	0
w004	Week 4	DK	Denmark	Stop CETA Danmark		350995195089353	Facebook	1	1	4998	999	66	13
w004	Week 4	DK	Denmark	Gert Løfgren - DF		456176268097215	Facebook	1	1	3124	625	41	8
w004	Week 4	DK	Denmark	Rikke Lauritsen - SF		471801563226188	Facebook	3	1	2521	0	33	0
w004	Week 4	DK	Denmark	Inger Staahl Jensen i Europa-Parlamentet		586553418054920	Facebook	3	1	2426	0	32	0
