week_code_filter	week_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w009	Week 9	DK	Denmark	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	3	1	121051	52631	1620	387
w009	Week 9	DK	Denmark	Røde Kors		65929129383	Facebook	7	1	108404	28109	1099	366
w009	Week 9	DK	Denmark	SE Energi & Klima		169900309711559	Facebook	2	1	96633	39621	297	129
w009	Week 9	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	17	1	82168	17760	273	71
w009	Week 9	DK	Denmark	Lizette Risgaard		547601668763372	Facebook	5	1	77174	38212	1777	511
w009	Week 9	DK	Denmark	World Animal Protection Danmark		33588644626	Facebook	5	1	72523	30013	863	194
w009	Week 9	DK	Denmark	Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	43	1	66866	16161	601	124
w009	Week 9	DK	Denmark	Mungo Park		52310555568	Facebook	2	1	54997	11000	200	80
w009	Week 9	DK	Denmark	Oxfam IBIS	Oxfam IBIS	144965885963	Facebook	1	1	49999	9999	669	133
w009	Week 9	DK	Denmark	Holger K Nielsen	SF	370360873057400	Facebook	1	1	49999	10000	669	133
w009	Week 9	DK	Denmark	Folkebevægelsen for asylbørns fremtid		127791457997348	Facebook	1	1	49999	10000	669	133
w009	Week 9	DK	Denmark	POINT of VIEW International		810040472452484	Facebook	1	1	49999	10000	444	89
w009	Week 9	DK	Denmark	Anders Baun EP valg 2019	Sorensen Anders Baun	549966298750692	Facebook	1	1	49998	9999	669	133
w009	Week 9	DK	Denmark	Profil Optik		152255818129043	Facebook	2	1	42856	8571	573	114
w009	Week 9	DK	Denmark	Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	5	1	33998	10400	198	0
w009	Week 9	DK	Denmark	Red Barnet		67571270393	Facebook	8	1	32987	10078	512	191
w009	Week 9	DK	Denmark	Afrika Kontakt		194452460650048	Facebook	7	1	32696	6295	163	29
w009	Week 9	DK	Denmark	Liberal Alliances Ungdom	Liberal Alliances Ungdom	107893513382	Facebook	1	1	24999	5000	66	33
w009	Week 9	DK	Denmark	Dofk		270245093104275	Facebook	3	1	18873	3708	74	27
w009	Week 9	DK	Denmark	Tikko		852608988134698	Facebook	1	1	18420	3684	163	32
w009	Week 9	DK	Denmark	Charlotte Munch - Politiker		210317432480139	Facebook	10	1	18351	4189	126	8
w009	Week 9	DK	Denmark	Den Blå Planet		167018996755220	Facebook	1	1	15555	7777	52	10
w009	Week 9	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	2	1	14285	2857	28	11
w009	Week 9	DK	Denmark	Folkekirkens Nødhjælps Ungdom - NU		247233348655576	Facebook	7	1	13744	3206	174	40
w009	Week 9	DK	Denmark	Cphbusiness		140369426014655	Facebook	1	1	9999	1999	133	26
