advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	NL	Netherlands	106	1	11097721	4938259	84121	23563
SP	SP	128393027527	Facebook	NL	Netherlands	184	1	9602811	3806998	98615	19599
Europees Parlement Nederland		270788920480	Facebook	NL	Netherlands	55	1	7237920	3042989	64744	16599
D66	D66	52985377549	Facebook	NL	Netherlands	48	1	5264921	2118987	33551	7399
Lilian Marijnissen	SP	844559615710915	Facebook	NL	Netherlands	66	1	5129910	2137989	26733	6199
Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	326441484085577	Facebook	NL	Netherlands	12	1	4949955	2259986	24087	5099
Oxfam Novib		115289021825188	Facebook	NL	Netherlands	40	1	4271921	1748983	61759	18699
Facebook	Facebook	726281677519881	Facebook	NL	Netherlands	5	1	4009994	2004999	35094	15999
Stichting Vluchteling		120034538112114	Facebook	NL	Netherlands	83	1	3873915	1523999	59116	13900
GroenLinks	GroenLinks	175740570505	Facebook	NL	Netherlands	79	1	3347608	1249215	24611	5899
Stichting De Noordzee		128160633899802	Facebook	NL	Netherlands	42	1	3246894	1356975	19357	3899
Vereniging Eigen Huis		371735371563	Facebook	NL	Netherlands	15	1	3169963	1283991	24484	5399
Amnesty International Nederland	Amnesty International Nederland	57729029960	Facebook	NL	Netherlands	50	1	3022744	1167958	20398	4189
European Greens		141366725876424	Facebook	NL	Netherlands	57	1	2891522	1208768	30142	6522
Blendle		181375052003138	Facebook	NL	Netherlands	81	1	2824911	967996	30918	5599
European Commission		107898832590939	Facebook	NL	Netherlands	9	1	2661375	1264192	15721	3105
Henk Jan Ormel	CDA	823537391322678	Facebook	NL	Netherlands	29	1	2464582	924837	11644	2194
NPO Zapp		205247699486388	Facebook	NL	Netherlands	6	1	2354884	1160945	2693	799
VVD		121264564551002	Facebook	NL	Netherlands	42	1	2314958	913000	8657	1399
CDA	CDA	320374518118	Facebook	NL	Netherlands	12	1	2074986	916999	11887	2499
Kialo		729627343834501	Facebook	NL	Netherlands	361	1	2065242	843228	15521	3550
Bespaarkiosk.nl		1659811130952704	Facebook	NL	Netherlands	3	1	1999984	899994	14996	2999
Vandebron		263935850440177	Facebook	NL	Netherlands	13	1	1907957	810985	13586	2899
Ben & Jerry's		147006749798	Facebook	NL	Netherlands	4	1	1799997	850000	11496	2600
Wilde Ganzen		105516159523693	Facebook	NL	Netherlands	12	1	1417967	545991	4187	1299
