day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d135	2019-05-15	HU	Hungary	612	150	5807043	2276807	11007	3480
d134	2019-05-14	HU	Hungary	720	156	8062799	3237075	16104	5619
d133	2019-05-13	HU	Hungary	671	160	9357556	3924769	17530	6554
d132	2019-05-12	HU	Hungary	652	164	8724526	3783826	17155	6646
d131	2019-05-11	HU	Hungary	651	168	8081675	3425022	16590	6511
d130	2019-05-10	HU	Hungary	662	182	7686601	3198311	16523	6352
d129	2019-05-09	HU	Hungary	738	221	7682615	3138529	16805	6408
d128	2019-05-08	HU	Hungary	700	238	6949095	2837947	14445	5626
d127	2019-05-07	HU	Hungary	732	345	7450491	3084307	17478	7225
d126	2019-05-06	HU	Hungary	680	349	7477715	3128142	18995	8063
d125	2019-05-05	HU	Hungary	580	323	6830872	2938433	17390	7575
d124	2019-05-04	HU	Hungary	470	226	5743420	2519037	14407	6256
d123	2019-05-03	HU	Hungary	488	202	6314704	2736072	15673	6649
d122	2019-05-02	HU	Hungary	467	169	4122475	1726627	9119	3631
d121	2019-05-01	HU	Hungary	500	149	3618150	1480205	7438	2770
d120	2019-04-30	HU	Hungary	587	159	3392739	1380493	7241	2800
d119	2019-04-29	HU	Hungary	637	194	3408743	1340503	6695	2325
d118	2019-04-28	HU	Hungary	673	243	3698513	1429407	7777	2684
d117	2019-04-27	HU	Hungary	662	236	3698810	1432575	7442	2500
d116	2019-04-26	HU	Hungary	663	187	5267249	2089131	9953	3285
d115	2019-04-25	HU	Hungary	582	170	2635787	958138	5114	1623
d114	2019-04-24	HU	Hungary	532	167	2093808	803320	4053	1290
d113	2019-04-23	HU	Hungary	465	157	2063320	849672	5108	1531
d112	2019-04-22	HU	Hungary	449	155	1888799	792596	3931	1267
d111	2019-04-21	HU	Hungary	482	159	2223137	911086	4897	1521
d110	2019-04-20	HU	Hungary	494	182	2272299	910315	4854	1569
d109	2019-04-19	HU	Hungary	522	196	1995932	793230	5099	1617
d108	2019-04-18	HU	Hungary	529	204	2687828	1158272	5783	2007
d107	2019-04-17	HU	Hungary	481	198	2139825	886452	4245	1604
d106	2019-04-16	HU	Hungary	503	205	2477819	1021100	5163	1897
